chr20	-135	0	1.0	0.0
chr20	-134	0	1.0	0.0
chr20	-133	0	1.0	0.0
chr20	-132	0	1.0	0.0
chr20	-131	0	1.0	0.0
chr20	-130	0	4.0	0.0
chr20	-129	0	7.0	0.0
chr20	-128	0	16.0	0.0
chr20	-127	0	31.0	0.0
chr20	-126	0	53.0	0.0
chr20	-125	0	68.0	0.0
chr20	-124	0	82.0	0.0
chr20	-123	0	91.0	0.0
chr20	-122	0	103.0	0.0
chr20	-121	0	111.0	0.0
chr20	-120	1	131.0	0.7633587786259541
chr20	-119	0	144.0	0.0
chr20	-118	3	159.0	1.8867924528301887
chr20	-117	0	172.0	0.0
chr20	-116	0	186.0	0.0
chr20	-115	0	197.0	0.0
chr20	-114	0	212.0	0.0
chr20	-113	0	231.0	0.0
chr20	-112	0	246.0	0.0
chr20	-111	0	266.0	0.0
chr20	-110	0	282.0	0.0
chr20	-109	0	297.0	0.0
chr20	-108	2	319.0	0.6269592476489028
chr20	-107	0	335.0	0.0
chr20	-106	0	353.0	0.0
chr20	-105	1	372.0	0.2688172043010753
chr20	-104	0	392.0	0.0
chr20	-103	2	421.0	0.4750593824228029
chr20	-102	4	441.0	0.9070294784580499
chr20	-101	2	457.0	0.437636761487965
chr20	-100	0	474.0	0.0
chr20	-99	1	489.0	0.2044989775051125
chr20	-98	1	504.0	0.1984126984126984
chr20	-97	1	525.0	0.19047619047619047
chr20	-96	0	542.0	0.0
chr20	-95	1	563.0	0.17761989342806395
chr20	-94	0	580.0	0.0
chr20	-93	1	592.0	0.16891891891891891
chr20	-92	0	614.0	0.0
chr20	-91	2	634.0	0.31545741324921134
chr20	-90	0	650.0	0.0
chr20	-89	2	665.0	0.30075187969924816
chr20	-88	4	685.0	0.583941605839416
chr20	-87	0	698.0	0.0
chr20	-86	1	714.0	0.1400560224089636
chr20	-85	1	736.0	0.1358695652173913
chr20	-84	0	751.0	0.0
chr20	-83	1	769.0	0.13003901170351106
chr20	-82	3	778.0	0.3856041131105398
chr20	-81	0	793.0	0.0
chr20	-80	0	811.0	0.0
chr20	-79	1	825.0	0.12121212121212122
chr20	-78	1	848.0	0.1179245283018868
chr20	-77	1	862.0	0.11600928074245939
chr20	-76	1	875.0	0.1142857142857143
chr20	-75	0	890.0	0.0
chr20	-74	18	911.0	1.9758507135016465
chr20	-73	2	928.0	0.21551724137931033
chr20	-72	1	941.0	0.10626992561105207
chr20	-71	0	958.0	0.0
chr20	-70	1	971.0	0.10298661174047373
chr20	-69	0	990.0	0.0
chr20	-68	5	1004.0	0.49800796812749004
chr20	-67	1	1019.0	0.09813542688910697
chr20	-66	1	1041.0	0.09606147934678194
chr20	-65	2	1060.0	0.18867924528301888
chr20	-64	1	1076.0	0.09293680297397769
chr20	-63	1	1092.0	0.09157509157509157
chr20	-62	1	1113.0	0.08984725965858043
chr20	-61	27	1134.0	2.380952380952381
chr20	-60	2	1150.0	0.17391304347826086
chr20	-59	4	1164.0	0.3436426116838488
chr20	-58	4	1176.0	0.3401360544217687
chr20	-57	1	1197.0	0.0835421888053467
chr20	-56	3	1211.0	0.2477291494632535
chr20	-55	2	1229.0	0.16273393002441008
chr20	-54	2	1254.0	0.1594896331738437
chr20	-53	1	1270.0	0.07874015748031496
chr20	-52	1	1291.0	0.0774593338497289
chr20	-51	0	1309.0	0.0
chr20	-50	11	1332.0	0.8258258258258258
chr20	-49	2	1357.0	0.14738393515106854
chr20	-48	4	1369.0	0.2921840759678598
chr20	-47	4	1390.0	0.28776978417266186
chr20	-46	5	1406.0	0.35561877667140823
chr20	-45	3	1419.0	0.21141649048625794
