depth	G4	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	2258689.0	166233012.0	1074163.0	756540.0	516549.0	3478619.0	11147937.0	134650859.0	7931051.0	4900803.0	2619591.0	814068.0	368891.0	380957.0	54140.0	8978229.0	32656316.0	2965411.0	71121219.0	6178172.0	1042716.0	63062576.0	69696300.0	837755.0	74086630.0	658537.0	34101.0	1104.0	32743615.0	7842271.0	39902783.0	1704727.0	132633.0	1835512.0	526125.0	6677.0	532779.0	187528.0	369.0	187897.0	1255070.0	200592.0	1455357.0	345968.0	14854.0	360821.0	136572.0	26884.0	1534.0	104710.0	5415.0	1465.0	164341764.0	93220545.0	96185956.0	103883850.0	63423325.0	149393758.0	149378534.0	85860023.0	17913417.0	5648.0	2545048.0	97725.0	144876.0	1208052.0	43240297.0	2895157.0	16895153.0	211925.0	972396.0	7108393.0	4798923.0	5266061.0	92969350.0	94594662.0	74337825.0	72712513.0	157548970.0	152712827.0	9758205.0	14594348.0	133066804.0	223973.0	1161273.0	930136.0	10489252.0	2778692.0	3394617.0	9748393.0	23527146.0
1	571288.0	21654490.0	192008.0	275382.0	140395.0	750103.0	2355291.0	14766379.0	1522650.0	972946.0	603900.0	233078.0	150167.0	144837.0	31193.0	2323664.0	7080119.0	744488.0	2289580.0	1234325.0	323628.0	505608.0	1886256.0	226019.0	3034068.0	289407.0	26406.0	113.0	4433031.0	1588472.0	5891980.0	319248.0	41643.0	360358.0	226913.0	4019.0	230891.0	115835.0	340.0	116175.0	367341.0	89902.0	457049.0	154827.0	10274.0	165101.0	48893.0	18173.0	584.0	30811.0	2406.0	87.0	21102010.0	18812430.0	19556918.0	21321842.0	524656.0	9004230.0	9003342.0	624342.0	12842268.0	2290.0	123984.0	65413.0	16517.0	81596.0	1464765.0	262004.0	480273.0	8377.0	0.0	204913.0	516445.0	364517.0	17404182.0	17657226.0	4442316.0	4189272.0	11983271.0	9492398.0	9863227.0	12354100.0	18281297.0	56546.0	456014.0	17463.0	3480722.0	0.0	3214.0	2742.0	27933.0
2	893545.0	43334430.0	430412.0	288031.0	266390.0	1761143.0	5663623.0	29367382.0	3265904.0	1666533.0	822097.0	378404.0	247773.0	177524.0	45397.0	3980810.0	14397460.0	1447238.0	2739633.0	1370159.0	576141.0	320628.0	1941562.0	472705.0	4186871.0	423111.0	27132.0	11.0	9125014.0	3004234.0	11862961.0	695682.0	51762.0	746451.0	422762.0	5205.0	427935.0	195803.0	294.0	196097.0	741151.0	113341.0	854171.0	281589.0	12145.0	293732.0	84817.0	28101.0	363.0	57833.0	3139.0	147.0	42317604.0	39577971.0	41025209.0	43416128.0	348714.0	8404201.0	8403500.0	435048.0	35360641.0	2479.0	90976.0	134767.0	16420.0	95491.0	1371661.0	242241.0	396006.0	8470.0	0.0	175912.0	470537.0	321613.0	39221693.0	39561964.0	4543149.0	4202878.0	14862829.0	9383452.0	28902013.0	34381390.0	35986230.0	106187.0	480222.0	31602.0	7659820.0	0.0	1477.0	1128.0	12605.0
3	1369536.0	78018515.0	812735.0	320596.0	456226.0	3333500.0	10876781.0	52898881.0	6092248.0	2774617.0	1195178.0	570390.0	350318.0	212179.0	56633.0	6489680.0	25932369.0	2482499.0	3722055.0	1657924.0	922682.0	296651.0	2345892.0	844798.0	6204554.0	594901.0	26017.0	0.0	16708180.0	5211296.0	21433882.0	1276425.0	67246.0	1341917.0	679066.0	6182.0	685187.0	282085.0	222.0	282307.0	1276451.0	136920.0	1412781.0	435089.0	12084.0	447165.0	136700.0	37947.0	460.0	99444.0	3973.0	132.0	76348751.0	72626696.0	75109195.0	78484212.0	347038.0	8303316.0	8302707.0	339744.0	70527934.0	3932.0	76047.0	244424.0	20689.0	131374.0	1521569.0	247285.0	392985.0	10390.0	0.0	182487.0	462673.0	319381.0	73755383.0	74244703.0	5075867.0	4586547.0	19831048.0	9989918.0	59000202.0	68841332.0	65161283.0	186731.0	501063.0	55850.0	13477017.0	0.0	683.0	572.0	6219.0
4	1927391.0	118535457.0	1276777.0	331161.0	654321.0	5135955.0	16966231.0	80483335.0	9451969.0	4123228.0	1613946.0	756636.0	441283.0	235785.0	64618.0	9227880.0	39328899.0	3678077.0	4846331.0	1974057.0	1279550.0	329560.0	2833813.0	1263164.0	8524408.0	765039.0	25666.0	6.0	25577279.0	7784533.0	32621904.0	1979867.0	88458.0	2065838.0	935876.0	6770.0	942547.0	353954.0	244.0	354198.0	1871196.0	160312.0	2030775.0	590961.0	12350.0	603311.0	195017.0	45974.0	195.0	140751.0	4444.0	124.0	116134157.0	111287826.0	114965903.0	119400471.0	411763.0	8231203.0	8230560.0	273352.0	111581031.0	4711.0	67506.0	383949.0	34479.0	185685.0	1769490.0	251790.0	406741.0	15370.0	0.0	206575.0	465505.0	326692.0	114099666.0	114767073.0	5712568.0	5045161.0	25383407.0	10711139.0	94428827.0	109101095.0	100554640.0	269671.0	478232.0	80103.0	18982368.0	0.0	305.0	493.0	5555.0
5	2439994.0	155839230.0	1726668.0	346336.0	843706.0	6753661.0	22360968.0	105996146.0	12687774.0	5418489.0	2020268.0	901853.0	495530.0	242668.0	61476.0	11659803.0	51569752.0	4759540.0	5865564.0	2246348.0	1586058.0	389868.0	3279251.0	1643290.0	10625104.0	905391.0	24825.0	6.0	33666087.0	10178427.0	42866137.0	2620657.0	105951.0	2723245.0	1162504.0	7311.0	1169697.0	402957.0	260.0	403217.0	2414624.0	176018.0	2589735.0	715056.0	10804.0	725853.0	244134.0	50147.0	156.0	179646.0	4503.0	106.0	152806358.0	146940794.0	151700334.0	157066322.0	499576.0	8033120.0	8032361.0	221138.0	149532778.0	7482.0	56812.0	520730.0	53922.0	245287.0	2019791.0	259725.0	433655.0	21780.0	0.0	225442.0	454889.0	332665.0	151383965.0	152212397.0	6181933.0	5353501.0	30187426.0	11174823.0	127378472.0	146391075.0	135230440.0	329282.0	410220.0	93723.0	22002270.0	0.0	409.0	321.0	3906.0
6	2819931.0	183850977.0	2109507.0	351553.0	970578.0	7891459.0	26286616.0	125145105.0	15337032.0	6500914.0	2338452.0	994674.0	511731.0	233933.0	52961.0	13340236.0	60815379.0	5577280.0	6621759.0	2436799.0	1805829.0	456681.0	3614774.0	1922450.0	12199039.0	996130.0	22437.0	0.0	39635827.0	12069346.0	50549048.0	3102268.0	121197.0	3220166.0	1331248.0	6966.0	1338113.0	431032.0	146.0	431178.0	2831064.0	185160.0	3015222.0	802801.0	9261.0	812048.0	284897.0	53724.0	111.0	206355.0	4730.0	143.0	180383204.0	173761445.0	179338725.0	185362286.0	598198.0	7621597.0	7620985.0	178683.0	178338887.0	10736.0	51712.0	633079.0	91345.0	291700.0	2251137.0	269619.0	473527.0	31150.0	0.0	244424.0	456273.0	332766.0	179509106.0	180448614.0	6451378.0	5511870.0	33421543.0	11249599.0	152538941.0	174710885.0	163993768.0	340709.0	312449.0	96996.0	21622812.0	0.0	66.0	319.0	3195.0
7	3054205.0	201632296.0	2379215.0	342222.0	1040788.0	8538899.0	28587548.0	137442119.0	17151247.0	7269881.0	2547127.0	1031615.0	499044.0	215175.0	45822.0	14256104.0	66569392.0	6069173.0	7092117.0	2540638.0	1923192.0	530641.0	3830813.0	2097646.0	13161290.0	1045620.0	21490.0	27.0	43334622.0	13261793.0	55327553.0	3414218.0	127414.0	3537283.0	1421023.0	6428.0	1427378.0	433494.0	128.0	433622.0	3073324.0	186848.0	3259317.0	843645.0	8312.0	851957.0	307953.0	52659.0	75.0	221028.0	4341.0	54.0	197942338.0	190850221.0	196919394.0	203302130.0	709381.0	7103234.0	7102496.0	157516.0	196908277.0	13504.0	45898.0	727424.0	144738.0	310186.0	2427441.0	271533.0	501782.0	42227.0	0.0	254504.0	446163.0	332473.0	197524860.0	198524343.0	6486651.0	5487168.0	35046650.0	10992375.0	168964861.0	193019136.0	185194934.0	317961.0	213073.0	84335.0	18495969.0	0.0	20.0	273.0	2647.0
8	3175979.0	211396985.0	2550659.0	324885.0	1068925.0	8811605.0	29739774.0	144324714.0	18287453.0	7768401.0	2667263.0	1012173.0	459138.0	183896.0	37345.0	14560933.0	69622930.0	6305064.0	7313376.0	2558156.0	1961015.0	613637.0	3944471.0	2180568.0	13618440.0	1054231.0	19006.0	0.0	45339458.0	13935480.0	57944910.0	3572096.0	127156.0	3695043.0	1450272.0	5510.0	1455702.0	418132.0	64.0	418196.0	3197570.0	179777.0	3376339.0	850768.0	7654.0	858422.0	318444.0	49661.0	83.0	225179.0	4136.0	34.0	207642580.0	200329204.0	206634268.0	213138263.0	809381.0	6565705.0	6564838.0	142679.0	207381939.0	15763.0	41394.0	802311.0	216280.0	309725.0	2558647.0	272117.0	528071.0	55093.0	0.0	264585.0	418148.0	320194.0	207558764.0	208564230.0	6388880.0	5383414.0	35447100.0	10560385.0	178500544.0	203387259.0	199675957.0	266585.0	131013.0	65810.0	14002911.0	0.0	14.0	102.0	2191.0
9	3180171.0	214634922.0	2643622.0	294994.0	1069976.0	8891721.0	30014793.0	146809353.0	18824769.0	7923954.0	2659762.0	945963.0	398873.0	150537.0	29106.0	14436978.0	70469191.0	6352440.0	7346219.0	2502080.0	1946300.0	681176.0	3939406.0	2216663.0	13698659.0	1037606.0	16200.0	7.0	45958070.0	14177600.0	58778531.0	3622698.0	127172.0	3745363.0	1431390.0	5038.0	1436377.0	394900.0	33.0	394933.0	3215737.0	170419.0	3385221.0	835438.0	6262.0	841695.0	319615.0	46035.0	67.0	227097.0	3432.0	34.0	210926104.0	203579885.0	209932325.0	216385779.0	892765.0	5964675.0	5963665.0	132402.0	211313869.0	17181.0	34414.0	851308.0	299167.0	293996.0	2657840.0	274207.0	551581.0	71926.0	0.0	266345.0	403620.0	306791.0	211108631.0	212108856.0	6169913.0	5169688.0	34952482.0	9959867.0	182326062.0	207318677.0	207585481.0	204706.0	71656.0	44923.0	9486569.0	0.0	69.0	20.0	1788.0
