depth	G4	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	0.053289122777229476	0.056774100491604626	0.030680119439486633	0.13843598302200918	0.035094088964333255	0.0289513017593843	0.02762419635630299	0.06641131952841751	0.03189758204992705	0.04735217690960569	0.07584466827095146	0.06897271461098259	0.06996344338678939	0.14960814319538068	0.10002643433820532	0.04633442382838086	0.03481672235134416	0.03451417551597818	0.4233618532613799	0.15354919578941395	0.038908703547567924	0.8635500742896559	0.5654386649969391	0.027927848519243736	0.29395918112531416	0.0445792794005779	0.0965268611351702	0.8199381761978362	0.0522432575998829	0.04162288460607702	0.050062704762012224	0.03479397141175196	0.07436386474602173	0.03622513512311139	0.027611845629108584	0.0734532722464335	0.027812882457865343	0.03564475120144322	0.1280065226253567	0.035689708543670824	0.028997708672899074	0.07670058060856816	0.03173369721454278	0.03075910046590186	0.11156499134818233	0.03169019084920102	0.029926344901535777	0.04153628105606917	0.4856679286100595	0.03441416860259922	0.0887048668374329	0.6656703672075149	0.05711661898981322	0.03412912665452276	0.03414081481454112	0.03566466702119349	0.8427772501302618	0.5996345665019615	0.5996454818231455	0.9622626617409219	0.00614187124600623	0.06491747450707223	0.7721909885119554	0.008925920929591415	0.04769988554602633	0.247031574955272	0.5163659846767221	0.35645064980725244	0.6494245396412738	0.16822543177456822	0.9999948580883813	0.620562498575626	0.35658543475983867	0.47268931424314287	0.03316180690348954	0.03357323665905113	0.44312388568490546	0.47613458968780514	0.2512846969097129	0.4987614514057206	0.0037757681477488965	0.0050426768860736635	0.048014105446155524	0.0833809576592152	0.21896498398269468	0.59204745180995	0.06340175943362841	1.0	0.9944784781794327	0.9993722891976332	0.9947640406160747
1	0.01271472450125671	0.006123592211176542	0.0047559816918684526	0.04720445641144681	0.007559588839071326	0.004765224568064165	0.004348120141657846	0.005973565335441087	0.005395727485366197	0.008829545146663342	0.017124662789876007	0.01910157033853613	0.026584618480124413	0.055168862222862464	0.05700638462696376	0.010681385564718775	0.006399689090310516	0.007376874338282079	0.012084968348575658	0.030214562769569315	0.01040916277647359	0.005053467500712554	0.013806666870647072	0.006238067042045274	0.01051818531123759	0.017660826115290754	0.08250582478658429	0.07882534775888717	0.005697028269886569	0.007494062170991932	0.006117202554738021	0.005261543831161567	0.02330719651919745	0.005909254189516911	0.010515771412346497	0.0492916651146621	0.010684112337423295	0.019525847085218442	0.11944557684467999	0.0195744832841223	0.007223768550322077	0.03244849560326885	0.008667323304559207	0.012178558568348695	0.08056066938994809	0.012964942765631121	0.009780931362124032	0.023148420951429875	0.07057869118442402	0.009013582460766447	0.03219411207410786	0.08710503842869342	0.006070260949515478	0.005692746029738009	0.005743867752543027	0.006135016205986776	0.005073294185593143	0.0343459954639444	0.03434540309164936	0.0068232597782679795	0.003491167221876688	0.03458395412885457	0.03704068654553948	0.006144530352088012	0.0037549111699151623	0.02230264165099801	0.017578847076424563	0.03151945079977333	0.01876094464604838	0.006059185940814059	0.0	0.016383041537443684	0.038438421967777726	0.03480328884266586	0.0049543867685571995	0.005009756047275544	0.02523891476575165	0.02623052727458388	0.017490545779505578	0.029232185771124814	0.0030287663737761737	0.003418855099902241	0.005972247741781739	0.020622292790996626	0.06381801056997535	0.0055059739625826325	0.00903837294942551	0.0	0.001870989633841183	0.00023732655683145776	0.001329815814248186
2	0.01832410335697454	0.011060788103255486	0.010026335255311108	0.04797174332527327	0.014052460226717804	0.010222317869481199	0.00966794772269641	0.010680854682434245	0.010844909357188305	0.014067117575294621	0.022003278611923374	0.028113498886326232	0.04084486056241471	0.06426320636584831	0.08409240269777107	0.016549291873405248	0.011849981912301374	0.013062222892084691	0.013937578781111765	0.032169020808383436	0.01790836288728958	0.0032224041279516687	0.014037394428716035	0.012217908036710912	0.013646273476765032	0.024991211494275332	0.08633468312841378	0.01622874806800618	0.010557208982753518	0.012766995062511352	0.011069479775266086	0.010310342362382336	0.02504359072965845	0.010839614608530362	0.018610036069106346	0.06337145056555046	0.018805254437867243	0.032095860547417775	0.10110069302894414	0.032129448836397116	0.013553116916834713	0.04028447544789075	0.01508218251897505	0.02081989149524198	0.09125889873027662	0.02163157277627836	0.01636829521004778	0.038994730818971535	0.08166576527852894	0.015302969986709382	0.04940524228920313	0.09222886421861656	0.010989417484472616	0.010804375253562818	0.010872912229354327	0.011251705081913707	0.003377455204959766	0.03173498702290794	0.031736591702236944	0.004890718090974384	0.009132001125931564	0.046780570551395416	0.025521621208997012	0.01159044635677955	0.004998232592443865	0.030986380276088462	0.016264245130033078	0.029077948174618402	0.015653286615780637	0.006552873447126553	0.0	0.014015492666409076	0.034287915358345425	0.030633457771063192	0.01020169048861101	0.01024989222332301	0.0251000980796252	0.025690310526007468	0.020398136565450854	0.028226712564693203	0.008519870870247583	0.009051367289508234	0.01076167101985504	0.03445074157193385	0.065221478257097	0.009505439848608077	0.017448427459174423	0.0	0.0006095491923546712	0.00014085818103085225	0.0005863848048320139
3	0.02739404642581349	0.01904736242656656	0.018619706463170245	0.05089833288108222	0.02232701313664393	0.01866904696361955	0.017977659570832416	0.018432711019994653	0.019272224458690496	0.02245167545377324	0.030597616391511616	0.04317629495638344	0.06048951488654036	0.07963049484463813	0.11077272710584382	0.025718480740558852	0.020370271637392696	0.021710486353614247	0.01826153817553829	0.03768004837671312	0.02745175643612875	0.0032855042553566246	0.016703593024248668	0.02100565997989553	0.019409296374557447	0.03375125987459231	0.08256335354297238	0.017001545595054096	0.01846001635073489	0.021176170979144076	0.0190897403437853	0.01831116403959244	0.033235253032150566	0.018845603097319672	0.029727570634899822	0.07283247041879291	0.029915656277867925	0.04781135529862914	0.10273134936812067	0.04783808775438931	0.022859914441061325	0.04854996912991872	0.024328685814242006	0.032608341291761024	0.09279173218081113	0.03330193296172383	0.025851113323878214	0.05067438694210724	0.0957274202271498	0.024998514226406664	0.06045826169339275	0.05251921434671221	0.01896378357106313	0.019007860214624722	0.019089898443910507	0.01945117786788054	0.0035922373306403153	0.03115706303458632	0.03115800737081694	0.003774748995192501	0.017919866052052997	0.0654334603948582	0.022407069827870933	0.01987471319727776	0.007626509463627517	0.04459481701022783	0.017525055396197288	0.02973782386496765	0.015637071617136348	0.007775376224623775	0.0	0.01428592801948596	0.03263288698817287	0.02878347247679273	0.018564447416426752	0.018602616983978016	0.026970668357246104	0.027102578188663982	0.025886056150857612	0.02936086831114158	0.017191276940172872	0.01784259970656654	0.01836992554278185	0.058582239413364275	0.0679983243290902	0.015208831536235735	0.03341721649981039	0.0	0.00030845012193924266	7.23769110682545e-05	0.000300257789314055
4	0.03821871171625062	0.029175419585199362	0.02974691442634823	0.05565064666880755	0.03277258651421552	0.028994769683998257	0.02830848371941536	0.028340067896404093	0.03007206771914141	0.03323592112807157	0.0417707829724887	0.05952069367177843	0.08146850655202886	0.09192486487131914	0.12118859064591571	0.03674618892223842	0.03101605003766325	0.032335185461780644	0.023878406122136136	0.04462054857888427	0.039161407883764966	0.004003917965359381	0.020387153999956664	0.031728780125467315	0.026692695384605607	0.04417931921254423	0.08209673140782454	0.01777434312210201	0.028503260753552372	0.031872959896280466	0.029277678051484634	0.028503166568726545	0.041582189047693514	0.02896614111732435	0.042398980194595454	0.07802237369786817	0.04255383172390875	0.06329556466094256	0.08724011414594374	0.06330721973521287	0.03413515669526542	0.05749797795083851	0.03546948912105568	0.04527914050822811	0.09622085443613063	0.04586560155440943	0.03683107025472956	0.06598571521611706	0.06544077879935101	0.03589429791636439	0.06980946699884207	0.05892399658411614	0.029089203219902635	0.029416260467716112	0.02950486444977506	0.029832452586136968	0.00460214555566161	0.031001793576602613	0.031002132502735827	0.003005371690955712	0.02901347341262032	0.08459588630250962	0.019439107038259622	0.029705740913090424	0.012907808923627674	0.05839452009589586	0.01986602404651328	0.031437980044281166	0.016782600082681197	0.011173012826987173	0.0	0.01622229385893417	0.03232368718145416	0.02843460106811938	0.029133816597748743	0.029159779009921186	0.02998275611849392	0.029590873421098222	0.0328219719488258	0.03130191745882068	0.028197553802734893	0.02893559975560132	0.027896616527508387	0.08781973676823483	0.0704157315269178	0.023814711006645117	0.055900152530107675	0.0	0.00015790058673152842	0.00010005646629265778	0.00024462315595517344
5	0.05053274602960458	0.040627695647948284	0.042280900232607145	0.05963699352510918	0.04394625795182704	0.040321082387162165	0.03966944060213391	0.039603388453700004	0.04260226668683782	0.04583972023812622	0.05456063747888876	0.07661424175956894	0.0990503969096267	0.10009633202618105	0.12059014660043396	0.048578171852151325	0.04291996390655377	0.044168221042516456	0.03017945181323584	0.052230771059246166	0.05086341098860586	0.0053623647946748456	0.024638487396489953	0.043885018638915356	0.03483470429837194	0.054540128607375435	0.08023024286723322	0.02704791344667697	0.03984173381651895	0.0440148901686251	0.04078821715945576	0.04032126996165194	0.05124032530677689	0.04070218124116331	0.055499031709375826	0.08727232092971282	0.055636885511450095	0.07709327670249373	0.09457806767223807	0.07710178747182271	0.04630474757775611	0.06512763425347357	0.04737956364572303	0.05819546143992132	0.09034235914129722	0.05856545575569904	0.048558188185044295	0.07552389429383981	0.05543537047052461	0.04805871644434292	0.09172251657952911	0.004696840307429547	0.040543246127132754	0.041193732795796356	0.041284023400653576	0.04155424696092239	0.0063575456328742565	0.0312011530835591	0.03120230767620574	0.0025221018096244076	0.04152219067636978	0.08943970382410041	0.017320263226883254	0.0412053637239163	0.02331690392042582	0.06540283115244544	0.02321167593275518	0.03362696075654767	0.018664075326317288	0.016013735986264013	5.141911618766332e-06	0.018892636381966407	0.03308053557279837	0.028873107399715284	0.04105898375300363	0.0410761308678756	0.03381213213847863	0.0327810216884574	0.040576149142007856	0.033773476643356816	0.04066612538591517	0.04144618119909627	0.03871595112791892	0.11118468689584884	0.07508587113661523	0.03270234198755566	0.08064063565575699	0.0	0.00016466355413343747	2.2451194793127106e-05	0.00015433851140167292
6	0.06340704662788488	0.053052415287702534	0.05627242887859041	0.062175319685595275	0.05414403207599606	0.05210546373210105	0.05206641638729757	0.0518710517749939	0.05648567960258729	0.05978822902100904	0.06856759460337668	0.09090397131435556	0.10955856546255567	0.1007091439160413	0.11096364177066009	0.06030391643626243	0.055744816422658376	0.05667109130753776	0.036933422636658705	0.05994276982070673	0.06284392192957955	0.007363054953171042	0.029252674596004554	0.05665781449897028	0.043501822588426865	0.06516101830854926	0.0787185149910351	0.023183925811437404	0.052053069150325426	0.05718887377711857	0.05321062357980862	0.052947522444452236	0.061677056277538125	0.053253263205189194	0.06843735013751419	0.09124545262661253	0.06853563177875946	0.08821641641852292	0.08764777823073787	0.08821613963234594	0.05922979781867759	0.07120672599056874	0.05990970621729209	0.07034003744528484	0.0880036029487291	0.07054396319055935	0.06113058627843402	0.08472867904515866	0.04218496484586263	0.060484431914881606	0.08566967262009194	0.017506404782237403	0.05298446854369009	0.053991917269938065	0.054073243610574764	0.05426166961812231	0.008806490134502729	0.031223895239504234	0.031224425680637886	0.0021162469899698474	0.05511599964502204	0.08662113091206955	0.016211725019266363	0.05369116276775692	0.03799956423394803	0.06816901050035852	0.027321145850237552	0.035879571002200086	0.0217375059419939	0.022465609534390467	0.0	0.022289735860597664	0.033870794987962055	0.029884120658364894	0.05401428722589738	0.05401898845555986	0.037756370680861115	0.03606204138469802	0.04850952557113913	0.036202128563412414	0.05432888502454664	0.055053578729552334	0.0508005467529513	0.12618455014085764	0.07661832629772361	0.03996271424455137	0.1014675673311541	0.0	0.00022523621868966625	1.5992631907433005e-05	0.00013420004335693708
7	0.07502791340182635	0.06596095071506185	0.06995562665837436	0.06407024870919864	0.06521242201519267	0.06427396534136998	0.0649992846656362	0.06473276890857314	0.07077464240058373	0.07400828695272639	0.08074237612360972	0.09999443629584183	0.11011588899868109	0.09286083777663681	0.09140406721664776	0.07124560576100059	0.068784028027179	0.06913414135275407	0.04336542396896264	0.06657833942377302	0.07346264157304624	0.009722467630555563	0.03360847313573617	0.06936159840509996	0.05194086643094641	0.07479892620953978	0.07336834064694282	0.0	0.06490087616258512	0.0702782198333851	0.06610387219553437	0.06611929117228758	0.07165798376805335	0.06631295296909319	0.0797123472480546	0.08567065221440012	0.07973652474079064	0.09476844362006699	0.08316347329800244	0.09476279486935264	0.0714341885371153	0.07699947516939319	0.07174931744159879	0.0803613018729089	0.07558291127738755	0.08030635935813611	0.0725297796356258	0.08835414851089037	0.030827474310438075	0.07286930936263135	0.0905645812133759	0.005977796754910333	0.06591542386671367	0.06733078139577844	0.06738552239583792	0.0674479112003546	0.011569828928660703	0.030894600071955217	0.030894307231129122	0.0018237079206028708	0.06926098103751017	0.07626916403836355	0.014701132624963732	0.0674545647619733	0.0572400638399278	0.06212298262226168	0.03164517487496532	0.03823336468231521	0.024895338685047744	0.029207554792445207	0.0	0.0260320775123914	0.03466408504909166	0.030616289791874394	0.06748952840323122	0.06747442698088871	0.04142276609474088	0.03912114459539082	0.05602643970463291	0.03824364358087811	0.06870723717034338	0.0692357524647822	0.06389029527181692	0.12185481514324005	0.07518150380268135	0.04522015909696405	0.11358691408403225	0.0	0.0002522880882973024	1.7427868104253917e-06	0.00013750004442309127
8	0.08442618405381223	0.07800198957347532	0.08148924685144501	0.06457448198704871	0.0763627596635072	0.07642979520583094	0.07754893547846924	0.07683728930409771	0.08357223190631388	0.08566285577226294	0.0895605435954049	0.10022970634667679	0.1005703182250703	0.0803349781548546	0.06765354862633227	0.08064284001334653	0.08066799882118744	0.08042443591127936	0.04869927235845295	0.07119396470884429	0.08242754228500267	0.011664355291945734	0.03691549534235171	0.08102003390824106	0.059256930723529826	0.08192621676029982	0.0667525336623126	0.0	0.0770857602940258	0.08199030058471081	0.07817480484656314	0.07842286676893231	0.07780381750719463	0.07840013593403584	0.08864429512269623	0.07948746601109993	0.08860503628884787	0.09644719833982753	0.0370974317162658	0.09641830968028701	0.08255332049229723	0.07822604116899938	0.0823032264544734	0.08778709049399963	0.06941207145848313	0.08757481105157137	0.0821158810795737	0.08763308636308657	0.024607896160086535	0.08187957165894341	0.08510824941226008	0.004269854824935952	0.07797248694512306	0.07980982906720903	0.07982848546088	0.0797381462754743	0.013963309967961919	0.029856726024765162	0.02985652114017686	0.0015871040065246925	0.08250740883651125	0.06709751488296795	0.013811260801784853	0.08037966634723526	0.07684048286741305	0.0542605400688641	0.035573849942514384	0.04005242075440672	0.027210832842867867	0.03652398747601252	0.0	0.02882498144181969	0.03567099869172188	0.03146926728420189	0.08007944290669788	0.08004345552396788	0.04425454139061346	0.04137049894427328	0.062270869456611096	0.03942007199477194	0.08230864490981209	0.08253346421055476	0.0766445482767898	0.10546832826380181	0.06963807467651667	0.045867995903422484	0.1149820443725599	0.0	0.00032374030910877616	3.998157976858251e-06	0.00012802311828439205
9	0.089639365824537	0.08704178725604186	0.08967199733228043	0.06434423934222637	0.0846909663164875	0.08607475936911266	0.08773083703168012	0.08601117070803922	0.0926703729737894	0.09307812337581131	0.09223606521849123	0.09377445252218146	0.08524782700982299	0.061661355758679225	0.05072088643147449	0.08652291555540076	0.08938399749739262	0.08873154821336117	0.052100003094375666	0.07301085426988088	0.08832020412886128	0.013025053260941593	0.03868324194291352	0.08954490615080932	0.06429043161989521	0.0860913242901273	0.060235803980350736	0.0	0.08653897215315855	0.09023277185086427	0.0873476680296692	0.08821260543999014	0.08310705482497759	0.08802951985941432	0.09324744653076233	0.07254690157807825	0.09315603106156825	0.09162375644397822	0.03750509580105993	0.09159741403943232	0.09015807449812448	0.07803187737948705	0.08946284204557052	0.09049611779148337	0.052440286655657656	0.09005737638060891	0.08879643465944434	0.0852667619812617	0.024337479718766902	0.08985825885927781	0.07733604687883786	0.004696840307429547	0.08702358066043969	0.08921556951516851	0.08920087704625318	0.08896271850157816	0.01563215743523203	0.02800315191816424	0.028002972894477996	0.0013775600684125494	0.09254563592152008	0.05811936043549209	0.012226765860307763	0.0898009298785173	0.09355852875241145	0.04633140055812014	0.03811373462673393	0.040454534452647524	0.028231230469818114	0.0406981113018887	0.0	0.030230740766707277	0.035687038939882995	0.031801964649323694	0.08958970632723029	0.08953278398429865	0.045314110103956154	0.04197787150965677	0.06598464154566487	0.03919033805471456	0.09277634788782879	0.09263991776053224	0.08677362361300452	0.08249097057176542	0.06088535322741588	0.04528596500531239	0.10608061995400839	0.0	0.000342853043070693	5.843461658485137e-06	0.00012874234928598977
