depth	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	168909309	1077747.0	806482.0	573191.0	3569227.0	11333568.0	136336522.0	8163843.0	5135050.0	2721081.0	924084.0	376012.0	299876.0	44724.0	9305919.0	33650534.0	3180676.0	72096609.0	7001277.0	1175217.0	63068633.0	70639440.0	851482.0	75277285	663982.0	15171.0	1030.0	33103731.0	8686928.0	41081060.0	1729131.0	167355.0	1894245.0	510638.0	9639.0	520238.0	168534.0	423.0	168957.0	1250040.0	382759.0	1632299.0	330366.0	35590.0	365955.0	203891.0	53565.0	1892.0	131173.0	8567.0	1404.0	166806380.0	94709771.0	97890447.0	106536437.0	63450619.0	149969119.0	149953090.0	85883702.0	20017937.0	5770.0	2551670.0	104570.0	147851.0	1213835.0	43308404	2909118.0	16907824.0	212355.0	972396.0	7111935.0	4839750.0	5260048.0	95513026.0	97137411.0	74474030.0	72849645.0	159369426	153368258.0	10617630.0	16618798.0	135366940	241964.0	1179913.0	933232.0	10846362.0	2778692.0	3395311.0	9748063.0	23531790.0
1	26297009	183416.0	297734.0	200940.0	1025302.0	3090134.0	18266014.0	1669569.0	1053102.0	581766.0	201646.0	90686.0	72517.0	14827.0	2482419.0	8214411.0	943632.0	2806848.0	1549476.0	496970.0	490476.0	2313083.0	269926.0	3750480	289787.0	13683.0	36.0	5470200.0	2220425.0	7518555.0	397586.0	66915.0	463291.0	183321.0	7239.0	190525.0	72622.0	280.0	72902.0	363303.0	218953.0	581740.0	116405.0	20812.0	137191.0	114318.0	52205.0	690.0	52429.0	5076.0	180.0	25536793.0	22729945.0	23673577.0	25956703.0	523722.0	9474026.0	9473168.0	623366.0	17006399.0	1982.0	128573.0	81268.0	20659.0	87980.0	1543549	267644.0	499840.0	9747.0	0.0	213368.0	541404.0	371756.0	21886984.0	22150168.0	4593441.0	4330257.0	13461492	10052999.0	13018933.0	16427426.0	22110216	68228.0	483809.0	19258.0	4275098.0	0.0	3172.0	3329.0	26883.0
2	51185753	385064.0	307981.0	366005.0	2335927.0	7318161.0	35354487.0	3256502.0	1610889.0	713418.0	245478.0	124715.0	83649.0	18491.0	4191603.0	16216330.0	1665186.0	3187475.0	1537242.0	779854.0	313490.0	2236716.0	556889.0	4852661	439628.0	18665.0	11.0	11232144.0	3598527.0	14497535.0	844511.0	80639.0	922727.0	342065.0	8201.0	350173.0	125209.0	356.0	125565.0	728595.0	202781.0	930579.0	217344.0	16693.0	234021.0	152730.0	62337.0	422.0	78271.0	5494.0	125.0	49905631.0	46718156.0	48383342.0	51215583.0	355234.0	8814290.0	8813655.0	429054.0	42756527.0	1950.0	93820.0	161205.0	23217.0	104120.0	1457368	249040.0	417190.0	9072.0	0.0	187829.0	486510.0	326953.0	46848357.0	47196192.0	4722460.0	4374625.0	16366386	9901563.0	35204431.0	41669254.0	42444715	103796.0	508704.0	36733.0	9011448.0	0.0	1199.0	1516.0	10858.0
3	88641453	710100.0	342888.0	587577.0	4196657.0	13421315.0	61192613.0	5789234.0	2519969.0	946139.0	339110.0	172145.0	105323.0	22984.0	6706953.0	28158940.0	2748644.0	4078793.0	1696213.0	1123817.0	309062.0	2517202.0	949701.0	6827437	631775.0	21574.0	68.0	19815039.0	5708955.0	24954911.0	1511410.0	96267.0	1604481.0	571697.0	8489.0	580068.0	192593.0	298.0	192891.0	1267868.0	193815.0	1460699.0	354133.0	12065.0	366185.0	192090.0	66480.0	215.0	111012.0	5308.0	129.0	86602909.0	82524116.0	85272760.0	88989609.0	361944.0	8619700.0	8619060.0	331084.0	80731853.0	2788.0	77845.0	289156.0	30866.0	145125.0	1618192	252582.0	407347.0	10908.0	0.0	197208.0	471567.0	319835.0	84113893.0	84617148.0	5237660.0	4734405.0	21210286	10422239.0	68141267.0	78929314.0	74089194	172735.0	521083.0	61511.0	15082766.0	0.0	808.0	721.0	6858.0
4	130135797	1123939.0	369403.0	808978.0	6155715.0	20006640.0	89787237.0	8831164.0	3647598.0	1228289.0	453440.0	232448.0	132641.0	28247.0	9403605.0	41472499.0	3940138.0	5104936.0	1885567.0	1479007.0	354606.0	2873662.0	1385756.0	9045074	821222.0	24995.0	62.0	29212316.0	8097732.0	36477367.0	2233611.0	111368.0	2341236.0	834972.0	7639.0	842508.0	261966.0	188.0	262154.0	1883158.0	180759.0	2062894.0	506650.0	9354.0	515997.0	231838.0	66472.0	220.0	151714.0	5367.0	238.0	127319598.0	122214662.0	126154800.0	130827343.0	432393.0	8412394.0	8412096.0	268382.0	122847342.0	5807.0	68642.0	444284.0	46255.0	200598.0	1879020	262898.0	425747.0	14278.0	0.0	217464.0	467768.0	328910.0	125426313.0	126120320.0	5833423.0	5139416.0	26457787	10988020.0	104801949.0	120271716.0	110775372	253097.0	481324.0	86791.0	20226364.0	0.0	156.0	368.0	4903.0
5	166456337	1568922.0	374516.0	980174.0	7760121.0	25472075.0	114803689.0	11839476.0	4771865.0	1536063.0	562091.0	281554.0	152681.0	35310.0	11676684.0	53221570.0	4992389.0	5990252.0	2065881.0	1744588.0	412890.0	3197254.0	1766893.0	10982641	976847.0	27276.0	29.0	37186298.0	10268453.0	46395938.0	2879856.0	122355.0	2997723.0	1060149.0	7642.0	1067710.0	319085.0	151.0	319236.0	2414901.0	173138.0	2586979.0	634654.0	7151.0	641803.0	265590.0	61139.0	51.0	183352.0	4458.0	102.0	163032870.0	157042618.0	162035007.0	167508766.0	516493.0	8067878.0	8067420.0	216070.0	159957381.0	7355.0	57720.0	581199.0	69418.0	252435.0	2114324	271868.0	451575.0	19702.0	0.0	233782.0	463935.0	335934.0	161744029.0	162590365.0	6281230.0	5434894.0	30791094	11303847.0	137234165.0	156721412.0	145270236	319037.0	397407.0	95879.0	22432407.0	0.0	80.0	278.0	3579.0
6	192648585	1937201.0	372482.0	1084802.0	8788470.0	29157964.0	132724830.0	14338380.0	5756578.0	1812981.0	651467.0	327431.0	166880.0	37288.0	13235863.0	61860956.0	5735850.0	6628936.0	2218618.0	1903810.0	486252.0	3468784.0	2020256.0	12364786	1066306.0	26699.0	22.0	42789345.0	11930064.0	53498312.0	3326258.0	125836.0	3447290.0	1234429.0	6774.0	1241105.0	360549.0	104.0	360653.0	2812006.0	163913.0	2974940.0	732257.0	5747.0	738004.0	288193.0	53222.0	51.0	207728.0	4336.0	81.0	188849936.0	182221000.0	187956850.0	193965512.0	620274.0	7611209.0	7610583.0	177955.0	186974577.0	10832.0	51531.0	698619.0	106906.0	300426.0	2338224	284251.0	482791.0	26157.0	0.0	245301.0	456288.0	341084.0	188043055.0	188996385.0	6542731.0	5589401.0	33591261	11302004.0	160994525.0	183283782.0	173042374	340490.0	294701.0	96370.0	21199841.0	0.0	42.0	148.0	3081.0
7	208520696	2212292.0	355693.0	1137261.0	9335361.0	31032047.0	143588344.0	16181216.0	6485680.0	2024709.0	728392.0	350145.0	174105.0	39770.0	14139680.0	67144644.0	6190424.0	6996157.0	2282212.0	1969093.0	564458.0	3616146.0	2180394.0	13186581	1099035.0	25740.0	16.0	46037891.0	13008266.0	57727989.0	3599378.0	127786.0	3722794.0	1343658.0	5744.0	1349290.0	383192.0	102.0	383294.0	3057846.0	152094.0	3208888.0	794131.0	4297.0	798428.0	300657.0	44649.0	39.0	219631.0	3398.0	45.0	204542564.0	197546407.0	203736831.0	210009939.0	723049.0	7027757.0	7026763.0	153801.0	203705231.0	13175.0	44829.0	792785.0	159725.0	319452.0	2514858	283375.0	523422.0	35912.0	0.0	261124.0	438968.0	340201.0	204179510.0	205183703.0	6553478.0	5549285.0	34965091	10967430.0	175767897.0	199765558.0	192990583	313557.0	192148.0	82092.0	17426374.0	0.0	106.0	69.0	2474.0
8	216213552	2423960.0	326444.0	1139087.0	9511011.0	31702835.0	148902071.0	17313370.0	6940866.0	2165757.0	774840.0	361584.0	180240.0	42778.0	14496859.0	69735441.0	6387151.0	7157041.0	2285054.0	1972694.0	641922.0	3677279.0	2257371.0	13544192	1097378.0	23632.0	17.0	47428766.0	13567079.0	59629563.0	3711929.0	124180.0	3831660.0	1399444.0	4420.0	1403805.0	396142.0	67.0	396209.0	3185803.0	137829.0	3322772.0	826222.0	3293.0	829515.0	302997.0	38404.0	50.0	223148.0	2829.0	32.0	212250361.0	205093320.0	211480471.0	217823311.0	814201.0	6418440.0	6417639.0	135009.0	212219072.0	15870.0	38312.0	851658.0	231879.0	314931.0	2629286	285457.0	552304.0	46372.0	0.0	261829.0	421737.0	331661.0	212214725.0	213237328.0	6422787.0	5400184.0	35218919	10444980.0	183418593.0	208192532.0	205608779	264311.0	113046.0	61047.0	12762266.0	0.0	0.0	0.0	2156.0
9	217168659	2525758.0	298821.0	1113297.0	9391700.0	31443048.0	149527677.0	17874492.0	7181221.0	2226033.0	787273.0	368226.0	174819.0	41294.0	14397369.0	70166740.0	6397374.0	7146158.0	2254696.0	1927254.0	712992.0	3683641.0	2251216.0	13543532	1059892.0	21212.0	3.0	47351686.0	13759505.0	59742066.0	3720649.0	117616.0	3834018.0	1409405.0	3503.0	1412881.0	390232.0	49.0	390281.0	3213720.0	123511.0	3336526.0	829786.0	2633.0	832419.0	296863.0	32321.0	34.0	217902.0	2749.0	6.0	213297043.0	206150885.0	212548259.0	218788430.0	905987.0	5774114.0	5773186.0	123031.0	213920303.0	17002.0	33722.0	884376.0	312534.0	292028.0	2701443	282244.0	575360.0	56958.0	0.0	270231.0	404217.0	317789.0	213496391.0	214509834.0	6198026.0	5184583.0	34590909	9812539.0	185103508.0	209881878.0	211094820	204357.0	61568.0	40022.0	8393247.0	0.0	0.0	0.0	1993.0
