depth	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	0.056839282120736495	0.030813037807209332	0.13883424056981	0.03562315119890267	0.029480340705245318	0.02805532266499325	0.06644890873318808	0.03193122518558018	0.047058125945084774	0.0743794265883473	0.06789644318160422	0.06811370086073619	0.1420783759830123	0.09399426521718379	0.046206949283989995	0.03494451201360782	0.034709299356206834	0.42143429479327044	0.1516420790288218	0.0392515656215644	0.8598872926671363	0.5626347674959441	0.028330130987928873	0.29273801947661626	0.04445256634985573	0.10185146714309	0.7959814528593508	0.052403562494430185	0.041433693838432255	0.05014320035543671	0.0351146711111051	0.07171419396525097	0.036439580705360665	0.02781507962288487	0.07106939322829367	0.0280052033485422	0.035646537955520544	0.08560945780676722	0.03567085754198813	0.02925468840730167	0.07627067452108227	0.031951137108537905	0.030909765704502736	0.10711661386029092	0.031787232198647465	0.030441587877917228	0.040559358146141464	0.4418604651162791	0.03404861849617135	0.08496789361030212	0.7049530315969257	0.05717878595991153	0.0343161793404751	0.03432811250041985	0.0358466305377153	0.8384594407371649	0.5985427059517187	0.5985538313187833	0.9620221360911965	0.006315123819471334	0.02763104429093864	0.7715444172556061	0.009470310086493095	0.0365580758856603	0.23936922327391352	0.5148885780104401	0.36571935183713433	0.6486444222890454	0.1751103928896071	0.9999948580883813	0.6164289868425241	0.3582276752823989	0.4684924661937641	0.033162733558621	0.03356005790254849	0.44426887313620783	0.4776512758534994	0.25101974150321765	0.4978369514725185	0.0039312495810941575	0.00522381472281398	0.04807442797803188	0.08379590109303225	0.21600993460125142	0.5922474251042512	0.06358287176204519	1.0	0.9953017959500999	0.9993962781454944	0.9947067136744767
1	0.005882918345202212	0.004766649063068713	0.0497516453109228	0.00746646326681713	0.004698708574274259	0.004230340958354413	0.005799383840312821	0.004923369844683311	0.007940027845632096	0.015581218315220031	0.017011279901305316	0.024290160352937275	0.05240331265077156	0.05039780007563158	0.01017217562143319	0.006023502729120516	0.007079663552961256	0.012579813065261809	0.028691776543690935	0.010160784775595112	0.007198926405564206	0.014541198529817296	0.00601996582701778	0.010749445842378254	0.017886785924176325	0.08446499854580088	0.11746522411128284	0.0055390110730388666	0.006963209874107625	0.005873575392580222	0.005052357467465131	0.02170826685039795	0.005652771087023391	0.01003024364919776	0.047329931339317864	0.010192898180425233	0.01884985845929784	0.11210762331838565	0.01889525192875512	0.006912191951983382	0.031873456986248494	0.008341500823766135	0.01166421544023996	0.0794545009204902	0.012445325483604563	0.009603237087353755	0.022284697045350934	0.11249323958896701	0.00876324206090576	0.037685532825713186	0.0623398804440649	0.0058342690529480405	0.005410882953224898	0.005461538796256159	0.0058405537519330706	0.006979169967079739	0.034146511397476556	0.03414657010812863	0.006880629168307773	0.003249878621151049	0.009990776752255825	0.03663741585601959	0.00591954193278027	0.0038066156368390907	0.021277971164750515	0.01781351700453898	0.031008792603403605	0.019727228539315442	0.006805777194222806	0.0	0.017729651283658936	0.037825048791552095	0.03441493108185828	0.0047460569928209064	0.004803133037234315	0.02451323005782608	0.025422385357884953	0.017253921293843545	0.029075119733822263	0.002790720087295883	0.003171730774549856	0.005653249770993691	0.02104947219771029	0.060528946608515787	0.00698373188500705	0.010254665496310692	0.0	0.001426398037680902	0.00023732655683145776	0.0011316888271610058
2	0.010243308359388765	0.00969760486829596	0.04867887675531731	0.012717893229889662	0.009598330435756131	0.008968287819158479	0.00997726184969465	0.009488824331913214	0.01239881175236854	0.019498639262818286	0.026946393201560618	0.04056934267070963	0.062157845089936214	0.08223282043374343	0.015519375346056057	0.010802557369026484	0.012119040975256247	0.01371637546572284	0.03016712193029955	0.01705035788643223	0.004515990847930235	0.014068323099170542	0.01120382528917198	0.013184806516771024	0.024255001590638127	0.08198486993706994	0.030911901081916538	0.0098186034516109	0.011720756033490059	0.010260657467350949	0.00944110860655887	0.024268891774222003	0.009972191567771542	0.017473579170180054	0.05804497088439428	0.017648930533945045	0.0309052867472281	0.11903791275988586	0.03094818554148014	0.012551124930337717	0.038916307169468506	0.014059711225966515	0.019783929839361017	0.08341300380047881	0.02051696275505671	0.01555634739441979	0.03650590340558428	0.0730124391563007	0.01391414519543982	0.046966560230183516	0.12339880444064902	0.01018150644007799	0.009959639322011915	0.010025187969452731	0.010387188554402443	0.0045587238507652705	0.0314105215499607	0.031411383899787794	0.0047836435028454265	0.00827506624384784	0.012306263423695361	0.026509421510324763	0.010493570300277182	0.005424140594303616	0.029002299711089304	0.016130713091940658	0.028386008189994292	0.0161209210578145	0.00803070396929603	0.0	0.014505999246016841	0.03289581400526549	0.028683536766356904	0.009380859734431665	0.009432922505760175	0.024438430979142653	0.024973619592164577	0.01977467065652626	0.027996190285020067	0.007657153023252274	0.00817200005487806	0.00969924781920515	0.03885893074871198	0.06282576334693805	0.010995975617313726	0.020944171503527235	0.0	0.0013925832006713569	0.0001431135521972851	0.0006677002157185313
3	0.018133710562281403	0.01787804652084419	0.05164204868057388	0.02155294611445601	0.017695600967523983	0.01721237142778499	0.01763089416027196	0.017696031692766272	0.0206801706421739	0.028345846114506603	0.042544780609405405	0.06136141659638992	0.07973603253025831	0.10578508148751896	0.024654574824895862	0.0192194077562758	0.020909378313129515	0.017887130598511054	0.03580516450534151	0.026666487947814815	0.004068232343864669	0.016488313625324085	0.020152317862303364	0.018892889286325078	0.03320554428352123	0.07992022679114184	0.03400309119010819	0.017648915469023467	0.020152316320151797	0.01822517686502052	0.0175186035067177	0.03133134130330856	0.0180113802576902	0.02897984254950037	0.07027476688891372	0.029158965154431005	0.047775620217082676	0.08683245006114962	0.04779463123472077	0.02204391911029771	0.048762176423102904	0.023570907333855386	0.03196709309104104	0.09584159667517363	0.03270284373029132	0.025004190016914993	0.05035184731470253	0.09302325581395349	0.023340424097886416	0.0598968384855609	0.04312553373185312	0.018048880811175273	0.018059033111945125	0.01814555535406546	0.01849224456278682	0.004467729934020554	0.030910017325022614	0.03091101227190391	0.003820734146896273	0.016946639432985498	0.017788613481421283	0.021917731562835108	0.01844536959109896	0.010277520205482001	0.040666879276044544	0.017565479575823235	0.029125857470344272	0.016392101612971693	0.012518331481668518	0.0	0.015005552231774492	0.03134161005210567	0.026883880758445177	0.017618948129678083	0.017663264167237708	0.026620597162379096	0.026698747613497168	0.02533849252706665	0.02930618829032457	0.016181151941355693	0.016831309700582865	0.01705953563103283	0.06913468639201466	0.06623401826537272	0.017848095685624094	0.039361901626067904	0.0	0.0010076821428844467	7.422221474988139e-05	0.00041525013415773563
4	0.029584376993537137	0.02929324428075469	0.056987223136048135	0.033560765588613	0.029564349680083243	0.029091795715769142	0.02881152264326425	0.029590626513629252	0.032759588918191404	0.04100584041269746	0.060300714817246734	0.08287353347694815	0.09568416345399423	0.12397337474712986	0.03719357770012491	0.031256921926503506	0.03286394653840174	0.023937484346230584	0.043305894723401364	0.038737890558472335	0.004795063951945016	0.02033135460208385	0.03227139609286858	0.026908077013997056	0.04425690441008138	0.08223735725677321	0.0030911901081916537	0.029032121969671736	0.032035241223878394	0.029718648676829162	0.029165440897567882	0.042245580681946567	0.029628538354617717	0.04277582814156802	0.08683775965036442	0.042967746838112095	0.06462173324277799	0.13004484304932734	0.06465357811855098	0.034432827670329874	0.058162057335978665	0.03578708001297802	0.04627890935312488	0.09545443771086337	0.04684511836495704	0.036101983838036714	0.06636562968108894	0.061114115738236885	0.03577610006178826	0.08165198778904523	0.014517506404782237	0.0294842783977943	0.029832424595517135	0.02992444645849232	0.0302170971067875	0.005539829672447411	0.031311199402821524	0.031311543452818925	0.0031273152596672494	0.02942066612252439	0.023206465303173957	0.020457015784732524	0.031000183487487974	0.020758840508216685	0.052376197107773664	0.020813389060163796	0.03075527258018756	0.01758283321152963	0.022185233814766184	0.0	0.017385452926590675	0.03145610933506223	0.026615608494173958	0.029554275977163907	0.029586417222211572	0.03002401816935005	0.02948137723494206	0.03321737410508672	0.03175527161801495	0.02859740043138507	0.029328168586451236	0.027910841137057964	0.09977212299887861	0.06958745933862315	0.02614283459908549	0.06310968539953662	0.0	0.0004513545635621902	2.8397173322813735e-05	0.00031328856275476645
5	0.04375936799754494	0.04352559248479315	0.06049705634495741	0.04665465418974954	0.04412395406906366	0.04381318130923469	0.04276756803551602	0.04437815064427668	0.04751901916599204	0.055233875224979946	0.0776590477279308	0.1018669290501416	0.1038879852278054	0.12745756738002664	0.05146248350225531	0.04591091727645025	0.04710812977061922	0.03116260801583465	0.051899680794835666	0.05272508715537697	0.0059330628118314495	0.024953314409419263	0.046946467510071796	0.0364690383785843	0.05686025164503979	0.08002569617785335	0.0015455950540958269	0.043264376240174186	0.046654446514266805	0.04403817985579298	0.04340255949953448	0.05343085338766615	0.04375764415550428	0.05810882556210597	0.08976794427682795	0.05824651864027168	0.07976427551986107	0.07378719934773746	0.07976136616185668	0.04906564587147889	0.06727912594130213	0.05010640115789217	0.06060030335653787	0.091883093795185	0.06096062925033828	0.05013842313584152	0.08022397896049199	0.07706868577609519	0.05076232635954924	0.08223095547212182	0.039709649871904354	0.04365791964561684	0.044442191640003265	0.04452311620462061	0.04472611788634538	0.007116520023572236	0.031894491504277894	0.03189481339346275	0.0027270180996727938	0.044855753853046514	0.026599072515366706	0.01862131300800398	0.04625853920770581	0.036851000803330494	0.06347949612398328	0.02554854616933957	0.03362870744962101	0.02004823962096676	0.03683425916574083	0.0	0.020603363975714575	0.03261411176682299	0.028551343326603185	0.04433126927748849	0.04434304676221759	0.03422424923204042	0.03300864151198256	0.04241393638166733	0.034635046794285806	0.04411982182006956	0.04481725095988233	0.041696558645305366	0.12094287528088755	0.07400172325399243	0.03466949142255124	0.08644141701181329	0.0	0.0001261440441486512	4.890054756311246e-05	0.0002142885307701407
6	0.058887766247054385	0.05839964882429495	0.06518261673688659	0.061233452046897285	0.05969014725335452	0.0597188868008468	0.05770124646333992	0.06035235397453813	0.06279698347254771	0.06954874150981555	0.09019621047289281	0.11079820543726747	0.10262345887053877	0.11513255719179213	0.06575965904873875	0.061454005376385304	0.06228417044926008	0.03847276465360602	0.060342358085993614	0.0668032913059472	0.007173058764145872	0.029508531698817803	0.06198542013888087	0.0463968431903211	0.06884383756208054	0.07992981491720653	0.0	0.05851059649241193	0.061940797068431516	0.05928141444352684	0.05925853621784769	0.06560898739834163	0.0594813035969596	0.07277808222118111	0.09192833463701718	0.07286034423367947	0.0910519951392348	0.06685690990623726	0.09104021811601105	0.0642003306580711	0.07482719422733403	0.064806062191858	0.0740699230373228	0.08682632364909176	0.07421724226327372	0.0651389184263564	0.0875322927295226	0.04407787993510005	0.06502309672402694	0.08068704165058423	0.002134927412467976	0.05878186191166327	0.06005656851224143	0.06012418737962014	0.06020807540617649	0.008767549390933592	0.03203866712965303	0.03203905460913996	0.002492363848459249	0.061369305225359896	0.03336493746896022	0.017187056166544104	0.06156971429507401	0.05866445148903835	0.06976132339897545	0.03058385251438814	0.03714367773213364	0.022252064448500742	0.055115240884759116	0.0	0.024144597060022383	0.03415471477223328	0.029952521501764463	0.06011066752135989	0.06010078318302508	0.03850115519359112	0.03654480325970133	0.05163870954636945	0.03723750306622404	0.06084128353857772	0.06139878607369919	0.05681469701344752	0.12978264593556968	0.07724180463039373	0.04290097999692054	0.10417502243130422	0.0	7.645093584766739e-05	1.4044811354604627e-05	0.00014401543114344698
7	0.07269299914435244	0.07213191651160011	0.06777091365976247	0.07447453913320981	0.07397398546256477	0.07410858173578856	0.07145494244512905	0.07488243409108913	0.07681257938079732	0.08110741804222693	0.0977424083002324	0.10711758364330684	0.0926559251899582	0.09572718294397756	0.07782284698484693	0.07536878586369535	0.07553920703724264	0.044954757079928555	0.06701815035236522	0.07882412987256895	0.00866147139100936	0.03346474863940338	0.07587309342843149	0.055132803077877233	0.07923090982943574	0.07395960842093152	0.017001545595054096	0.0724041731597823	0.07574308531012222	0.07314873704181728	0.07333109044037465	0.07610916354217741	0.07342805935183687	0.08418995567451265	0.08667635117517786	0.08420062623127209	0.09648968338122166	0.06441092539747248	0.09647406895894847	0.0773148837753457	0.0783652899473365	0.07737466382618374	0.08409487121161191	0.07337057433847174	0.08397144544637564	0.07741977584700546	0.0888906807757078	0.030016224986479177	0.07792259966220647	0.09275764061896909	0.005550811272416738	0.07260242590332279	0.07433774015643652	0.07437421068931004	0.0743304791039706	0.010552703580085863	0.03145562414721938	0.03145569224224216	0.0022912348345502085	0.07650678313067447	0.03947292041562663	0.015841299906268456	0.07723001251653366	0.08153814552373104	0.07191676383900299	0.03545572269789569	0.03983870038050461	0.02411319445798881	0.07327098272901728	0.0	0.02753891302906906	0.03518217767287636	0.031270841587893505	0.07454909391213273	0.07451225808272366	0.04178747827584486	0.03922199357281228	0.05937237074846796	0.0388687020337255	0.07628769317694195	0.07661859838830948	0.07106189295590798	0.1190750900063771	0.07632233153372871	0.046149747413923636	0.11255467242130984	0.0	9.409345950482141e-05	1.12768558321643e-05	0.00010310387946433029
8	0.08309175122701444	0.08265514668512171	0.0679008376419759	0.0838940545365148	0.08470446163174869	0.08523456379444817	0.08188410849889817	0.08587945328309521	0.08680163443149426	0.0881048765948188	0.09753673783401944	0.09829053152088543	0.07867795945581071	0.06877150084626596	0.08584076589421667	0.0857059062783377	0.08513422480374103	0.04926089857224557	0.07090683064703107	0.08597675962197254	0.009944170780897299	0.03596329831203303	0.08585631718087064	0.0611990032297813	0.08529657154126817	0.06722235183948198	0.0	0.0830683751360755	0.08578215396138927	0.0836616997856801	0.08411410532349221	0.08158103145155321	0.08402063072147371	0.09070171080645843	0.07557641449696428	0.09063481757126081	0.09571681297866397	0.050958010599266204	0.09569502651046131	0.08649140254429973	0.07923608512454332	0.08607383393358709	0.08973837110248091	0.06370740263742168	0.08943789572115013	0.08557868945660292	0.08795717666177688	0.025959978366684695	0.08653610230621943	0.08131864275939507	0.0012809564474807857	0.0830263471172673	0.08514564565549974	0.08514529897549036	0.08496148775354861	0.012229904933960081	0.030026854227039525	0.030026002760257835	0.002092974290143158	0.08800302363877283	0.04803183632927639	0.014251330702037704	0.08923666444408168	0.09890078717536083	0.06842143283123864	0.03876216563183904	0.04104092427012559	0.02518690271727429	0.08443995556004444	0.0	0.029614019424373698	0.03591167633233295	0.031825186600121166	0.08546641107661218	0.08540916950770401	0.04360936113136624	0.04051820555205463	0.06436766328157402	0.039221344989227865	0.08814983349160106	0.0881870761779909	0.08225229221285686	0.09742029703184088	0.07115047030279167	0.04729336465609385	0.11083804967147932	0.0	6.939392638480578e-05	6.561079756895592e-06	0.0001028923409344486
9	0.08859570322880032	0.08916677309683138	0.06500423054360081	0.08899102040337276	0.09069430580427351	0.09131354471035641	0.0875086650258781	0.09180827682484871	0.09145573565493441	0.08931547186913989	0.0909865787510943	0.08354899054893605	0.06141908129059494	0.047302779644091006	0.08892038487624987	0.09098450911777416	0.09007559971138437	0.051079512447556714	0.07141974427495974	0.08877663250497017	0.010833234521944636	0.036836111215649045	0.09095620405573118	0.06405682511674668	0.08655556126590161	0.06033807732504067	0.0	0.08883474370057731	0.0906589745403067	0.08921715157474466	0.09032698819400947	0.08381107363146258	0.09009227064972673	0.09194887329143421	0.07085832060689587	0.09185808310039592	0.08932976273692607	0.03995108030982471	0.089305727529606	0.09076722666416381	0.07817544090870222	0.0900457329984741	0.0898772483517536	0.053435838278169764	0.08945619338647728	0.08789270552091652	0.08181961971337393	0.020281233098972416	0.08920020226441856	0.0723358714340854	0.0029888983774551663	0.08855896472590408	0.0909113738260333	0.09088600389881343	0.09059612291301518	0.013250599189786676	0.027573835462992927	0.027573669018843838	0.001904708569157102	0.09425708126581547	0.05244996549344375	0.01276810962150339	0.09581874896132647	0.10983980266195519	0.06150834450763896	0.04006901156852334	0.040881226617706025	0.024829752074965305	0.09031976568023432	0.0	0.030054074892760945	0.03533370997117264	0.03123018058455162	0.09131780037369296	0.09124459439446973	0.04355636471659198	0.04017377925928458	0.06598620357135311	0.03794874241333111	0.09471964935918233	0.0944920823122678	0.08871926562012418	0.07399632632907857	0.06285398664594781	0.042067225527070186	0.10050577869288334	0.0	2.469953312001562e-05	6.2535291432911115e-06	8.03000259430853e-05
