depth	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	168780258	1076752.0	662592.0	528199.0	3512537.0	11295761.0	136547495.0	8151646.0	5096709.0	2710981.0	910034.0	381354.0	315011.0	47752.0	9059509.0	33309515.0	3164159.0	71822686	6709698.0	1129623.0	63130250.0	70370371	853115.0	74986845	647398.0	16559.0	968.0	33147711.0	8513047.0	40955328.0	1736322.0	159902.0	1893839.0	533913.0	8130.0	541992.0	183381.0	379.0	183760.0	1276889.0	337080.0	1613491.0	348357.0	28499.0	376854.0	188153.0	49968.0	2023.0	133440.0	8014.0	1398.0	166692851	94870165.0	98034324.0	106350545.0	63506465.0	150330843.0	150314536.0	85903329.0	19526167.0	5552.0	2561062.0	103079.0	145682.0	1214671.0	43357565	2908026.0	16922975.0	212314.0	972396.0	7125282.0	4848821.0	5275436.0	95326949.0	96955575.0	74530061.0	72901435.0	159371662	153715255.0	10485348.0	16141755.0	135225511	244203.0	1185387.0	933202.0	10856124.0	2778692.0	3395010.0	9748385.0	23531172.0
1	26208726	183432.0	269070.0	168416.0	919120.0	2990580.0	18241513.0	1741449.0	1085223.0	622491.0	221674.0	111692.0	97321.0	19522.0	2425620.0	8150645.0	1006209.0	2806054	1573922.0	472970.0	482471.0	2307062	276691.0	3812263	321591.0	15211.0	120.0	5439863.0	2141356.0	7415304.0	409878.0	66661.0	475184.0	246325.0	7077.0	253367.0	108684.0	280.0	108964.0	432060.0	207055.0	638505.0	161151.0	20078.0	181210.0	107348.0	46761.0	610.0	50853.0	4399.0	326.0	25385949	22579895.0	23586104.0	25878646.0	513512.0	9782890.0	9781916.0	627552.0	16609268.0	2164.0	133370.0	82249.0	21496.0	84127.0	1557830	273821.0	504314.0	8824.0	0.0	210162.0	552024.0	372031.0	21772704.0	22024962.0	4619454.0	4367196.0	13747816	10361848.0	12644342.0	16030310.0	21972908	76825.0	489865.0	23537.0	4315431.0	0.0	3343.0	2381.0	26994.0
2	50764120	389483.0	296951.0	327772.0	2131966.0	7085084.0	34966295.0	3454316.0	1720704.0	767293.0	285442.0	159002.0	120886.0	24844.0	4109512.0	16187308.0	1827877.0	3354195	1678116.0	786735.0	317414.0	2374690	571930.0	5182072	502727.0	21391.0	85.0	11049998.0	3471035.0	14202053.0	873335.0	82839.0	953814.0	468064.0	8854.0	476804.0	192054.0	275.0	192329.0	876355.0	203095.0	1078629.0	306658.0	17250.0	323904.0	149845.0	60396.0	344.0	80076.0	4742.0	202.0	49325726	45971531.0	47799408.0	50787532.0	366071.0	9144069.0	9143467.0	437787.0	42009534.0	2732.0	99532.0	165315.0	21962.0	107249.0	1481372	251972.0	424998.0	9349.0	0.0	190271.0	493381.0	330639.0	46380125.0	46728389.0	4773478.0	4425214.0	16838337	10236801.0	34315266.0	40916802.0	42015996	128341.0	513596.0	37949.0	8997361.0	0.0	1719.0	1431.0	11905.0
3	87539437	728216.0	343747.0	549185.0	3905003.0	12971630.0	60131757.0	6131120.0	2704024.0	1029091.0	403653.0	227067.0	154146.0	34549.0	6640977.0	28135896.0	2973596.0	4379033	1926587.0	1153898.0	310543.0	2758594	988005.0	7352629	725595.0	25260.0	31.0	19423220.0	5508862.0	24386119.0	1545666.0	100020.0	1642030.0	752686.0	8840.0	761414.0	282263.0	229.0	282492.0	1478458.0	193783.0	1671290.0	478273.0	13044.0	491308.0	192094.0	64743.0	118.0	117463.0	5655.0	174.0	85294057	80915024.0	83888620.0	87894654.0	372999.0	8877378.0	8876633.0	340034.0	79390275.0	3368.0	78639.0	287433.0	29689.0	145996.0	1635719	256118.0	406652.0	12559.0	0.0	207464.0	478811.0	328035.0	83003713.0	83513045.0	5263940.0	4754608.0	21816886	10706132.0	66450767.0	77561521.0	73099499	198324.0	514138.0	64063.0	14963161.0	0.0	521.0	824.0	6669.0
4	128278684	1157356.0	370747.0	762846.0	5793289.0	19344693.0	88000684.0	9310650.0	3903387.0	1356728.0	543187.0	292912.0	178840.0	42894.0	9335334.0	41435356.0	4197085.0	5435148	2169118.0	1500416.0	342423.0	3158310	1423191.0	9632233	917938.0	28561.0	54.0	28500174.0	7864607.0	35568363.0	2265017.0	114792.0	2375925.0	1044068.0	9046.0	1053016.0	368100.0	193.0	368293.0	2121541.0	185671.0	2306090.0	652853.0	11068.0	663903.0	236422.0	64589.0	255.0	158444.0	4995.0	63.0	125238955	119803807.0	124000892.0	129003000.0	433040.0	8608562.0	8607812.0	268073.0	120827478.0	5858.0	67547.0	432886.0	43970.0	204261.0	1891705	259384.0	426844.0	15594.0	0.0	219930.0	478749.0	335378.0	123586367.0	124272225.0	5849673.0	5163815.0	27053062	11189304.0	102382978.0	118246736.0	109242012	277363.0	477119.0	85375.0	19911274.0	0.0	230.0	310.0	5391.0
5	164312854	1583508.0	379074.0	940782.0	7387240.0	24708687.0	112664043.0	12396260.0	5059250.0	1689918.0	666964.0	354429.0	196726.0	47003.0	11656405.0	53232319.0	5242953.0	6332753	2358434.0	1769725.0	410963.0	3498464	1793631.0	11575706	1061063.0	30076.0	32.0	36415587.0	10043143.0	45433503.0	2902075.0	124276.0	3021741.0	1271416.0	7923.0	1279226.0	418891.0	285.0	419176.0	2662868.0	175988.0	2837668.0	774990.0	8525.0	783507.0	274361.0	61832.0	120.0	189525.0	4296.0	34.0	160653409	154320656.0	159563609.0	165364779.0	531583.0	8211077.0	8210325.0	212483.0	157685285.0	7806.0	58449.0	574997.0	68317.0	260502.0	2145413	268922.0	455924.0	20934.0	0.0	241973.0	469374.0	344896.0	159592554.0	160430106.0	6303808.0	5466256.0	31379636	11453781.0	134516726.0	154442581.0	143481175	323934.0	388879.0	95144.0	22087349.0	0.0	51.0	528.0	3904.0
6	190346440	1958564.0	385144.0	1056164.0	8446434.0	28342713.0	130469204.0	14871103.0	6021863.0	1978370.0	765798.0	394483.0	200953.0	49583.0	13271104.0	61835800.0	5958807.0	6960904	2477053.0	1948900.0	481389.0	3740697	2053562.0	12919711	1133175.0	30168.0	4.0	41963638.0	11718486.0	52494435.0	3344560.0	129225.0	3469280.0	1421903.0	6707.0	1428512.0	445775.0	119.0	445894.0	3035676.0	166776.0	3201433.0	859822.0	6452.0	866271.0	301980.0	55279.0	88.0	209636.0	4241.0	35.0	186346197	179385293.0	185344100.0	191679167.0	625837.0	7625770.0	7624943.0	174257.0	184679234.0	10436.0	51823.0	688640.0	106833.0	291761.0	2335200	273298.0	478651.0	27310.0	0.0	247857.0	458801.0	341778.0	185759612.0	186714403.0	6545392.0	5590601.0	34126511	11345297.0	158178493.0	180959707.0	170987784	334132.0	291299.0	89171.0	20980584.0	0.0	0.0	121.0	2504.0
7	206247420	2245778.0	370395.0	1090893.0	9028146.0	30367002.0	141327521.0	16633236.0	6731966.0	2189969.0	821282.0	418415.0	200207.0	50194.0	14164300.0	67165677.0	6350330.0	7261739	2495376.0	2010820.0	558595.0	3840572	2196948.0	13612069	1148654.0	26674.0	0.0	45231948.0	12822295.0	56763687.0	3600457.0	129845.0	3725818.0	1494968.0	5418.0	1500297.0	446937.0	115.0	447052.0	3239007.0	154068.0	3392085.0	888242.0	4911.0	893151.0	306860.0	46451.0	46.0	222420.0	3917.0	35.0	202142868	194881129.0	201231459.0	207765734.0	727464.0	7037047.0	7036200.0	146749.0	201456151.0	13552.0	43254.0	774095.0	159435.0	311908.0	2490978	280617.0	518824.0	36688.0	0.0	257395.0	441329.0	335531.0	201927993.0	202929971.0	6565205.0	5563227.0	35367455	10995272.0	173125743.0	197497926.0	190744366	304665.0	195776.0	78718.0	17442326.0	0.0	0.0	91.0	1841.0
8	213770963	2430777.0	347715.0	1102356.0	9237677.0	31123488.0	146500308.0	17682319.0	7133885.0	2311655.0	855246.0	417748.0	195439.0	44689.0	14507716.0	69701432.0	6505312.0	7346798	2462072.0	1996813.0	631811.0	3860222	2256102.0	13852110	1114420.0	24198.0	0.0	46690866.0	13416063.0	58760956.0	3710632.0	126252.0	3832608.0	1512089.0	4351.0	1516380.0	435312.0	53.0	435365.0	3326238.0	140659.0	3466152.0	891225.0	3728.0	894953.0	306117.0	39350.0	22.0	227535.0	2853.0	46.0	209696428	202349630.0	208854942.0	215377244.0	824496.0	6372000.0	6371315.0	132894.0	209829740.0	16137.0	35216.0	840853.0	231886.0	306920.0	2615359	284350.0	550545.0	47974.0	0.0	262911.0	428451.0	322596.0	209783329.0	210804236.0	6418411.0	5397504.0	35423809	10410922.0	180777931.0	205790818.0	203061111	252771.0	116914.0	58216.0	12885951.0	0.0	0.0	156.0	1907.0
9	214812897	2546311.0	315611.0	1087684.0	9174042.0	30881578.0	147273781.0	18183238.0	7349961.0	2366798.0	856340.0	406000.0	177700.0	38068.0	14417939.0	70085427.0	6448058.0	7229759	2363200.0	1928986.0	697196.0	3785339	2240377.0	13677817	1059435.0	20102.0	0.0	46679000.0	13590530.0	58923129.0	3704321.0	119477.0	3819598.0	1471340.0	3272.0	1474577.0	406505.0	50.0	406555.0	3295640.0	122962.0	3417918.0	862570.0	2668.0	865238.0	299425.0	32488.0	9.0	223205.0	2559.0	26.0	210911150	203681391.0	210129449.0	216459962.0	899246.0	5671025.0	5670334.0	118901.0	211688183.0	18385.0	30246.0	884394.0	309555.0	284784.0	2675473	279453.0	565473.0	60194.0	0.0	266087.0	403088.0	309802.0	211218306.0	212219396.0	6140902.0	5139812.0	34593100	9668133.0	182766108.0	207691075.0	208563914	191976.0	62230.0	41779.0	8601332.0	0.0	0.0	19.0	1986.0
