depth	G4	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	2880159.0	166852897.0	1057238.0	641400.0	509652.0	3418103.0	10991451.0	135151970.0	8009508.0	5069109.0	2733287.0	922949.0	379090.0	324763.0	46444.0	8966571.0	32758165.0	3075710.0	71990998.0	6709155.0	1094750.0	63364099.0	70591612.0	822994.0	75066708.0	619820.0	15876.0	1023.0	32723640.0	8429633.0	40459077.0	1695688.0	159657.0	1853078.0	504735.0	7781.0	512486.0	171964.0	318.0	172282.0	1224966.0	331282.0	1555815.0	330006.0	27514.0	357506.0	180956.0	48086.0	2130.0	130732.0	7841.0	1660.0	164834425.0	92843427.0	95919137.0	104062020.0	63848115.0	150026283.0	150010773.0	85913624.0	17883852.0	9828.0	2564902.0	106343.0	237778.0	1211103.0	43480660.0	2882849.0	17024907.0	207830.0	972396.0	7150087.0	4873683.0	5234243.0	93819786.0	95460871.0	74090349.0	72449264.0	158663925.0	153324323.0	9246210.0	14585812.0	134311008.0	248305.0	953000.0	927300.0	9835353.0	2778692.0	3381207.0	9748290.0	23515469.0
1	973378.0	21119227.0	159065.0	244177.0	132762.0	674065.0	2118246.0	14552857.0	1535656.0	1027200.0	623732.0	221077.0	110443.0	99789.0	20710.0	2122887.0	6725435.0	843845.0	2512816.0	1541953.0	401296.0	349910.0	2113090.0	219657.0	3356661.0	262328.0	13599.0	75.0	4201886.0	1909994.0	5978991.0	314171.0	64482.0	377507.0	210401.0	6033.0	216367.0	95864.0	195.0	96059.0	353554.0	201612.0	554568.0	138935.0	19330.0	158252.0	101914.0	45457.0	351.0	46916.0	4353.0	313.0	20434447.0	17921631.0	18765476.0	20902241.0	376051.0	9252596.0	9251817.0	613938.0	12025696.0	6098.0	121871.0	74098.0	27192.0	119253.0	1555784.0	260515.0	499322.0	10026.0	0.0	196704.0	549258.0	405908.0	16896433.0	17129245.0	4381859.0	4149047.0	12496643.0	9720302.0	8781649.0	11557990.0	19445159.0	70608.0	291841.0	10772.0	1731975.0	0.0	6920.0	3462.0	30550.0
2	1151856.0	37497557.0	312447.0	255957.0	238547.0	1454675.0	4685839.0	25612739.0	2871532.0	1529558.0	751004.0	274606.0	146419.0	113794.0	26199.0	3256071.0	12197265.0	1394995.0	2886629.0	1588390.0	635333.0	240670.0	2150827.0	422236.0	4281624.0	401949.0	20170.0	33.0	7841436.0	2868121.0	10468313.0	611084.0	75465.0	684616.0	375174.0	8450.0	383504.0	159859.0	341.0	160200.0	665701.0	198391.0	863231.0	244860.0	17361.0	262220.0	131568.0	56349.0	451.0	66554.0	4543.0	72.0	36415009.0	33528380.0	34923375.0	37537993.0	272011.0	8558127.0	8557079.0	424640.0	29251877.0	8615.0	91149.0	144500.0	33644.0	159308.0	1457791.0	248199.0	436860.0	7485.0	0.0	171994.0	491232.0	341965.0	33440203.0	33733493.0	4369801.0	4076511.0	14429400.0	9393866.0	23380604.0	28416138.0	34376580.0	110222.0	295291.0	18391.0	3309759.0	0.0	2403.0	1246.0	13443.0
3	1440080.0	62815196.0	565784.0	297047.0	385484.0	2603069.0	8559151.0	42829729.0	4896876.0	2336872.0	968475.0	373428.0	201193.0	138927.0	37809.0	4999915.0	20551251.0	2219749.0	3687215.0	1788217.0	930171.0	248466.0	2473396.0	720361.0	5906964.0	582528.0	25165.0	63.0	13458936.0	4352487.0	17413151.0	1076311.0	90975.0	1164401.0	601432.0	9457.0	610765.0	238682.0	396.0	239078.0	1118986.0	191705.0	1309692.0	387258.0	14316.0	401570.0	165332.0	63481.0	233.0	94721.0	5078.0	74.0	61161231.0	57474016.0	59693765.0	63089742.0	291238.0	8329079.0	8328154.0	337766.0	55051901.0	11138.0	76320.0	247497.0	49604.0	220904.0	1570470.0	245614.0	424951.0	9491.0	0.0	177781.0	469810.0	326994.0	58670749.0	59065879.0	4710231.0	4315101.0	17937417.0	9689038.0	45443563.0	53691942.0	57132712.0	178891.0	311081.0	28548.0	6062610.0	0.0	771.0	663.0	6767.0
4	1786640.0	94132458.0	893845.0	327902.0	561604.0	3992292.0	13227423.0	64212598.0	7490426.0	3329021.0	1262361.0	501039.0	273433.0	163733.0	44429.0	7120641.0	30813705.0	3217262.0	4623015.0	2011120.0	1235372.0	308904.0	2870833.0	1067619.0	7840277.0	763328.0	29481.0	30.0	20361882.0	6223932.0	25990200.0	1642503.0	107884.0	1746636.0	866780.0	8476.0	875158.0	323053.0	343.0	323396.0	1662626.0	182824.0	1844323.0	544768.0	11526.0	556282.0	202673.0	63565.0	227.0	126926.0	4664.0	92.0	91809041.0	87186026.0	90403288.0	94649191.0	377112.0	8217118.0	8215983.0	268162.0	86809185.0	12574.0	64256.0	366081.0	80522.0	289368.0	1791624.0	261274.0	461383.0	13334.0	0.0	200812.0	464792.0	326381.0	89786110.0	90314891.0	5240193.0	4711412.0	22300711.0	10226008.0	72725592.0	84800295.0	85109211.0	256603.0	318184.0	43472.0	9655631.0	0.0	802.0	366.0	4858.0
5	2151995.0	128787874.0	1288388.0	356201.0	731166.0	5464940.0	18333905.0	87996237.0	10416442.0	4450954.0	1588279.0	628480.0	344007.0	197573.0	48755.0	9354343.0	42080025.0	4297682.0	5656670.0	2249392.0	1545568.0	419013.0	3329606.0	1442697.0	9954352.0	945639.0	31168.0	16.0	28025658.0	8303399.0	35514849.0	2270092.0	121160.0	2386840.0	1135673.0	8321.0	1143900.0	400048.0	193.0	400241.0	2239241.0	177268.0	2415475.0	704578.0	9050.0	713621.0	244317.0	62141.0	105.0	161195.0	5355.0	31.0	125778580.0	120121910.0	124419592.0	129562050.0	514212.0	8116505.0	8115336.0	220884.0	121959757.0	13028.0	59760.0	499715.0	132836.0	323653.0	2081537.0	278782.0	518318.0	17540.0	0.0	232455.0	470571.0	332085.0	124227362.0	124904172.0	5848900.0	5172090.0	27013414.0	10829095.0	103062848.0	119247167.0	116375514.0	315578.0	335330.0	57943.0	13381674.0	0.0	665.0	302.0	3496.0
6	2515462.0	165101964.0	1707562.0	385724.0	905930.0	6969094.0	23627456.0	112967181.0	13517090.0	5664902.0	1943333.0	757436.0	407451.0	219750.0	54216.0	11637532.0	53842345.0	5376671.0	6683431.0	2472394.0	1825572.0	555805.0	3781408.0	1829660.0	12060102.0	1106160.0	31207.0	34.0	35985114.0	10490374.0	45437911.0	2908479.0	132687.0	3036228.0	1391558.0	6942.0	1398367.0	467930.0	132.0	468062.0	2812156.0	170452.0	2981410.0	849927.0	6908.0	856833.0	278427.0	58231.0	110.0	194335.0	4581.0	50.0	161432855.0	154749424.0	160126095.0	166118955.0	690571.0	7924022.0	7922935.0	183132.0	158885504.0	12781.0	53070.0	643949.0	206616.0	326687.0	2398985.0	302030.0	585976.0	24854.0	0.0	266904.0	472810.0	338964.0	160345927.0	161180286.0	6463599.0	5629240.0	31680883.0	11356524.0	135128643.0	155453002.0	150241043.0	342412.0	333624.0	69492.0	16222264.0	0.0	881.0	10.0	3807.0
7	2862509.0	200741918.0	2167873.0	397707.0	1061820.0	8459818.0	28847601.0	137495164.0	16588196.0	6871443.0	2292295.0	870621.0	458376.0	232790.0	54782.0	13823311.0	65414627.0	6387525.0	7623630.0	2659850.0	2053485.0	720043.0	4195625.0	2190252.0	14011155.0	1217693.0	29624.0	4.0	43785151.0	12666017.0	55193802.0	3533842.0	139241.0	3667845.0	1600213.0	5975.0	1606130.0	504736.0	92.0	504828.0	3327060.0	161194.0	3487282.0	960843.0	5024.0	965864.0	315291.0	51101.0	44.0	228869.0	4245.0	13.0	196522266.0	188898636.0	195286161.0	202012084.0	897707.0	7646994.0	7645927.0	154066.0	195262797.0	12122.0	47340.0	796703.0	297593.0	298539.0	2732770.0	311233.0	649884.0	32643.0	0.0	305517.0	476350.0	347631.0	195912041.0	196889505.0	6997750.0	6020286.0	36011485.0	11744713.0	166898306.0	191165078.0	185050051.0	328329.0	320359.0	77259.0	17528253.0	0.0	1180.0	6.0	3158.0
8	3157069.0	231810280.0	2601748.0	390292.0	1193086.0	9748436.0	33312082.0	158991529.0	19332862.0	7925123.0	2591383.0	972675.0	491235.0	225801.0	50273.0	15658186.0	75420499.0	7196232.0	8297896.0	2750059.0	2214108.0	855747.0	4459228.0	2477982.0	15494128.0	1275842.0	27253.0	0.0	50488446.0	14619424.0	63651197.0	4065950.0	142442.0	4203018.0	1732726.0	5154.0	1737842.0	513292.0	67.0	513359.0	3709261.0	152592.0	3860981.0	1023617.0	4115.0	1027723.0	336662.0	42570.0	4.0	248942.0	3717.0	6.0	227215796.0	218917900.0	226114132.0	233346600.0	1065428.0	7231483.0	7230518.0	133055.0	227180545.0	10617.0	41936.0	920903.0	386534.0	261301.0	3015249.0	319204.0	705620.0	40491.0	0.0	330216.0	475694.0	349393.0	227038948.0	228147005.0	7373080.0	6265023.0	39369383.0	11879511.0	195042645.0	222532517.0	216957598.0	282335.0	294796.0	74233.0	17169037.0	0.0	847.0	24.0	3058.0
9	3346724.0	252682665.0	2930592.0	373080.0	1275852.0	10618749.0	36234145.0	173388876.0	21346127.0	8701929.0	2805501.0	1008960.0	477516.0	204679.0	44909.0	16804606.0	82224381.0	7613660.0	8621628.0	2737434.0	2277199.0	956608.0	4553418.0	2650387.0	16235288.0	1260351.0	23369.0	8.0	54917977.0	15974744.0	69304228.0	4379957.0	137209.0	4512485.0	1745842.0	4149.0	1749962.0	477626.0	56.0	477682.0	3888009.0	143573.0	4030794.0	1012805.0	3122.0	1015927.0	351783.0	34971.0	11.0	263240.0	3169.0	0.0	247999597.0	239377969.0	246991629.0	254431871.0	1181386.0	6600938.0	6600061.0	114759.0	249012319.0	8979.0	35675.0	1018529.0	461217.0	221247.0	3184774.0	319046.0	724874.0	46947.0	0.0	341829.0	459065.0	345497.0	248170139.0	249357356.0	7443118.0	6255901.0	40992907.0	11570716.0	214620350.0	244042541.0	239993150.0	221374.0	247350.0	66531.0	15395714.0	0.0	1010.0	4.0	3019.0
