depth	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	167304554	1063927.0	801327.0	570949.0	3529351.0	11188480.0	135093995.0	8054249.0	5078183.0	2705932.0	927575.0	371116.0	295323.0	42695.0	9234959.0	33274486.0	3122271.0	72011671.0	6973527.0	1147271.0	63054466.0	70583199.0	836407.0	75133942	653451.0	15710.0	973.0	32785598.0	8564292.0	40652266.0	1702900.0	164185.0	1864976.0	493186.0	8736.0	501893.0	163397.0	291.0	163688.0	1221686.0	375654.0	1596920.0	321305.0	35146.0	356426.0	197621.0	52089.0	1863.0	127992.0	7795.0	1578.0	165246210.0	93234539.0	96356810.0	104890548.0	63477933.0	149514584.0	149498207.0	85872679.0	18853897.0	4675.0	2540560.0	106123.0	184834.0	1174200.0	43319295	2948145.0	16992695.0	217696.0	972396.0	7105806.0	4901108.0	5185426.0	94087453.0	95685105.0	74281028.0	72683376.0	158670234	152829829.0	9698247.0	15538652.0	134708903	249462.0	952530.0	929668.0	9897291.0	2778692.0	3382737.0	9748873.0	23512825.0
1	20612304	157085.0	288618.0	161455.0	711748.0	2109965.0	14268278.0	1395289.0	960375.0	571466.0	196078.0	84977.0	76306.0	14050.0	2101548.0	6501111.0	764823.0	2649432.0	1514277.0	422504.0	506872.0	2259495.0	205779.0	3414255	244686.0	11682.0	85.0	4111629.0	1915879.0	5890115.0	292876.0	62776.0	354601.0	147254.0	7132.0	154340.0	60282.0	291.0	60573.0	279236.0	212158.0	490957.0	95976.0	21650.0	117619.0	106074.0	50473.0	594.0	45149.0	4864.0	264.0	20004566.0	17355134.0	18119957.0	20246334.0	523055.0	8964019.0	8963181.0	596645.0	11805370.0	1523.0	123400.0	72580.0	27085.0	110342.0	1542598	246051.0	524973.0	8528.0	0.0	201471.0	528414.0	378167.0	16584693.0	16820372.0	4184696.0	3949017.0	12179149	9433690.0	8590240.0	11335699.0	18708493	70045.0	273177.0	14730.0	1964661.0	0.0	6995.0	2773.0	26190.0
2	35651921	297804.0	283275.0	257290.0	1489359.0	4565500.0	24560164.0	2457091.0	1362752.0	654053.0	230011.0	113560.0	82763.0	16351.0	3122836.0	11389561.0	1209257.0	2804350.0	1456075.0	625653.0	332681.0	2114215.0	389941.0	4013607	348201.0	15849.0	13.0	7514351.0	2799994.0	10081259.0	562189.0	73395.0	633784.0	256279.0	8063.0	264277.0	99435.0	265.0	99700.0	514275.0	197999.0	711437.0	166890.0	15990.0	182864.0	130639.0	58112.0	504.0	61325.0	5099.0	224.0	34740468.0	31936118.0	33145375.0	35588373.0	361352.0	8251014.0	8250523.0	425752.0	27698711.0	1836.0	92996.0	132286.0	36942.0	149197.0	1440835	235798.0	445568.0	11997.0	0.0	178248.0	458560.0	321538.0	31733754.0	32031574.0	4215971.0	3918151.0	13751099	9081000.0	22198626.0	26868725.0	31911744	118714.0	283431.0	21515.0	3904286.0	0.0	4990.0	1133.0	14981.0
3	61546655	544559.0	304096.0	412171.0	2738207.0	8653271.0	42383946.0	4315165.0	2065556.0	848139.0	306249.0	152231.0	100906.0	21027.0	4877525.0	19707268.0	1964362.0	3459720.0	1577184.0	899094.0	311913.0	2322068.0	671529.0	5424082	496078.0	20441.0	62.0	13383130.0	4343692.0	17322544.0	1018083.0	88102.0	1103663.0	427454.0	8297.0	435655.0	152590.0	311.0	152901.0	903036.0	187368.0	1089488.0	269013.0	12693.0	281706.0	165448.0	67899.0	277.0	87148.0	6197.0	93.0	60126852.0	56667132.0	58631494.0	61737173.0	354041.0	8073547.0	8072792.0	339046.0	54017667.0	2397.0	78007.0	239469.0	65379.0	210319.0	1578716	239329.0	445337.0	15371.0	0.0	185940.0	441452.0	307963.0	57496990.0	57898523.0	4594224.0	4192691.0	17197817	9427640.0	44893397.0	52663574.0	54874108	189898.0	301261.0	32301.0	7017383.0	0.0	2749.0	892.0	9825.0
4	97773191	890646.0	337659.0	618534.0	4462650.0	14342043.0	67301548.0	6920761.0	3081672.0	1132123.0	421620.0	206643.0	127794.0	27773.0	7329110.0	31362289.0	3018503.0	4381236.0	1739498.0	1226281.0	357568.0	2652166.0	1057889.0	7399739	683143.0	24642.0	31.0	21534900.0	6471927.0	27371212.0	1653761.0	103284.0	1753342.0	659891.0	7979.0	667746.0	220303.0	210.0	220513.0	1435923.0	181824.0	1616700.0	405173.0	9329.0	414495.0	198611.0	67026.0	200.0	121272.0	5452.0	86.0	95645334.0	91264098.0	94282601.0	98240558.0	423279.0	8062951.0	8062033.0	276122.0	90600886.0	4184.0	66174.0	388119.0	122474.0	276533.0	1868840	262940.0	490902.0	25088.0	0.0	213878.0	436015.0	307070.0	93461521.0	94017402.0	5202316.0	4646435.0	22030625	10094368.0	76633212.0	88569469.0	87577612	273296.0	318697.0	45298.0	10805800.0	0.0	1627.0	357.0	7129.0
5	140668496	1345719.0	361341.0	850175.0	6425536.0	20962027.0	96921917.0	10172363.0	4307250.0	1460135.0	550764.0	271220.0	152190.0	37523.0	10103030.0	45092298.0	4269867.0	5469876.0	1953545.0	1574559.0	442669.0	3065304.0	1499103.0	9739743	876229.0	27761.0	53.0	31154110.0	9025414.0	39274525.0	2424259.0	120798.0	2540476.0	924480.0	7502.0	931909.0	291216.0	229.0	291445.0	2052988.0	178442.0	2230365.0	557568.0	7513.0	565081.0	240969.0	61993.0	107.0	158242.0	4830.0	26.0	137744348.0	132274472.0	136544339.0	141477048.0	537167.0	8066925.0	8066134.0	238825.0	133947290.0	4630.0	61940.0	566865.0	201941.0	324540.0	2257317	290768.0	548377.0	38449.0	0.0	245911.0	450699.0	322036.0	136115685.0	136844120.0	5898530.0	5170095.0	27599640	10846831.0	114414575.0	131167384.0	127338604	328825.0	337121.0	56961.0	14342582.0	0.0	699.0	152.0	4204.0
6	184509455	1827225.0	385026.0	1065125.0	8382422.0	27588745.0	127148406.0	13694943.0	5619877.0	1823749.0	675049.0	335805.0	175148.0	43601.0	12880384.0	59188274.0	5518200.0	6556745.0	2165286.0	1893428.0	554797.0	3483216.0	1943234.0	12074945	1053709.0	27585.0	38.0	40932237.0	11624915.0	51374652.0	3172052.0	131791.0	3299105.0	1202258.0	7235.0	1209407.0	363200.0	155.0	363355.0	2698113.0	171397.0	2868426.0	719744.0	5481.0	725225.0	285888.0	56111.0	71.0	200587.0	3811.0	13.0	180818480.0	174261735.0	179779935.0	185654846.0	681834.0	7980007.0	7979251.0	212961.0	178356673.0	5642.0	55824.0	751712.0	304528.0	354100.0	2682171	311132.0	615426.0	55852.0	0.0	289050.0	464993.0	336605.0	179763425.0	180663556.0	6573255.0	5673124.0	33085098	11501292.0	153251582.0	174835388.0	169277616	340431.0	344861.0	68847.0	16715651.0	0.0	508.0	130.0	2982.0
7	222130719	2292116.0	378873.0	1216521.0	9936971.0	33047554.0	153108519.0	16986168.0	6880533.0	2165421.0	796059.0	391168.0	193064.0	48187.0	15121206.0	71314316.0	6575542.0	7485982.0	2369612.0	2115844.0	671107.0	3868908.0	2329419.0	14061524	1186021.0	28057.0	13.0	49093122.0	13945908.0	61620556.0	3812973.0	140286.0	3947999.0	1433899.0	6134.0	1439939.0	419559.0	106.0	419665.0	3247232.0	163819.0	3409902.0	847828.0	4366.0	852189.0	317812.0	48912.0	37.0	235761.0	3604.0	8.0	217847293.0	210361311.0	216936853.0	223596523.0	826312.0	7736811.0	7735785.0	196646.0	216686024.0	7080.0	50544.0	920345.0	415602.0	356561.0	3072225	324961.0	656858.0	74102.0	0.0	321451.0	476062.0	354216.0	217321165.0	218375370.0	7101670.0	6047465.0	37512084	11895257.0	186910751.0	212527578.0	206689785	321911.0	330747.0	71051.0	17408174.0	0.0	209.0	77.0	2965.0
8	248092575	2687616.0	367961.0	1307898.0	10964916.0	36563787.0	170991097.0	19553979.0	7847209.0	2434927.0	880785.0	431012.0	205234.0	50270.0	16637895.0	79789094.0	7293804.0	8073438.0	2489863.0	2252518.0	754899.0	4100321.0	2576158.0	15367242	1254222.0	26776.0	16.0	54560912.0	15559802.0	68546577.0	4257869.0	140291.0	4393036.0	1589384.0	5026.0	1594364.0	448830.0	91.0	448921.0	3625635.0	151591.0	3776392.0	935456.0	3550.0	939001.0	339315.0	39550.0	29.0	253303.0	3107.0	18.0	243486387.0	235412949.0	242706753.0	249847015.0	933176.0	7280673.0	7279793.0	179226.0	243499518.0	7464.0	46141.0	1032299.0	491841.0	330525.0	3305161	333312.0	667297.0	90333.0	0.0	342943.0	477192.0	360097.0	243433896.0	244584282.0	7346295.0	6195909.0	40218873	11874069.0	210561318.0	238906122.0	233878273	273041.0	301175.0	72131.0	16626401.0	0.0	112.0	25.0	2476.0
9	258818957	2929591.0	344878.0	1317164.0	11194403.0	37652880.0	178304336.0	21105921.0	8470269.0	2604816.0	924368.0	435487.0	204961.0	48970.0	17070272.0	83444212.0	7571728.0	8274436.0	2533494.0	2260492.0	813129.0	4189684.0	2667321.0	15846164	1247415.0	23317.0	10.0	56609291.0	16301887.0	71278080.0	4420803.0	135886.0	4551891.0	1658212.0	4305.0	1662466.0	453095.0	113.0	453208.0	3800585.0	139904.0	3939714.0	969499.0	2660.0	972159.0	344647.0	34209.0	16.0	262688.0	2787.0	5.0	254176820.0	245902384.0	253474112.0	260738717.0	1009831.0	6612314.0	6611426.0	163525.0	255136234.0	10156.0	39341.0	1070006.0	545565.0	296413.0	3352289	318500.0	641209.0	101974.0	0.0	338264.0	465075.0	351370.0	254475794.0	255663780.0	7272754.0	6084768.0	40728395	11389103.0	221020153.0	250359445.0	246890336	209455.0	253420.0	65002.0	14646281.0	0.0	117.0	27.0	2476.0
