depth	G4	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	2808920.0	168505762.0	1067135.0	628961.0	532359.0	3540658.0	11464648.0	136419809.0	8059075.0	4973229.0	2640386.0	887883.0	363825.0	310203.0	44902.0	8940008.0	33153088.0	3156459.0	71515876	6528177.0	1082733.0	63066430.0	70097976	838536.0	74672335	606655.0	15607.0	1069.0	33230907.0	8423275.0	40950552.0	1734622.0	154510.0	1887034.0	547775.0	7587.0	555315.0	189782.0	328.0	190110.0	1288151.0	323383.0	1611064.0	351478.0	26187.0	377647.0	178820.0	45583.0	1848.0	130545.0	7734.0	1609.0	166416438	94900562.0	98057021.0	106056304.0	63516593.0	149680471.0	149664452.0	85875652.0	19892426.0	4869.0	2546722.0	97320.0	183194.0	1616897.0	43459396.0	2803107.0	16900361.0	206966.0	972396.0	7109816.0	4807125.0	5206296.0	95182919.0	96812852.0	74389978.0	72760045.0	158525276.0	153119535.0	11047621.0	16453362.0	134440855.0	259543.0	1239819.0	939502.0	11342147.0	2778692.0	3394482.0	9747782.0	23530352.0
1	897215.0	18354884.0	125777.0	239363.0	105793.0	481820.0	1636885.0	13017808.0	1247438.0	883216.0	548285.0	187572.0	95359.0	92405.0	14626.0	1761893.0	5462853.0	802073.0	2490897	1463455.0	353014.0	502251.0	2165667	172177.0	3292970	240680.0	12456.0	59.0	3617860.0	1694805.0	5195292.0	269685.0	59765.0	328544.0	237334.0	5573.0	242853.0	110551.0	191.0	110742.0	356113.0	195144.0	550766.0	148732.0	19152.0	167874.0	90164.0	44429.0	507.0	40117.0	4210.0	172.0	17678588	15187691.0	15989764.0	17949803.0	530858.0	9515843.0	9514827.0	639255.0	8964818.0	2083.0	135612.0	47592.0	26571.0	119991.0	1532072.0	277566.0	515510.0	9288.0	0.0	206790.0	525858.0	370683.0	13987396.0	14225104.0	4493265.0	4255557.0	12286384.0	9974791.0	6194277.0	8505870.0	12343449.0	109143.0	520935.0	36389.0	6002649.0	0.0	4319.0	2596.0	25420.0
2	1027288.0	29342455.0	236186.0	246674.0	170214.0	924659.0	3280106.0	20708717.0	2116625.0	1187290.0	607924.0	217596.0	122279.0	98880.0	20530.0	2403765.0	8869924.0	1200465.0	2691073	1508625.0	540695.0	328440.0	2128056	313313.0	3891538	353112.0	20092.0	61.0	6035483.0	2331218.0	8175871.0	472480.0	68186.0	539095.0	377416.0	7186.0	384501.0	170418.0	287.0	170705.0	596254.0	190097.0	785554.0	239222.0	17234.0	256445.0	118377.0	55703.0	475.0	55846.0	4564.0	179.0	28378176	25687103.0	26887568.0	29210573.0	368068.0	8687859.0	8687280.0	443260.0	20890782.0	2784.0	97654.0	76880.0	34615.0	125705.0	1400002.0	272424.0	465561.0	9239.0	0.0	186693.0	460600.0	325179.0	25198085.0	25496966.0	4380556.0	4081675.0	13379631.0	9477871.0	16199010.0	20100770.0	17213806.0	190059.0	538705.0	61363.0	12165038.0	0.0	806.0	804.0	9738.0
3	1227744.0	48051302.0	426756.0	276773.0	270378.0	1676773.0	6024454.0	33734421.0	3598935.0	1742045.0	741019.0	291098.0	167392.0	123565.0	31243.0	3572878.0	14743637.0	1834432.0	3288808	1661943.0	767371.0	324073.0	2370090	535421.0	5123240	499472.0	25802.0	62.0	10198665.0	3425143.0	13313107.0	820278.0	81858.0	899514.0	562526.0	8403.0	570792.0	241034.0	212.0	241246.0	955858.0	182190.0	1137021.0	360563.0	14691.0	375243.0	148359.0	62096.0	347.0	80167.0	4877.0	156.0	46643626	43354818.0	45189250.0	48097874.0	380184.0	8352984.0	8352211.0	343740.0	40125074.0	3255.0	80181.0	139460.0	56429.0	158365.0	1470932.0	279957.0	475611.0	9816.0	0.0	197618.0	437187.0	304643.0	43896235.0	44283987.0	4581823.0	4194071.0	15926055.0	9612065.0	32552003.0	38865993.0	29322514.0	293921.0	517908.0	82878.0	18855136.0	0.0	572.0	1023.0	6487.0
4	1522705.0	74454846.0	706009.0	301192.0	415895.0	2800382.0	9932449.0	51920956.0	5713568.0	2552307.0	968840.0	406655.0	240534.0	158821.0	43230.0	5329998.0	23239899.0	2696080.0	4158219	1883649.0	1046388.0	385505.0	2754454	842677.0	6854299	669715.0	29234.0	9.0	16033836.0	4986023.0	20538932.0	1310489.0	96895.0	1403750.0	794359.0	8799.0	803037.0	319678.0	344.0	320022.0	1422210.0	175286.0	1596506.0	502164.0	11635.0	513794.0	180649.0	62948.0	218.0	107490.0	4493.0	145.0	72464775	68306556.0	71002636.0	74690717.0	470138.0	8125260.0	8124350.0	265525.0	67035595.0	3879.0	67940.0	244965.0	90181.0	188600.0	1652958.0	284579.0	502157.0	11561.0	0.0	215866.0	427121.0	296527.0	70192774.0	70699800.0	4968081.0	4461055.0	19592131.0	9958005.0	55568724.0	65202850.0	51667342.0	368052.0	462163.0	100624.0	23120797.0	0.0	264.0	376.0	4664.0
5	1884578.0	109151827.0	1082303.0	338329.0	590138.0	4334264.0	15162804.0	75652931.0	8517181.0	3658763.0	1273110.0	554168.0	321784.0	194490.0	53844.0	7653990.0	34581199.0	3781418.0	5220711	2148462.0	1378172.0	464844.0	3216760	1229233.0	9002129	863007.0	32424.0	1.0	23733280.0	7015722.0	30056896.0	1936873.0	113516.0	2046069.0	1071220.0	8001.0	1079145.0	403327.0	212.0	403539.0	2000624.0	169442.0	2169093.0	668454.0	8610.0	677059.0	221665.0	61360.0	127.0	143386.0	5049.0	9.0	106452712	101232001.0	105013419.0	109652195.0	581935.0	8044083.0	8043230.0	218939.0	102190047.0	5421.0	60534.0	401797.0	147897.0	205344.0	1935659.0	292248.0	538481.0	17736.0	0.0	240099.0	435171.0	303344.0	104710485.0	105352643.0	5523645.0	4881487.0	24351567.0	10544687.0	85882563.0	99689443.0	86460490.0	394240.0	377537.0	99485.0	23375761.0	0.0	261.0	485.0	3639.0
6	2310190.0	151202883.0	1554471.0	370571.0	821198.0	6251138.0	21530560.0	104315156.0	11975318.0	4990521.0	1663955.0	710221.0	409127.0	223151.0	59091.0	10502879.0	48442198.0	5023835.0	6412044	2416668.0	1733859.0	581588.0	3720174	1679929.0	11435879	1065288.0	32510.0	33.0	33033768.0	9504063.0	41585467.0	2682576.0	127356.0	2804935.0	1350764.0	7246.0	1357920.0	470907.0	166.0	471073.0	2645746.0	166375.0	2810981.0	826767.0	7083.0	833850.0	266569.0	59050.0	59.0	184778.0	4868.0	1.0	147733519	141321475.0	146345310.0	152022806.0	734548.0	7868011.0	7867019.0	180514.0	144889343.0	7105.0	55561.0	599860.0	219129.0	213810.0	2292604.0	296802.0	587515.0	22716.0	0.0	263468.0	446668.0	314770.0	146609297.0	147414224.0	6148057.0	5343130.0	29828830.0	11113482.0	122928524.0	141643872.0	132318424.0	362195.0	262971.0	87455.0	20073154.0	0.0	170.0	397.0	3581.0
7	2754775.0	196940467.0	2091076.0	393447.0	1060838.0	8353748.0	28568728.0	135396556.0	15778339.0	6435812.0	2106736.0	871156.0	480305.0	238733.0	58570.0	13557946.0	63634987.0	6320330.0	7585547	2655415.0	2069473.0	704253.0	4187440	2156406.0	13905877	1236776.0	29738.0	0.0	43170414.0	12231400.0	54169865.0	3486627.0	139344.0	3620660.0	1600950.0	6857.0	1607749.0	518109.0	131.0	518240.0	3287909.0	164001.0	3450809.0	965840.0	5786.0	971621.0	307939.0	51829.0	33.0	226664.0	4362.0	21.0	192711213	185125666.0	191445996.0	198137214.0	894329.0	7642086.0	7641079.0	151231.0	191389457.0	8572.0	50068.0	807117.0	295505.0	223020.0	2664388.0	303272.0	629299.0	31728.0	0.0	292627.0	454641.0	325316.0	192286612.0	193251311.0	6744931.0	5780232.0	35495569.0	11611088.0	163535974.0	187420455.0	183688406.0	291399.0	171266.0	64253.0	15049215.0	0.0	0.0	230.0	2523.0
8	3167260.0	239124008.0	2629920.0	404518.0	1268152.0	10327465.0	34989118.0	164058507.0	19385657.0	7824030.0	2531248.0	1003747.0	520286.0	239114.0	52641.0	16341970.0	77695421.0	7421844.0	8499169	2823998.0	2314172.0	801195.0	4515934	2559804.0	15921013	1329729.0	27679.0	0.0	52440854.0	14795412.0	65741919.0	4203691.0	146598.0	4344571.0	1774266.0	5717.0	1779937.0	524522.0	92.0	524614.0	3818703.0	157551.0	3975186.0	1052760.0	4387.0	1057147.0	346110.0	46399.0	14.0	258070.0	4017.0	4.0	234332084	225832915.0	233254759.0	240734349.0	1019579.0	7282392.0	7281334.0	129625.0	234471536.0	10347.0	42859.0	1012403.0	375217.0	224726.0	3006815.0	307363.0	663821.0	41911.0	0.0	311391.0	456369.0	333006.0	234528134.0	235631317.0	7225794.0	6122611.0	40307473.0	11871875.0	201446455.0	229882053.0	231575925.0	208000.0	98880.0	40984.0	9968224.0	0.0	0.0	277.0	1779.0
9	3447960.0	269309314.0	3054756.0	401104.0	1399344.0	11734878.0	39525607.0	184523173.0	22147864.0	8875288.0	2837192.0	1070196.0	517676.0	219216.0	45150.0	18220051.0	87840897.0	8108793.0	8997956	2860355.0	2431956.0	863695.0	4633104	2841950.0	17106749	1350434.0	24201.0	0.0	58915947.0	16735429.0	73971690.0	4697535.0	144273.0	4836891.0	1821741.0	4338.0	1826038.0	489428.0	60.0	489488.0	4118199.0	149403.0	4266759.0	1067067.0	2968.0	1070035.0	369934.0	39205.0	14.0	277529.0	3433.0	19.0	264255277	255257321.0	263366114.0	271270069.0	1094001.0	6734362.0	6733501.0	116009.0	265629708.0	11649.0	38263.0	1141975.0	443723.0	228391.0	3219185.0	297235.0	660635.0	51429.0	5.0	325502.0	449090.0	331685.0	264920464.0	266120826.0	7443606.0	6243244.0	43174369.0	11742473.0	229189701.0	260621597.0	266271553.0	135260.0	53185.0	25926.0	5955245.0	0.0	0.0	197.0	2012.0
