depth	G4	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	3015630.0	167002109.0	1059207.0	774817.0	552371.0	3465362.0	11020930.0	135007376.0	8038349.0	5086143.0	2744292.0	932503.0	375789.0	307134.0	44283.0	9187782.0	33053940.0	3086700.0	72261210.0	6971124.0	1138483.0	63325918.0	70850450.0	825685.0	75347910.0	641246.0	15543.0	1026.0	32690309.0	8564713.0	40559175.0	1685868.0	165342.0	1849023.0	484934.0	9064.0	493948.0	160082.0	439.0	160521.0	1202989.0	368695.0	1571219.0	315763.0	34671.0	350433.0	194378.0	52303.0	1937.0	128099.0	7777.0	1600.0	164974616.0	92713406.0	95800106.0	104253502.0	63807814.0	149724249.0	149708923.0	85887824.0	18337067.0	9162.0	2551215.0	102976.0	239392.0	1207413.0	43421755.0	2865086.0	17002144.0	208283.0	972395.0	7148352.0	4858689.0	5217817.0	94045619.0	95677946.0	74015697.0	72383370.0	158696775.0	153031189.0	9364541.0	15030127.0	134443377.0	248937.0	952729.0	926985.0	9853360.0	2778692.0	3381881.0	9748228.0	23515642.0
1	1012807.0	21225293.0	158628.0	277803.0	160869.0	742549.0	2196048.0	14594402.0	1495497.0	1011304.0	590677.0	199218.0	92731.0	75966.0	14506.0	2151063.0	6789519.0	779878.0	2553503.0	1556247.0	427355.0	354202.0	2156995.0	215699.0	3333381.0	248139.0	11555.0	16.0	4230235.0	1964373.0	6054380.0	302624.0	63938.0	365570.0	153848.0	6368.0	160186.0	63199.0	231.0	63430.0	291590.0	208141.0	499167.0	99605.0	20642.0	120215.0	108951.0	49692.0	438.0	45620.0	4624.0	164.0	20604043.0	18050540.0	18830418.0	21002750.0	381171.0	9000497.0	8999238.0	597357.0	12383424.0	6547.0	121977.0	81380.0	26235.0	121218.0	1547647.0	267375.0	500704.0	8583.0	1.0	191218.0	550587.0	394903.0	17023191.0	17264341.0	4360730.0	4119580.0	12274655.0	9462952.0	9109266.0	11920969.0	19581184.0	66345.0	283364.0	12605.0	1708250.0	0.0	5781.0	3310.0	28142.0
2	1199249.0	37768429.0	310584.0	275356.0	266795.0	1587202.0	4874447.0	25879731.0	2722544.0	1458288.0	687232.0	241698.0	114306.0	82852.0	16710.0	3267687.0	12199282.0	1275525.0	2786489.0	1508480.0	634250.0	242259.0	2083955.0	401500.0	4062014.0	345742.0	16632.0	59.0	7982659.0	2948780.0	10682736.0	597570.0	74756.0	670586.0	274435.0	7480.0	281814.0	106077.0	285.0	106362.0	552816.0	197545.0	749583.0	175817.0	15814.0	191616.0	133469.0	61091.0	349.0	63485.0	4999.0	234.0	36803488.0	34016999.0	35292524.0	37803610.0	275403.0	8324419.0	8323309.0	427889.0	29754594.0	8703.0	86841.0	150971.0	30983.0	163529.0	1447287.0	250307.0	433900.0	9440.0	0.0	168146.0	487245.0	345210.0	33739894.0	34040340.0	4339119.0	4038673.0	14028472.0	9148919.0	24050541.0	28930094.0	34685142.0	96798.0	294056.0	17378.0	3282864.0	0.0	2886.0	1511.0	14209.0
3	1470205.0	63384384.0	572037.0	297423.0	419918.0	2810112.0	8840168.0	43478315.0	4623157.0	2203310.0	896788.0	318353.0	156080.0	99982.0	22586.0	5017167.0	20478106.0	2025425.0	3435034.0	1603415.0	898592.0	248521.0	2285526.0	684506.0	5460459.0	496181.0	22197.0	29.0	13722344.0	4475298.0	17781515.0	1055240.0	89845.0	1142169.0	444345.0	7874.0	452169.0	158364.0	294.0	158658.0	932395.0	188410.0	1119953.0	276719.0	13587.0	290299.0	162214.0	63439.0	225.0	90829.0	5421.0	121.0	61930996.0	58495962.0	60521387.0	63670593.0	285828.0	8092663.0	8092062.0	335909.0	55863758.0	10220.0	73275.0	254220.0	47181.0	228927.0	1555209.0	247790.0	427149.0	10268.0	0.0	176792.0	456081.0	325537.0	59281158.0	59687590.0	4675263.0	4268831.0	17382062.0	9440642.0	46574359.0	54515779.0	57693955.0	162505.0	307762.0	26924.0	6091158.0	0.0	1669.0	511.0	8803.0
4	1808092.0	95051530.0	908234.0	326584.0	588387.0	4249131.0	13683630.0	65332761.0	7035880.0	3119330.0	1165006.0	417243.0	203650.0	122890.0	28691.0	7096032.0	30627003.0	2932979.0	4304457.0	1763114.0	1205252.0	310285.0	2620720.0	1025806.0	7237436.0	667100.0	24631.0	18.0	20793928.0	6377061.0	26554379.0	1605179.0	102223.0	1704017.0	644210.0	8247.0	652362.0	216155.0	266.0	216421.0	1395607.0	179583.0	1574061.0	397871.0	9376.0	407243.0	198868.0	66933.0	329.0	122199.0	5920.0	49.0	93026785.0	88722328.0	91655307.0	95596637.0	363127.0	7994590.0	7993925.0	272977.0	87965174.0	12038.0	63679.0	373399.0	78897.0	288237.0	1772403.0	257300.0	453268.0	13409.0	0.0	198959.0	453439.0	323566.0	90750561.0	91290429.0	5209203.0	4669335.0	21591457.0	9983042.0	74368307.0	85976722.0	85936089.0	238711.0	325798.0	38650.0	9780171.0	0.0	839.0	163.0	4793.0
5	2175343.0	130151610.0	1282824.0	348529.0	768203.0	5798287.0	18969118.0	89617130.0	9769591.0	4156792.0	1457654.0	530557.0	258819.0	149996.0	34743.0	9341232.0	41817304.0	3964324.0	5262664.0	1962334.0	1490670.0	420088.0	3024694.0	1389572.0	9226988.0	839803.0	26476.0	28.0	28590940.0	8502531.0	36249068.0	2224769.0	115244.0	2335774.0	873947.0	8319.0	882156.0	279747.0	155.0	279902.0	1922032.0	176008.0	2097010.0	533159.0	7367.0	540526.0	236027.0	62342.0	139.0	152162.0	5652.0	42.0	127470110.0	122207446.0	126171770.0	130939802.0	494632.0	7939670.0	7938773.0	224425.0	123494764.0	13635.0	59843.0	506467.0	132384.0	331972.0	2064690.0	279151.0	515641.0	18217.0	0.0	231280.0	447135.0	326765.0	125605161.0	126294555.0	5829273.0	5139879.0	26228601.0	10634694.0	105205833.0	120799740.0	117554438.0	304588.0	339053.0	53255.0	13571556.0	0.0	903.0	181.0	3852.0
6	2542704.0	167319657.0	1698471.0	365860.0	951993.0	7410173.0	24535959.0	115319472.0	12737945.0	5288193.0	1762125.0	645490.0	322160.0	174628.0	41664.0	11669363.0	53698656.0	5030202.0	6281368.0	2163294.0	1772373.0	569384.0	3464799.0	1776317.0	11311570.0	991002.0	26885.0	6.0	36827745.0	10739742.0	46488853.0	2870117.0	126955.0	2992668.0	1111537.0	7706.0	1119123.0	338857.0	213.0	339070.0	2465055.0	170658.0	2634528.0	666888.0	6267.0	673153.0	273190.0	54997.0	119.0	185007.0	4159.0	59.0	163987926.0	157706558.0	162736760.0	168338762.0	679366.0	7799049.0	7798146.0	186034.0	161219079.0	12689.0	54705.0	641460.0	202948.0	332277.0	2386921.0	296023.0	593137.0	25476.0	0.0	269649.0	455712.0	333111.0	162559038.0	163407356.0	6459090.0	5610772.0	30986551.0	11221212.0	138031577.0	157796916.0	152232944.0	339001.0	349276.0	67498.0	16442346.0	0.0	1131.0	136.0	3837.0
7	2906833.0	204280203.0	2147090.0	379825.0	1116087.0	8975577.0	30007322.0	140860675.0	15836696.0	6446569.0	2079700.0	765970.0	377887.0	195561.0	48641.0	13933614.0	65566618.0	6089685.0	7271230.0	2357502.0	2026697.0	737319.0	3897957.0	2149712.0	13360915.0	1127093.0	27449.0	23.0	44973974.0	13009531.0	56681299.0	3508616.0	136156.0	3639597.0	1345856.0	6555.0	1352355.0	396746.0	162.0	396908.0	3013269.0	162692.0	3175090.0	794887.0	4984.0	799867.0	306756.0	49006.0	73.0	219001.0	3885.0	43.0	200337608.0	193066378.0	199156063.0	205548100.0	879193.0	7617885.0	7616860.0	163820.0	198809408.0	12026.0	48863.0	792467.0	296082.0	294086.0	2733974.0	314170.0	669622.0	33647.0	0.0	310685.0	461705.0	344547.0	199384239.0	200384155.0	7043054.0	6043138.0	35570956.0	11732529.0	170856337.0	194694764.0	188328071.0	329008.0	332670.0	76019.0	17766969.0	0.0	1288.0	75.0	3245.0
8	3171951.0	236558713.0	2589455.0	377000.0	1251452.0	10298203.0	34599890.0	163254357.0	18693969.0	7535387.0	2368445.0	865508.0	415475.0	204224.0	50595.0	15826098.0	75893811.0	7000535.0	8051574.0	2500967.0	2204700.0	881167.0	4229382.0	2464740.0	15052109.0	1225433.0	26869.0	14.0	52000450.0	14940952.0	65434264.0	4059960.0	140559.0	4195442.0	1544847.0	5071.0	1549840.0	441524.0	78.0	441602.0	3489932.0	152166.0	3641156.0	906947.0	3437.0	910384.0	330042.0	41470.0	59.0	243225.0	3439.0	22.0	232147633.0	224096059.0	231096594.0	238091640.0	1056528.0	7259082.0	7258085.0	140624.0	231889086.0	11205.0	45076.0	924396.0	383364.0	256707.0	3034594.0	326534.0	721942.0	40426.0	0.0	343338.0	470345.0	357991.0	231722520.0	232844977.0	7425648.0	6303191.0	39212260.0	11928870.0	199935908.0	227219298.0	221514813.0	293925.0	294088.0	76322.0	17336508.0	0.0	1254.0	140.0	2922.0
9	3336990.0	257925352.0	2920989.0	358009.0	1323639.0	11095141.0	37463433.0	177958456.0	20914745.0	8366780.0	2591562.0	929063.0	441050.0	204629.0	47588.0	16986072.0	82887885.0	7561566.0	8511518.0	2585835.0	2286062.0	976474.0	4411385.0	2663147.0	16073084.0	1261056.0	23954.0	12.0	56385026.0	16262505.0	71013931.0	4413237.0	135389.0	4544047.0	1658412.0	3783.0	1662148.0	461843.0	78.0	461921.0	3786477.0	142338.0	3927960.0	968951.0	2637.0	971588.0	344244.0	34256.0	3.0	261756.0	2959.0	8.0	253284775.0	244773257.0	252334823.0	259671244.0	1175097.0	6708530.0	6707620.0	119176.0	254137811.0	9878.0	38716.0	1014141.0	459932.0	221452.0	3214377.0	326456.0	733962.0	46550.0	0.0	356061.0	467932.0	353852.0	253315792.0	254527099.0	7530549.0	6319242.0	41156781.0	11726030.0	219689560.0	249120311.0	245125912.0	233141.0	244910.0	69774.0	15484302.0	0.0	1005.0	28.0	2986.0
