Distance,Dups,ComplementaryDups,NoncomplementaryDups
0.0,1035,0,1035
10.0,12,0,12
20.0,5,0,5
30.0,2,0,2
40.0,6,0,6
50.0,2,0,2
60.0,2,0,2
70.0,2,0,2
80.0,3,0,3
90.0,6,0,6
100.0,1,0,1
120.0,2,1,1
130.0,3,0,3
140.0,1,0,1
150.0,1,1,0
160.0,1,0,1
180.0,2,0,2
190.0,2,0,2
200.0,2,0,2
210.0,2,1,1
230.0,1,0,1
240.0,1,1,0
250.0,3,1,2
280.0,3,1,2
300.0,1,0,1
320.0,1,0,1
370.0,1,1,0
400.0,1,1,0
420.0,1,1,0
430.0,1,1,0
460.0,1,0,1
520.0,1,1,0
540.0,1,1,0
550.0,2,2,0
570.0,2,2,0
580.0,2,1,1
600.0,1,1,0
610.0,1,1,0
620.0,1,1,0
630.0,2,2,0
640.0,1,1,0
670.0,1,1,0
690.0,1,1,0
720.0,1,0,1
740.0,1,1,0
760.0,1,0,1
770.0,3,2,1
780.0,1,1,0
790.0,1,1,0
800.0,1,1,0
830.0,4,4,0
840.0,1,1,0
850.0,1,0,1
870.0,1,1,0
880.0,1,0,1
890.0,2,2,0
900.0,2,1,1
910.0,1,1,0
930.0,1,1,0
940.0,1,1,0
960.0,2,2,0
970.0,2,1,1
980.0,1,1,0
990.0,1,1,0
1020.0,3,3,0
1030.0,2,2,0
1060.0,2,2,0
1070.0,1,1,0
1090.0,1,1,0
1110.0,1,1,0
1130.0,2,2,0
1140.0,1,1,0
1160.0,2,1,1
1170.0,2,2,0
1190.0,1,1,0
1210.0,1,1,0
1240.0,2,2,0
1260.0,3,2,1
1280.0,2,1,1
1290.0,1,1,0
1300.0,1,1,0
1310.0,3,3,0
1320.0,1,1,0
1330.0,1,0,1
1350.0,2,2,0
1360.0,1,1,0
1370.0,2,2,0
1380.0,1,1,0
1390.0,1,1,0
1400.0,1,0,1
1420.0,1,1,0
1430.0,1,1,0
1460.0,1,1,0
1470.0,1,1,0
1490.0,1,1,0
1500.0,1,0,1
1520.0,1,1,0
1530.0,3,3,0
1550.0,1,1,0
1560.0,1,1,0
1570.0,1,1,0
1580.0,3,3,0
1590.0,1,1,0
1600.0,1,1,0
1610.0,1,1,0
1620.0,1,1,0
1630.0,1,1,0
1640.0,2,2,0
1650.0,1,1,0
1680.0,1,1,0
1700.0,2,1,1
1710.0,1,1,0
1720.0,3,3,0
1730.0,1,1,0
1740.0,1,1,0
1760.0,2,2,0
1780.0,2,2,0
1790.0,1,1,0
1800.0,3,3,0
1810.0,3,2,1
1830.0,1,0,1
1840.0,3,3,0
1860.0,1,1,0
1870.0,2,2,0
1880.0,1,1,0
1890.0,5,5,0
1900.0,1,1,0
1920.0,1,1,0
1930.0,2,2,0
1940.0,1,1,0
1950.0,1,1,0
1970.0,2,2,0
1980.0,2,2,0
1990.0,2,2,0
2000.0,1,1,0
2020.0,2,2,0
2050.0,1,1,0
2060.0,2,2,0
2070.0,2,2,0
2080.0,2,2,0
2100.0,1,1,0
2110.0,5,5,0
2120.0,1,1,0
2130.0,1,1,0
2140.0,2,2,0
2150.0,1,1,0
2160.0,1,1,0
2210.0,2,2,0
2230.0,1,1,0
2240.0,1,1,0
2270.0,1,1,0
2280.0,1,1,0
2290.0,1,1,0
2300.0,2,2,0
2320.0,1,1,0
2330.0,1,1,0
2340.0,1,1,0
2360.0,3,3,0
2380.0,1,0,1
2400.0,2,2,0
2410.0,1,1,0
2430.0,1,1,0
2440.0,1,1,0
2460.0,1,1,0
2480.0,1,1,0
2490.0,1,1,0
2500.0,1,1,0
2520.0,3,2,1
2530.0,3,3,0
2540.0,1,1,0
2550.0,1,1,0
2560.0,3,3,0
2580.0,2,2,0
2590.0,1,1,0
2600.0,1,1,0
2610.0,2,2,0
2640.0,2,2,0
2650.0,2,1,1
2670.0,1,1,0
2680.0,1,1,0
2690.0,2,2,0
2710.0,1,1,0
2720.0,1,1,0
2760.0,2,2,0
2780.0,2,2,0
2790.0,2,1,1
2800.0,3,3,0
2820.0,1,1,0
2840.0,1,1,0
2850.0,1,1,0
2870.0,1,0,1
2880.0,3,3,0
2900.0,1,1,0
2910.0,2,2,0
2920.0,2,1,1
2930.0,3,3,0
2950.0,1,1,0
2960.0,1,1,0
2970.0,1,1,0
2980.0,4,4,0
2990.0,3,3,0
3000.0,2,2,0
3010.0,3,3,0
3040.0,1,1,0
3050.0,1,1,0
3060.0,1,1,0
3070.0,3,3,0
3100.0,1,1,0
3110.0,1,1,0
3130.0,1,1,0
3150.0,1,1,0
3180.0,2,2,0
3190.0,1,1,0
3200.0,2,1,1
3210.0,1,1,0
3220.0,1,1,0
3230.0,1,1,0
3260.0,2,2,0
3270.0,2,2,0
3280.0,1,1,0
3290.0,1,1,0
3300.0,2,2,0
3330.0,2,2,0
3340.0,4,4,0
3350.0,2,2,0
3360.0,1,1,0
3380.0,1,1,0
3410.0,1,1,0
3420.0,1,1,0
3440.0,2,2,0
3460.0,1,1,0
3470.0,2,2,0
3480.0,2,2,0
3490.0,1,1,0
3540.0,1,1,0
3560.0,1,0,1
3570.0,1,1,0
3580.0,1,1,0
3590.0,1,1,0
3600.0,2,2,0
3640.0,1,1,0
3680.0,1,1,0
3700.0,1,1,0
3750.0,1,1,0
3760.0,1,1,0
3800.0,1,1,0
3830.0,2,2,0
3870.0,1,1,0
3880.0,1,1,0
3890.0,3,3,0
3920.0,1,1,0
3970.0,1,1,0
4000.0,2,2,0
4020.0,1,1,0
4070.0,2,2,0
4080.0,2,2,0
4090.0,1,1,0
4110.0,1,1,0
4120.0,1,1,0
4150.0,1,1,0
4170.0,1,1,0
4370.0,2,2,0
4430.0,2,2,0
4440.0,1,1,0
4450.0,1,1,0
4510.0,1,1,0
4530.0,1,1,0
4550.0,1,0,1
4590.0,2,2,0
4600.0,1,1,0
4630.0,1,1,0
4650.0,2,1,1
4720.0,2,2,0
4780.0,1,1,0
4840.0,1,1,0
5020.0,1,1,0
5030.0,1,1,0
5070.0,1,1,0
5230.0,1,1,0
5470.0,1,1,0
5500.0,1,1,0
5610.0,1,1,0
