Distance,Dups,ComplementaryDups,NoncomplementaryDups
10.0,2957424,1265,2956159
30.0,448506,250,448256
40.0,26823,7,26816
50.0,4919,3,4916
60.0,1406,0,1406
70.0,162,0,162
80.0,184,0,184
90.0,125,0,125
100.0,73,0,73
110.0,151,0,151
120.0,146,0,146
130.0,96,0,96
140.0,117,0,117
150.0,69,0,69
160.0,140,0,140
170.0,104,1,103
180.0,72,0,72
190.0,119,0,119
200.0,93,0,93
210.0,71,0,71
220.0,80,1,79
230.0,65,0,65
240.0,81,3,78
250.0,94,2,92
260.0,60,1,59
270.0,102,1,101
280.0,53,0,53
290.0,77,0,77
300.0,78,0,78
310.0,46,0,46
320.0,91,0,91
330.0,66,0,66
340.0,47,0,47
350.0,75,0,75
360.0,48,0,48
370.0,77,1,76
380.0,87,1,86
390.0,38,0,38
400.0,110,0,110
410.0,80,0,80
420.0,66,0,66
430.0,94,0,94
440.0,73,0,73
450.0,45,0,45
460.0,60,0,60
470.0,41,0,41
480.0,81,0,81
490.0,51,0,51
500.0,73,0,73
510.0,66,1,65
520.0,71,0,71
530.0,57,0,57
540.0,71,0,71
550.0,60,0,60
560.0,84,0,84
570.0,66,0,66
580.0,61,1,60
590.0,86,0,86
600.0,69,0,69
610.0,72,1,71
620.0,60,0,60
630.0,44,0,44
640.0,64,0,64
650.0,70,0,70
660.0,37,1,36
670.0,72,0,72
680.0,55,1,54
690.0,51,0,51
700.0,59,0,59
710.0,37,0,37
720.0,79,0,79
730.0,68,0,68
740.0,46,0,46
750.0,66,0,66
760.0,68,1,67
770.0,58,0,58
780.0,52,0,52
790.0,49,0,49
800.0,76,0,76
810.0,56,1,55
820.0,39,0,39
830.0,57,0,57
840.0,57,0,57
850.0,55,1,54
860.0,64,0,64
870.0,63,0,63
880.0,60,0,60
890.0,56,0,56
900.0,52,0,52
910.0,55,0,55
920.0,53,0,53
930.0,62,0,62
940.0,55,0,55
950.0,57,1,56
960.0,62,1,61
970.0,46,1,45
980.0,63,0,63
990.0,50,0,50
1000.0,48,0,48
1010.0,53,0,53
1020.0,41,0,41
1030.0,45,0,45
1040.0,61,0,61
1050.0,43,0,43
1060.0,44,0,44
1070.0,67,0,67
1080.0,48,0,48
1090.0,58,0,58
1100.0,65,0,65
1110.0,51,0,51
1120.0,56,0,56
1130.0,52,0,52
1140.0,29,0,29
1150.0,64,1,63
1160.0,33,0,33
1170.0,41,0,41
1180.0,38,0,38
1190.0,27,0,27
1200.0,52,0,52
1210.0,56,0,56
1220.0,42,0,42
1230.0,60,0,60
1240.0,36,0,36
1250.0,47,0,47
1260.0,45,1,44
1270.0,48,0,48
1280.0,65,1,64
1290.0,58,0,58
1300.0,59,0,59
1310.0,68,0,68
1320.0,57,0,57
1330.0,60,0,60
1340.0,60,0,60
1350.0,47,1,46
1360.0,61,1,60
1370.0,47,0,47
1380.0,43,0,43
1390.0,60,0,60
1400.0,52,0,52
1410.0,56,0,56
1420.0,48,0,48
1430.0,44,0,44
1440.0,57,1,56
1450.0,44,1,43
1460.0,50,1,49
1470.0,53,0,53
1480.0,62,1,61
1490.0,43,0,43
1500.0,50,0,50
1510.0,29,0,29
1520.0,38,0,38
1530.0,34,0,34
1540.0,44,0,44
1550.0,60,0,60
1560.0,38,0,38
1570.0,37,0,37
1580.0,45,0,45
1590.0,58,0,58
1600.0,58,0,58
1610.0,57,0,57
1620.0,41,0,41
1630.0,46,0,46
1640.0,40,0,40
1650.0,33,0,33
1660.0,53,0,53
1670.0,54,1,53
1680.0,43,1,42
1690.0,43,0,43
1700.0,49,0,49
1710.0,47,1,46
1720.0,45,1,44
1730.0,51,1,50
1740.0,44,1,43
1750.0,44,0,44
1760.0,50,0,50
1770.0,42,0,42
1780.0,40,0,40
1790.0,42,0,42
1800.0,39,0,39
1810.0,43,0,43
1820.0,33,0,33
1830.0,33,0,33
1840.0,50,1,49
1850.0,43,1,42
1860.0,28,1,27
1870.0,42,0,42
1880.0,47,2,45
1890.0,52,0,52
1900.0,44,0,44
1910.0,34,1,33
1920.0,37,0,37
1930.0,30,0,30
1940.0,34,0,34
1950.0,45,0,45
1960.0,41,0,41
1970.0,49,0,49
1980.0,46,0,46
1990.0,36,0,36
2000.0,31,0,31
2010.0,37,1,36
2020.0,42,0,42
2030.0,36,0,36
2040.0,40,0,40
2050.0,43,0,43
2060.0,30,0,30
2070.0,36,1,35
2080.0,40,0,40
2090.0,50,0,50
2100.0,53,0,53
2110.0,39,0,39
2120.0,38,0,38
2130.0,33,0,33
2140.0,38,0,38
2150.0,44,0,44
2160.0,39,0,39
2170.0,33,0,33
2180.0,44,2,42
2190.0,31,0,31
2200.0,33,0,33
2210.0,30,1,29
2220.0,36,0,36
2230.0,36,1,35
2240.0,44,1,43
2250.0,46,2,44
2260.0,33,0,33
2270.0,53,2,51
2280.0,43,1,42
2290.0,50,1,49
2300.0,55,0,55
2310.0,24,0,24
2320.0,27,0,27
2330.0,39,0,39
2340.0,29,0,29
2350.0,35,0,35
2360.0,29,0,29
2370.0,50,0,50
2380.0,27,0,27
2390.0,36,1,35
2400.0,39,0,39
2410.0,38,1,37
2420.0,30,0,30
2430.0,33,0,33
2440.0,21,0,21
2450.0,29,0,29
2460.0,37,0,37
2470.0,27,0,27
2480.0,36,0,36
2490.0,36,0,36
2500.0,38,0,38
2510.0,54,1,53
2520.0,36,1,35
2530.0,41,2,39
2540.0,31,1,30
2550.0,28,1,27
2560.0,27,1,26
2570.0,40,1,39
2580.0,40,2,38
2590.0,33,0,33
2600.0,28,0,28
2610.0,27,0,27
2620.0,36,0,36
2630.0,43,0,43
2640.0,34,0,34
2650.0,29,0,29
2660.0,37,0,37
2670.0,32,0,32
2680.0,25,0,25
2690.0,31,0,31
2700.0,32,0,32
2710.0,29,0,29
2720.0,26,0,26
2730.0,33,0,33
2740.0,41,0,41
2750.0,37,0,37
2760.0,32,0,32
2770.0,35,1,34
2780.0,30,0,30
2790.0,34,1,33
2800.0,32,0,32
2810.0,40,0,40
2820.0,37,0,37
2830.0,53,0,53
2840.0,35,0,35
2850.0,43,0,43
2860.0,36,1,35
2870.0,25,0,25
2880.0,29,0,29
2890.0,28,0,28
2900.0,34,2,32
2910.0,26,1,25
2920.0,28,0,28
2930.0,35,0,35
2940.0,31,0,31
2950.0,36,0,36
2960.0,39,0,39
2970.0,32,0,32
2980.0,35,0,35
2990.0,37,0,37
3000.0,23,0,23
3010.0,27,0,27
3020.0,33,0,33
3030.0,31,0,31
3040.0,32,0,32
3050.0,41,0,41
3060.0,39,0,39
3070.0,33,0,33
3080.0,35,0,35
3090.0,27,1,26
3100.0,27,0,27
3110.0,12,0,12
3120.0,31,1,30
3130.0,17,0,17
3140.0,42,0,42
3150.0,34,0,34
3160.0,29,0,29
3170.0,29,1,28
3180.0,35,0,35
3190.0,30,0,30
3200.0,44,1,43
3210.0,24,1,23
3220.0,30,0,30
3230.0,34,0,34
3240.0,19,1,18
3250.0,21,0,21
3260.0,24,0,24
3270.0,31,0,31
3280.0,34,0,34
3290.0,27,0,27
3300.0,28,1,27
3310.0,25,0,25
3320.0,27,1,26
3330.0,34,0,34
3340.0,21,0,21
3350.0,21,0,21
3360.0,27,0,27
3370.0,31,0,31
3380.0,31,1,30
3390.0,24,1,23
3400.0,24,2,22
3410.0,27,0,27
3420.0,33,0,33
3430.0,36,0,36
3440.0,29,0,29
3450.0,21,2,19
3460.0,25,0,25
3470.0,32,2,30
3480.0,26,0,26
3490.0,34,0,34
3500.0,22,0,22
3510.0,18,0,18
3520.0,24,0,24
3530.0,29,0,29
3540.0,24,0,24
3550.0,39,0,39
3560.0,31,0,31
3570.0,23,0,23
3580.0,29,0,29
3590.0,26,0,26
3600.0,26,0,26
3610.0,22,0,22
3620.0,18,0,18
3630.0,18,0,18
3640.0,19,0,19
3650.0,33,0,33
3660.0,21,0,21
3670.0,20,2,18
3680.0,27,0,27
3690.0,23,0,23
3700.0,26,0,26
3710.0,16,0,16
3720.0,26,0,26
3730.0,23,0,23
3740.0,22,1,21
3750.0,19,1,18
3760.0,29,1,28
3770.0,16,1,15
3780.0,18,1,17
3790.0,20,0,20
3800.0,24,1,23
3810.0,35,1,34
3820.0,25,1,24
3830.0,25,0,25
3840.0,31,0,31
3850.0,22,0,22
3860.0,26,0,26
3870.0,25,1,24
3880.0,19,0,19
3890.0,22,0,22
3900.0,16,1,15
