Number of reads: 432740
Number of reads within tile: 18022 (4.16%)
Distance	Count
1	107
2	129
3	1240
4	3743
5	1926
6	619
7	307
8	143
9	46
10	28
11	6
12	8
13	2
14	3
15	4
16	2
17	3
18	2
19	1
20	3
21	1
22	1
23	2
25	4
26	1
28	1
29	3
30	1
31	2
32	3
33	3
34	3
35	1
36	3
37	3
38	1
39	3
40	2
41	2
43	1
45	3
47	2
48	2
49	3
50	2
51	1
52	1
53	2
55	1
57	2
59	2
60	1
61	3
63	2
64	3
65	4
66	3
67	3
68	1
69	1
70	3
71	1
72	1
73	1
74	4
77	3
78	2
79	4
80	2
82	1
83	1
84	1
85	4
86	3
87	2
88	1
89	1
91	1
92	3
93	3
95	3
96	2
97	1
98	3
99	2
100	3
101	2
102	2
104	2
105	5
106	1
107	2
108	4
110	2
111	2
112	3
114	1
116	1
119	1
120	1
121	2
122	2
124	1
125	1
126	1
127	2
128	1
130	1
131	1
132	2
133	3
136	1
137	3
139	1
141	1
142	1
143	1
144	1
146	2
147	1
148	1
150	1
152	1
153	3
156	1
157	2
159	3
160	2
168	1
170	1
171	1
172	1
174	2
175	2
178	1
179	2
180	1
183	2
186	2
187	2
188	2
191	1
192	1
194	1
195	3
203	2
204	1
205	1
207	1
208	1
209	2
210	1
217	1
225	1
227	1
230	1
231	1
234	2
236	1
238	2
240	1
244	2
248	1
251	1
253	1
254	2
255	1
257	1
258	1
260	1
262	1
264	1
274	1
276	1
281	1
284	1
285	1
287	1
288	1
297	1
305	1
307	1
310	1
313	1
314	1
315	1
323	2
324	1
325	1
327	1
328	1
329	2
339	1
340	1
341	1
347	1
350	1
355	1
357	1
360	2
366	1
375	1
381	2
384	1
397	1
399	1
402	1
410	1
426	1
428	1
458	1
524	1
540	1
541	1
544	1
552	1
553	1
558	1
562	2
565	1
578	1
604	1
610	1
616	1
617	1
632	1
645	2
659	1
672	1
679	1
689	1
693	1
700	1
704	1
706	1
707	1
708	1
709	1
713	1
716	1
718	1
719	1
723	1
736	1
746	1
751	1
756	1
759	1
767	1
769	1
771	1
781	1
785	1
800	2
815	1
818	1
820	1
839	1
841	1
868	1
870	1
873	1
889	1
908	1
913	1
916	1
917	1
928	1
968	1
970	1
981	1
992	1
994	1
998	1
1010	1
1012	1
1035	1
1040	1
1045	1
1059	1
1062	1
1071	1
1081	1
1086	1
1091	1
1119	2
1122	1
1123	1
1140	1
1146	1
1150	1
1152	1
1169	1
1170	1
1172	2
1179	1
1180	1
1181	1
1187	1
1188	1
1191	1
1193	1
1196	1
1203	1
1214	1
1227	1
1229	1
1232	1
1235	1
1245	1
1250	1
1254	1
