Number of reads: 268636
Number of reads within tile: 2809 (1.05%)
Distance	Count
1	10
2	17
3	320
4	495
5	281
6	63
7	30
8	6
9	2
10	3
11	1
13	2
14	3
16	2
20	1
21	1
24	2
25	1
26	3
33	1
37	1
39	1
41	1
42	1
43	1
47	1
56	1
59	1
61	1
64	2
66	1
74	2
76	1
79	1
81	1
83	1
86	1
87	1
91	1
94	1
103	1
128	1
153	1
170	1
172	1
222	1
264	1
285	1
448	1
461	1
463	1
473	1
562	1
576	1
586	1
587	1
592	1
598	1
643	1
689	1
703	1
832	1
853	1
879	1
881	1
883	2
894	1
906	1
907	1
970	1
1004	1
1015	1
1074	1
1097	1
1122	1
1136	1
1140	1
1144	1
1195	1
1202	1
1211	1
1233	1
1295	1
1297	1
1324	1
1339	1
1342	1
1360	1
1445	1
1463	1
1507	1
1510	1
1521	1
1576	1
1604	1
1619	1
1629	1
1664	1
1698	1
1719	1
1767	1
1773	1
1808	1
1843	1
1859	1
1937	1
1956	1
1990	1
1999	1
2015	1
2022	1
2027	1
2049	1
2054	1
2081	1
2137	1
2141	1
2189	1
2232	1
2238	1
2256	1
2258	1
2291	1
2327	1
2368	2
2384	1
2390	1
2399	1
2413	1
2427	1
2440	1
2477	1
2648	1
2714	1
2720	1
2769	1
2806	1
2830	1
2883	1
2893	1
2916	1
2928	1
2951	1
2970	1
2971	1
2991	1
3026	1
3035	1
3168	1
3234	1
3237	1
3265	1
3279	1
3290	1
3374	1
3414	1
3440	1
3557	1
3605	1
3683	1
3769	1
3884	1
3904	1
3916	1
4020	1
4074	1
4274	1
4279	1
4329	1
4485	1
4689	1
4736	1
4779	1
4915	1
4934	1
5044	1
5303	1
5401	1
Size	Count
2	66724
3	235
4	35
5	5
