## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAG_DUPLICATE_SET_MEMBERS true --INPUT xplus_sns_OPM2.chr20.bam --OUTPUT dups/xplus_sns_OPM2.chr20.bam --METRICS_FILE dups/xplus_sns_OPM2.chr20.bam.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 10 16:08:30 GMT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
OPM2	39195	18366334	216075	39195	17407	3845240	3260395	0.209614	190016865

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.205601	11371265	0	13728316
2.0	2.300127	2256617	1974284	573563
3.0	3.293813	510337	424201	5468
4.0	4.195948	125108	99499	106
5.0	5.014967	32453	24368	7
6.0	5.758529	8497	5889	0
7.0	6.433585	2298	1426	0
8.0	7.046446	631	385	0
9.0	7.602843	189	91	0
10.0	8.107979	48	28	0
11.0	8.566575	13	2	0
12.0	8.98292	0	4	0
13.0	9.360906	3	0	0
14.0	9.704067	1	0	0
15.0	10.015612	0	0	0
16.0	10.298454	0	0	0
17.0	10.555237	0	0	0
18.0	10.788363	0	0	0
19.0	11.000009	0	0	0
20.0	11.192157	0	0	0
21.0	11.366601	0	0	0
22.0	11.524974	0	0	0
23.0	11.668755	0	0	0
24.0	11.79929	0	0	0
25.0	11.917798	0	0	0
26.0	12.025388	0	0	0
27.0	12.123065	0	0	0
28.0	12.211743	0	0	0
29.0	12.292251	0	0	0
30.0	12.365341	0	0	0
31.0	12.431698	0	0	0
32.0	12.491941	0	0	0
33.0	12.546634	0	0	0
34.0	12.596287	0	0	0
35.0	12.641367	0	0	0
36.0	12.682292	0	0	0
37.0	12.719448	0	0	0
38.0	12.75318	0	0	0
39.0	12.783804	0	0	0
40.0	12.811607	0	0	0
41.0	12.836848	0	0	0
42.0	12.859764	0	0	0
43.0	12.880568	0	0	0
44.0	12.899456	0	0	0
45.0	12.916603	0	0	0
46.0	12.932171	0	0	0
47.0	12.946305	0	0	0
48.0	12.959136	0	0	0
49.0	12.970785	0	0	0
50.0	12.981361	0	0	0
51.0	12.990962	0	0	0
52.0	12.999679	0	0	0
53.0	13.007593	0	0	0
54.0	13.014778	0	0	0
55.0	13.0213	0	0	0
56.0	13.027222	0	0	0
57.0	13.032598	0	0	0
58.0	13.037479	0	0	0
59.0	13.04191	0	0	0
60.0	13.045933	0	0	0
61.0	13.049585	0	0	0
62.0	13.052901	0	0	0
63.0	13.055912	0	0	0
64.0	13.058645	0	0	0
65.0	13.061126	0	0	0
66.0	13.063378	0	0	0
67.0	13.065423	0	0	0
68.0	13.06728	0	0	0
69.0	13.068965	0	0	0
70.0	13.070496	0	0	0
71.0	13.071885	0	0	0
72.0	13.073146	0	0	0
73.0	13.074291	0	0	0
74.0	13.075331	0	0	0
75.0	13.076275	0	0	0
76.0	13.077132	0	0	0
77.0	13.07791	0	0	0
78.0	13.078616	0	0	0
79.0	13.079257	0	0	0
80.0	13.079839	0	0	0
81.0	13.080368	0	0	0
82.0	13.080847	0	0	0
83.0	13.081283	0	0	0
84.0	13.081678	0	0	0
85.0	13.082037	0	0	0
86.0	13.082363	0	0	0
87.0	13.082659	0	0	0
88.0	13.082928	0	0	0
89.0	13.083172	0	0	0
90.0	13.083393	0	0	0
91.0	13.083594	0	0	0
92.0	13.083777	0	0	0
93.0	13.083942	0	0	0
94.0	13.084093	0	0	0
95.0	13.084229	0	0	0
96.0	13.084353	0	0	0
97.0	13.084466	0	0	0
98.0	13.084568	0	0	0
99.0	13.084661	0	0	0
100.0	13.084745	0	0	0

