Distance,Dups,ComplementaryDups,NoncomplementaryDups
0.0,14338,0,14338
10.0,96,0,96
20.0,35,0,35
30.0,32,0,32
40.0,39,0,39
50.0,34,1,33
60.0,26,0,26
70.0,23,0,23
80.0,28,0,28
90.0,32,0,32
100.0,25,0,25
110.0,31,1,30
120.0,20,0,20
130.0,25,0,25
140.0,18,0,18
150.0,21,2,19
160.0,15,1,14
170.0,9,0,9
180.0,8,0,8
190.0,6,1,5
200.0,13,1,12
210.0,9,1,8
220.0,9,0,9
230.0,2,0,2
240.0,3,0,3
250.0,11,1,10
260.0,10,0,10
270.0,6,0,6
280.0,4,0,4
290.0,2,1,1
300.0,8,2,6
310.0,1,0,1
320.0,3,1,2
330.0,5,0,5
340.0,3,0,3
350.0,4,0,4
360.0,2,1,1
370.0,6,0,6
380.0,4,1,3
390.0,3,0,3
400.0,5,1,4
410.0,1,0,1
420.0,4,1,3
430.0,2,1,1
440.0,2,0,2
460.0,3,1,2
470.0,2,1,1
480.0,2,2,0
490.0,3,0,3
500.0,5,1,4
510.0,2,1,1
520.0,1,1,0
530.0,3,1,2
540.0,2,0,2
550.0,2,0,2
560.0,1,0,1
570.0,3,2,1
580.0,1,0,1
590.0,2,1,1
610.0,1,0,1
620.0,2,2,0
640.0,1,1,0
650.0,4,2,2
660.0,2,1,1
670.0,2,1,1
680.0,1,1,0
690.0,2,2,0
700.0,2,2,0
710.0,1,0,1
720.0,4,3,1
730.0,2,1,1
740.0,2,1,1
750.0,2,1,1
760.0,2,1,1
770.0,2,1,1
780.0,3,1,2
790.0,1,0,1
800.0,1,1,0
820.0,3,3,0
830.0,2,2,0
850.0,4,3,1
860.0,4,1,3
890.0,2,2,0
900.0,4,3,1
910.0,1,1,0
920.0,2,2,0
940.0,3,3,0
970.0,4,3,1
980.0,2,2,0
990.0,1,1,0
1000.0,3,2,1
1010.0,2,1,1
1020.0,1,1,0
1030.0,2,2,0
1040.0,3,3,0
1050.0,4,3,1
1060.0,2,2,0
1070.0,2,2,0
1090.0,2,2,0
1100.0,3,3,0
1110.0,2,2,0
1120.0,1,1,0
1130.0,2,2,0
1140.0,1,1,0
1150.0,1,1,0
1170.0,1,1,0
1180.0,1,0,1
1190.0,3,3,0
1200.0,3,3,0
1210.0,2,2,0
1220.0,1,1,0
1230.0,2,2,0
1250.0,5,5,0
1270.0,1,1,0
1280.0,4,4,0
1290.0,1,1,0
1300.0,1,1,0
1310.0,6,6,0
1320.0,1,1,0
1330.0,2,2,0
1340.0,3,3,0
1350.0,1,1,0
1360.0,4,4,0
1370.0,1,1,0
1380.0,1,0,1
1390.0,2,2,0
1400.0,1,1,0
1410.0,1,1,0
1420.0,2,2,0
1430.0,3,3,0
1450.0,3,3,0
1470.0,1,1,0
1480.0,1,1,0
1490.0,1,1,0
1500.0,2,2,0
1510.0,5,5,0
1520.0,5,5,0
1540.0,1,1,0
1550.0,1,1,0
1560.0,2,2,0
1580.0,2,1,1
1590.0,1,1,0
1610.0,3,3,0
1620.0,1,1,0
1630.0,2,2,0
1640.0,1,1,0
1650.0,2,2,0
1660.0,1,1,0
1670.0,2,1,1
1680.0,1,1,0
1690.0,1,1,0
1700.0,2,2,0
1720.0,1,1,0
1730.0,3,3,0
1750.0,1,1,0
1760.0,2,2,0
1770.0,2,2,0
1780.0,1,1,0
1790.0,1,1,0
1800.0,1,1,0
1810.0,2,2,0
1820.0,2,2,0
1840.0,2,2,0
1850.0,1,1,0
1870.0,4,4,0
1880.0,3,3,0
1900.0,2,2,0
1910.0,1,1,0
1920.0,4,4,0
1930.0,1,1,0
1970.0,2,2,0
1990.0,3,3,0
2000.0,4,4,0
2010.0,2,2,0
2020.0,3,3,0
2030.0,4,4,0
2040.0,2,2,0
2050.0,1,1,0
2060.0,2,2,0
2070.0,3,3,0
2080.0,2,2,0
2090.0,3,3,0
2100.0,1,1,0
2110.0,1,1,0
2120.0,2,2,0
2130.0,1,1,0
2150.0,3,3,0
2160.0,1,1,0
2170.0,2,2,0
2180.0,4,4,0
2190.0,1,1,0
2210.0,1,1,0
2220.0,1,1,0
2230.0,2,2,0
2240.0,5,5,0
2260.0,1,1,0
2270.0,1,1,0
2280.0,2,2,0
2290.0,3,3,0
2310.0,1,1,0
2320.0,3,3,0
2330.0,2,2,0
2340.0,1,1,0
2350.0,5,5,0
2370.0,2,2,0
2380.0,2,2,0
2400.0,1,1,0
2410.0,1,1,0
2420.0,3,3,0
2430.0,1,1,0
2440.0,2,2,0
2450.0,2,2,0
2460.0,3,3,0
2470.0,1,1,0
2490.0,3,3,0
2500.0,3,3,0
2510.0,1,1,0
2520.0,1,1,0
2530.0,1,1,0
2540.0,6,6,0
2570.0,3,3,0
2580.0,4,4,0
2590.0,2,2,0
2610.0,1,1,0
2620.0,1,1,0
2630.0,2,2,0
2640.0,1,1,0
2670.0,2,2,0
2700.0,2,2,0
2710.0,2,2,0
2720.0,1,1,0
2730.0,1,1,0
2740.0,2,2,0
2750.0,2,2,0
2760.0,2,2,0
2770.0,2,2,0
2780.0,1,1,0
2790.0,2,2,0
2800.0,1,1,0
2810.0,1,1,0
2820.0,1,1,0
2840.0,2,2,0
2850.0,1,1,0
2860.0,2,2,0
2870.0,3,3,0
2880.0,1,1,0
2900.0,2,2,0
2910.0,2,2,0
2920.0,2,2,0
2930.0,4,4,0
2940.0,3,3,0
2950.0,3,3,0
2960.0,2,2,0
2970.0,2,2,0
2980.0,5,5,0
2990.0,4,4,0
3000.0,2,2,0
3010.0,2,2,0
3020.0,3,3,0
3030.0,1,1,0
3040.0,5,5,0
3050.0,2,2,0
3070.0,1,1,0
3080.0,2,2,0
3090.0,2,2,0
3100.0,2,2,0
3110.0,4,4,0
3120.0,3,3,0
3130.0,3,3,0
3140.0,1,1,0
3150.0,1,1,0
3160.0,1,1,0
3170.0,1,1,0
3180.0,2,2,0
3190.0,3,3,0
3200.0,1,1,0
3210.0,3,3,0
3220.0,1,1,0
3250.0,1,1,0
3260.0,2,2,0
3270.0,1,1,0
3280.0,1,1,0
3290.0,2,2,0
3300.0,1,1,0
3310.0,1,1,0
3320.0,2,2,0
3330.0,3,3,0
3340.0,1,1,0
3350.0,1,1,0
3360.0,2,2,0
3370.0,1,1,0
3400.0,1,1,0
3410.0,3,3,0
3420.0,5,5,0
3430.0,3,3,0
3440.0,1,1,0
3450.0,1,1,0
3460.0,3,3,0
3470.0,3,3,0
3480.0,2,2,0
3490.0,1,1,0
3530.0,1,1,0
3550.0,1,1,0
3560.0,1,1,0
3600.0,1,1,0
3610.0,1,1,0
3630.0,3,3,0
3670.0,1,1,0
3690.0,1,1,0
3700.0,1,1,0
