Distance,Dups,ComplementaryDups,NoncomplementaryDups
18,2732272,1270,2731002
19,596500,252,596248
31,53668,27,53641
32,252210,162,252048
33,4630,2,4628
36,51167,26,51141
37,102426,55,102371
38,2301,1,2300
48,19952,12,19940
49,4803,0,4803
50,124,0,124
55,3470,1,3469
56,849,0,849
63,147,0,147
64,308,0,308
65,70,0,70
66,544,0,544
67,91,0,91
73,78,0,78
74,40,0,40
80,105,0,105
81,5,0,5
84,86,0,86
85,25,0,25
92,27,0,27
93,9,0,9
95,17,0,17
96,17,0,17
97,70,0,70
98,20,0,20
102,24,0,24
103,40,0,40
110,9,0,9
111,16,0,16
112,49,1,48
113,4,0,4
115,58,0,58
116,6,1,5
121,49,0,49
122,6,0,6
128,20,0,20
129,54,0,54
130,13,0,13
132,21,0,21
133,30,0,30
134,5,0,5
138,8,0,8
139,39,0,39
140,8,0,8
144,32,0,32
145,6,0,6
146,20,0,20
147,28,0,28
148,8,0,8
150,2,0,2
151,35,0,35
152,7,0,7
157,25,0,25
158,11,0,11
159,2,0,2
160,15,0,15
161,27,0,27
162,4,0,4
164,26,0,26
165,8,0,8
166,14,0,14
167,5,0,5
169,27,0,27
170,8,0,8
175,10,0,10
176,55,0,55
177,12,0,12
178,27,0,27
179,3,0,3
181,14,0,14
182,16,0,16
183,1,0,1
184,4,0,4
185,17,0,17
187,29,0,29
188,4,0,4
191,5,0,5
192,26,0,26
193,12,0,12
194,27,0,27
195,30,0,30
196,4,0,4
199,11,0,11
200,17,0,17
202,2,0,2
203,8,1,7
204,7,0,7
205,13,0,13
206,6,0,6
207,3,0,3
208,12,0,12
209,22,0,22
210,12,0,12
211,1,0,1
212,7,0,7
213,26,1,25
214,3,0,3
217,19,0,19
218,11,0,11
221,4,1,3
222,3,0,3
223,9,1,8
224,34,0,34
225,9,0,9
226,4,0,4
227,19,0,19
228,1,0,1
230,9,0,9
231,25,0,25
232,3,0,3
235,13,0,13
236,7,0,7
239,6,0,6
240,22,0,22
241,26,0,26
242,16,0,16
243,10,0,10
244,17,0,17
245,4,0,4
248,13,1,12
249,14,0,14
250,9,0,9
251,2,0,2
253,9,2,7
254,8,0,8
255,5,0,5
256,23,0,23
257,13,0,13
258,15,0,15
259,14,0,14
260,13,1,12
261,14,0,14
262,15,0,15
263,2,0,2
265,2,0,2
266,19,0,19
267,2,0,2
268,11,0,11
269,5,0,5
271,2,0,2
272,31,0,31
273,20,0,20
274,7,0,7
275,5,0,5
276,13,0,13
277,10,0,10
278,9,0,9
279,21,0,21
280,9,0,9
284,9,0,9
285,5,0,5
286,7,0,7
287,16,0,16
288,22,0,22
289,9,0,9
290,24,0,24
291,9,0,9
