## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAG_DUPLICATE_SET_MEMBERS true --INPUT aviti_ngi_REH.chr20.bam --OUTPUT dups/aviti_ngi_REH.chr20.bam --METRICS_FILE dups/aviti_ngi_REH.chr20.bam.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 10 16:08:34 GMT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
REH	11106	3783120	55917	11106	1337	108543	8397	0.028826	69874921

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.002165	3519095	0	3526864
2.0	1.951514	107125	8233	99972
3.0	2.85083	688	82	84
4.0	3.702752	14	0	2
5.0	4.509775	0	0	0
6.0	5.274267	0	0	0
7.0	5.998468	0	0	0
8.0	6.684503	0	0	0
9.0	7.334383	0	0	0
10.0	7.950013	0	0	0
11.0	8.533198	0	0	0
12.0	9.085648	0	0	0
13.0	9.608983	0	0	0
14.0	10.104738	0	0	0
15.0	10.574365	0	0	0
16.0	11.019242	0	0	0
17.0	11.440673	0	0	0
18.0	11.839895	0	0	0
19.0	12.218076	0	0	0
20.0	12.576327	0	0	0
21.0	12.915697	0	0	0
22.0	13.237182	0	0	0
23.0	13.541724	0	0	0
24.0	13.830216	0	0	0
25.0	14.103504	0	0	0
26.0	14.362389	0	0	0
27.0	14.607631	0	0	0
28.0	14.839947	0	0	0
29.0	15.060021	0	0	0
30.0	15.268496	0	0	0
31.0	15.465984	0	0	0
32.0	15.653064	0	0	0
33.0	15.830285	0	0	0
34.0	15.998166	0	0	0
35.0	16.157199	0	0	0
36.0	16.307851	0	0	0
37.0	16.450563	0	0	0
38.0	16.585754	0	0	0
39.0	16.71382	0	0	0
40.0	16.835137	0	0	0
41.0	16.950061	0	0	0
42.0	17.058927	0	0	0
43.0	17.162057	0	0	0
44.0	17.259751	0	0	0
45.0	17.352296	0	0	0
46.0	17.439964	0	0	0
47.0	17.523012	0	0	0
48.0	17.601683	0	0	0
49.0	17.676208	0	0	0
50.0	17.746806	0	0	0
51.0	17.813683	0	0	0
52.0	17.877035	0	0	0
53.0	17.937048	0	0	0
54.0	17.993899	0	0	0
55.0	18.047754	0	0	0
56.0	18.09877	0	0	0
57.0	18.147098	0	0	0
58.0	18.192878	0	0	0
59.0	18.236246	0	0	0
60.0	18.277329	0	0	0
61.0	18.316246	0	0	0
62.0	18.353112	0	0	0
63.0	18.388036	0	0	0
64.0	18.421119	0	0	0
65.0	18.452458	0	0	0
66.0	18.482146	0	0	0
67.0	18.510269	0	0	0
68.0	18.53691	0	0	0
69.0	18.562147	0	0	0
70.0	18.586053	0	0	0
71.0	18.6087	0	0	0
72.0	18.630154	0	0	0
73.0	18.650477	0	0	0
74.0	18.669728	0	0	0
75.0	18.687966	0	0	0
76.0	18.705242	0	0	0
77.0	18.721607	0	0	0
78.0	18.73711	0	0	0
79.0	18.751796	0	0	0
80.0	18.765708	0	0	0
81.0	18.778887	0	0	0
82.0	18.791371	0	0	0
83.0	18.803198	0	0	0
84.0	18.814401	0	0	0
85.0	18.825013	0	0	0
86.0	18.835067	0	0	0
87.0	18.84459	0	0	0
88.0	18.853612	0	0	0
89.0	18.862158	0	0	0
90.0	18.870254	0	0	0
91.0	18.877923	0	0	0
92.0	18.885188	0	0	0
93.0	18.89207	0	0	0
94.0	18.898589	0	0	0
95.0	18.904765	0	0	0
96.0	18.910615	0	0	0
97.0	18.916157	0	0	0
98.0	18.921407	0	0	0
99.0	18.92638	0	0	0
100.0	18.931092	0	0	0

