Distance,Dups,ComplementaryDups,NoncomplementaryDups
0.0,17619,0,17619
10.0,139,0,139
20.0,24,0,24
30.0,27,0,27
40.0,41,1,40
50.0,30,0,30
60.0,38,0,38
70.0,24,0,24
80.0,34,0,34
90.0,28,0,28
100.0,26,0,26
110.0,19,0,19
120.0,22,0,22
130.0,17,0,17
140.0,13,0,13
150.0,16,0,16
160.0,18,0,18
170.0,14,0,14
180.0,12,0,12
190.0,10,0,10
200.0,14,0,14
210.0,9,1,8
220.0,15,1,14
230.0,8,0,8
240.0,11,0,11
250.0,9,0,9
260.0,12,0,12
270.0,9,3,6
280.0,5,0,5
290.0,2,1,1
300.0,4,1,3
310.0,3,0,3
320.0,5,0,5
330.0,7,0,7
340.0,3,0,3
350.0,5,0,5
360.0,8,1,7
370.0,6,1,5
380.0,6,0,6
390.0,3,0,3
400.0,4,1,3
410.0,3,1,2
420.0,2,0,2
430.0,2,0,2
440.0,1,1,0
460.0,1,0,1
470.0,2,1,1
490.0,6,1,5
500.0,6,1,5
510.0,2,1,1
520.0,5,1,4
530.0,1,1,0
540.0,1,0,1
550.0,4,3,1
560.0,1,1,0
570.0,2,0,2
580.0,1,0,1
590.0,1,1,0
610.0,5,1,4
620.0,3,2,1
640.0,1,0,1
650.0,5,2,3
660.0,1,0,1
670.0,1,1,0
680.0,2,1,1
700.0,3,3,0
710.0,2,0,2
720.0,6,2,4
730.0,3,2,1
750.0,4,4,0
770.0,1,0,1
780.0,3,2,1
790.0,1,1,0
800.0,5,3,2
820.0,2,1,1
830.0,2,1,1
840.0,4,3,1
850.0,1,1,0
860.0,1,1,0
870.0,3,3,0
880.0,1,1,0
890.0,1,1,0
910.0,1,1,0
920.0,3,0,3
930.0,4,2,2
940.0,2,2,0
950.0,3,2,1
960.0,4,4,0
970.0,3,3,0
980.0,3,2,1
990.0,3,2,1
1000.0,2,2,0
1010.0,2,1,1
1030.0,1,1,0
1040.0,1,1,0
1050.0,1,1,0
1070.0,3,3,0
1080.0,3,2,1
1090.0,2,2,0
1100.0,1,1,0
1110.0,8,7,1
1120.0,3,3,0
1130.0,3,3,0
1140.0,2,2,0
1150.0,1,0,1
1160.0,2,1,1
1170.0,2,2,0
1180.0,1,1,0
1190.0,3,3,0
1200.0,3,3,0
1210.0,2,2,0
1230.0,1,1,0
1240.0,4,4,0
1250.0,6,6,0
1260.0,2,2,0
1270.0,1,1,0
1280.0,2,2,0
1290.0,3,3,0
1310.0,2,1,1
1320.0,4,3,1
1340.0,3,3,0
1350.0,1,1,0
1360.0,5,5,0
1390.0,1,1,0
1410.0,2,2,0
1420.0,1,1,0
1430.0,1,1,0
1440.0,3,3,0
1450.0,3,3,0
1460.0,2,2,0
1470.0,4,4,0
1480.0,2,2,0
1490.0,1,1,0
1500.0,3,3,0
1510.0,4,3,1
1520.0,1,1,0
1540.0,7,7,0
1550.0,3,3,0
1560.0,1,1,0
1570.0,3,3,0
1580.0,4,3,1
1590.0,2,1,1
1600.0,4,4,0
1610.0,3,3,0
1620.0,1,1,0
1640.0,3,3,0
1650.0,2,2,0
1660.0,3,3,0
1670.0,8,8,0
1680.0,1,0,1
1690.0,3,3,0
1700.0,1,1,0
1710.0,3,3,0
1720.0,5,5,0
1760.0,3,3,0
1770.0,5,5,0
1780.0,3,3,0
1790.0,1,1,0
1800.0,1,1,0
1810.0,2,2,0
1820.0,3,3,0
1830.0,4,4,0
1840.0,3,3,0
1850.0,3,3,0
1860.0,2,2,0
1870.0,5,5,0
1880.0,6,6,0
1910.0,3,3,0
1920.0,6,6,0
1930.0,1,1,0
1940.0,3,3,0
1950.0,3,3,0
1960.0,2,2,0
1970.0,3,3,0
1980.0,8,8,0
1990.0,2,2,0
2000.0,2,2,0
2020.0,1,1,0
2030.0,1,1,0
2050.0,1,1,0
2060.0,4,4,0
2070.0,5,5,0
2080.0,2,2,0
2090.0,1,1,0
2100.0,1,1,0
2110.0,1,1,0
2120.0,2,2,0
2130.0,3,3,0
2140.0,3,3,0
2150.0,2,2,0
2160.0,2,2,0
2170.0,1,1,0
2180.0,1,1,0
2190.0,5,5,0
2200.0,2,2,0
2210.0,3,3,0
2220.0,1,1,0
2230.0,1,1,0
2240.0,2,2,0
2260.0,3,3,0
2270.0,4,4,0
2280.0,1,1,0
2300.0,1,1,0
2310.0,2,2,0
2320.0,1,1,0
2330.0,1,1,0
2340.0,2,2,0
2350.0,1,1,0
2360.0,1,1,0
2370.0,5,5,0
2380.0,2,2,0
2390.0,2,2,0
2400.0,4,4,0
2410.0,4,4,0
2420.0,3,3,0
2430.0,3,3,0
2450.0,3,3,0
2470.0,4,4,0
2480.0,2,2,0
2490.0,2,2,0
2500.0,2,2,0
2510.0,4,3,1
2520.0,2,2,0
