Number of reads: 232376
Number of reads within tile: 1903 (0.82%)
Distance	Count
1	17
2	9
3	203
4	325
5	164
6	47
7	16
8	11
9	2
10	3
11	1
20	1
21	1
25	2
27	1
34	2
41	1
45	1
48	1
61	1
63	2
65	1
68	1
76	2
90	1
96	1
98	1
112	1
120	1
142	1
159	1
245	1
273	1
326	2
335	1
337	1
365	1
416	1
497	1
499	1
507	1
604	1
700	1
708	1
773	1
898	1
906	1
914	1
918	1
932	1
959	1
981	2
982	1
1023	1
1045	1
1108	1
1112	1
1149	1
1151	1
1187	1
1190	1
1204	1
1276	1
1300	1
1316	1
1415	1
1440	1
1494	1
1522	1
1547	1
1585	1
1605	1
1654	1
1663	1
1669	1
1682	1
1695	1
1739	1
1741	1
1749	1
1792	1
1814	1
1825	1
1851	1
1899	1
1913	1
1938	1
1958	1
1995	1
2002	1
2023	1
2045	1
2058	1
2070	1
2121	1
2146	1
2158	1
2170	1
2188	1
2198	1
2245	1
2261	1
2265	1
2326	1
2343	1
2365	1
2388	1
2493	1
2553	1
2583	1
2590	1
2591	1
2595	1
2641	1
2645	1
2653	1
2684	1
2689	1
2715	1
2739	1
2825	1
2839	1
2844	1
2847	1
2860	1
2921	1
2926	1
2947	1
2973	1
2974	1
3012	1
3064	1
3084	1
3159	1
3191	1
3193	1
3204	1
3252	1
3340	2
3361	1
3402	1
3513	1
3556	1
3557	1
3692	1
3756	1
3830	1
3847	1
3956	1
4072	1
4104	1
4169	1
4338	1
4480	1
4482	1
4795	1
4830	1
5010	1
5086	1
Size	Count
2	57527
3	307
4	40
5	8
6	1
7	1
