## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAG_DUPLICATE_SET_MEMBERS true --INPUT aviti_hq_MM1S.chr20.bam --OUTPUT dups/aviti_hq_MM1S.chr20.bam --METRICS_FILE dups/aviti_hq_MM1S.chr20.bam.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 10 16:08:30 GMT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
MM1S	29560	11733205	191786	29560	4750	68397	994	0.006024	1017143730

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.000084	11454052	0	11455033
2.0	1.988698	66445	992	65477
3.0	2.965974	718	1	705
4.0	3.932041	118	0	118
5.0	4.887028	29	0	29
6.0	5.831062	8	0	8
7.0	6.764269	1	0	1
8.0	7.686772	0	0	0
9.0	8.598696	0	0	0
10.0	9.50016	0	0	0
11.0	10.391286	0	0	0
12.0	11.27219	0	0	0
13.0	12.142992	0	0	0
14.0	13.003806	0	0	0
15.0	13.854748	0	0	0
16.0	14.695929	0	0	0
17.0	15.527464	0	0	0
18.0	16.349461	0	0	0
19.0	17.16203	0	0	0
20.0	17.96528	0	0	0
21.0	18.759318	0	0	0
22.0	19.544248	0	0	0
23.0	20.320176	0	0	0
24.0	21.087205	0	0	0
25.0	21.845437	0	0	0
26.0	22.594972	0	0	0
27.0	23.335911	0	0	0
28.0	24.068352	0	0	0
29.0	24.792392	0	0	0
30.0	25.508128	0	0	0
31.0	26.215655	0	0	0
32.0	26.915068	0	0	0
33.0	27.606459	0	0	0
34.0	28.28992	0	0	0
35.0	28.965542	0	0	0
36.0	29.633416	0	0	0
37.0	30.29363	0	0	0
38.0	30.946271	0	0	0
39.0	31.591427	0	0	0
40.0	32.229184	0	0	0
41.0	32.859627	0	0	0
42.0	33.482838	0	0	0
43.0	34.098902	0	0	0
44.0	34.707901	0	0	0
45.0	35.309914	0	0	0
46.0	35.905023	0	0	0
47.0	36.493307	0	0	0
48.0	37.074843	0	0	0
49.0	37.64971	0	0	0
50.0	38.217983	0	0	0
51.0	38.779739	0	0	0
52.0	39.335052	0	0	0
53.0	39.883996	0	0	0
54.0	40.426644	0	0	0
55.0	40.963068	0	0	0
56.0	41.49334	0	0	0
57.0	42.017531	0	0	0
58.0	42.535709	0	0	0
59.0	43.047944	0	0	0
60.0	43.554304	0	0	0
61.0	44.054857	0	0	0
62.0	44.549669	0	0	0
63.0	45.038805	0	0	0
64.0	45.522332	0	0	0
65.0	46.000313	0	0	0
66.0	46.472812	0	0	0
67.0	46.939892	0	0	0
68.0	47.401615	0	0	0
69.0	47.858042	0	0	0
70.0	48.309234	0	0	0
71.0	48.755252	0	0	0
72.0	49.196154	0	0	0
73.0	49.631999	0	0	0
74.0	50.062846	0	0	0
75.0	50.488751	0	0	0
76.0	50.909771	0	0	0
77.0	51.325963	0	0	0
78.0	51.737381	0	0	0
79.0	52.144081	0	0	0
80.0	52.546116	0	0	0
81.0	52.94354	0	0	0
82.0	53.336406	0	0	0
83.0	53.724766	0	0	0
84.0	54.108672	0	0	0
85.0	54.488175	0	0	0
86.0	54.863325	0	0	0
87.0	55.234173	0	0	0
88.0	55.600767	0	0	0
89.0	55.963157	0	0	0
90.0	56.321391	0	0	0
91.0	56.675515	0	0	0
92.0	57.025579	0	0	0
93.0	57.371627	0	0	0
94.0	57.713707	0	0	0
95.0	58.051863	0	0	0
96.0	58.38614	0	0	0
97.0	58.716584	0	0	0
98.0	59.043238	0	0	0
99.0	59.366146	0	0	0
100.0	59.68535	0	0	0

