Number of reads: 11305536
Number of reads within tile: 5001406 (44.24%)
Distance	Count
18	2568353
19	559900
31	58785
32	273566
33	5088
36	56582
37	113126
38	2514
48	26110
49	6183
50	192
55	4441
56	1105
63	265
64	490
65	137
66	758
67	115
73	94
74	46
79	2
80	106
81	3
84	75
85	20
92	44
93	11
95	18
96	16
97	60
98	16
102	35
103	43
110	5
111	21
112	40
113	3
114	1
115	42
116	6
120	1
121	37
122	8
127	2
128	19
129	36
130	10
132	12
133	23
134	5
138	5
139	15
140	5
144	26
145	2
146	21
147	25
148	2
150	3
151	24
152	1
157	21
158	7
159	4
160	15
161	19
162	2
164	26
165	4
166	12
168	1
169	21
170	8
175	10
176	30
177	11
178	19
179	4
181	11
182	14
183	2
184	6
185	8
187	32
188	9
191	2
192	24
193	12
194	19
195	29
196	2
199	17
200	19
202	1
203	5
204	4
205	14
206	14
207	1
208	12
209	14
210	6
211	3
212	8
213	25
214	8
217	13
218	8
221	3
222	3
223	8
224	36
225	8
226	1
227	10
228	3
230	11
231	25
232	2
235	12
236	8
239	4
240	27
241	20
242	15
243	13
244	8
245	4
248	11
249	17
250	14
251	2
253	3
254	10
255	4
256	14
257	10
258	13
259	12
260	14
261	11
262	10
266	15
267	6
268	15
269	2
271	2
272	18
273	14
274	3
276	16
277	5
278	6
279	18
280	6
284	10
285	6
286	9
287	7
288	11
289	3
290	27
291	8
293	8
294	5
295	4
296	3
297	15
298	8
301	1
302	15
303	7
304	9
305	19
306	6
307	5
308	15
309	7
310	5
311	6
314	4
315	11
316	9
319	2
320	13
321	22
322	5
323	10
324	14
325	7
326	3
327	3
328	9
329	10
332	6
333	22
334	8
335	1
336	8
337	15
338	11
339	7
340	5
341	3
342	16
343	8
344	1
345	10
346	6
347	1
350	5
351	7
352	21
353	17
354	12
355	3
356	10
357	16
358	1
359	10
360	11
361	5
363	5
364	12
365	1
367	1
368	15
369	19
370	11
371	24
372	2
373	8
374	7
375	7
377	7
378	5
379	4
380	1
381	3
382	16
384	11
385	18
386	5
387	13
388	14
389	16
390	6
391	5
392	1
393	11
394	5
395	7
396	1
397	6
398	7
399	6
400	17
401	11
402	7
403	6
405	9
406	6
407	6
408	11
409	3
411	6
412	9
413	6
415	1
416	12
417	12
418	14
419	4
420	6
422	3
423	12
424	1
425	4
426	9
427	4
429	5
430	6
431	6
432	9
433	12
434	8
435	20
436	4
437	11
439	2
440	12
441	3
442	3
443	5
444	11
445	6
447	2
448	7
449	17
450	7
451	4
452	7
453	7
454	10
455	8
456	4
457	5
458	4
459	6
460	6
461	5
462	10
463	5
464	11
465	13
466	12
467	10
468	4
469	11
471	16
472	8
473	4
474	13
475	4
476	1
477	1
478	10
479	5
480	14
481	13
482	9
483	8
484	5
485	9
486	2
488	1
489	7
490	13
491	2
492	7
493	4
496	12
497	17
498	6
499	5
500	8
501	6
502	3
503	9
504	1
506	3
507	4
508	6
509	6
510	3
511	5
512	6
513	10
514	4
515	13
516	7
517	1
518	10
519	3
520	4
521	10
522	3
523	1
524	5
525	1
526	3
527	6
528	6
529	16
530	4
531	2
532	4
533	16
534	1
535	2
536	4
537	4
538	5
539	3
540	6
541	3
542	6
543	1
544	6
545	14
546	9
547	6
548	6
549	1
550	3
551	9
552	4
553	1
554	3
555	9
556	11
557	3
558	6
559	7
560	11
561	8
562	4
563	11
564	13
565	3
566	7
567	4
568	2
569	13
570	5
572	5
573	5
574	4
575	4
576	9
577	24
578	2
579	4
580	2
581	11
582	4
583	5
584	3
585	7
587	15
588	2
590	5
591	5
592	6
593	17
594	14
595	11
596	7
598	4
599	12
600	2
601	8
602	2
603	8
604	8
605	9
606	3
607	1
608	7
609	11
610	15
611	21
612	4
613	12
614	5
615	2
616	1
617	7
618	11
619	7
620	3
621	6
622	5
623	1
624	7
625	17
626	10
627	2
628	5
629	9
630	11
631	3
632	8
633	3
635	4
636	9
637	1
638	1
639	9
640	7
641	14
642	4
643	8
644	7
645	2
646	1
647	11
648	9
649	6
650	13
651	1
653	2
654	12
656	4
657	19
658	3
659	7
660	4
661	8
662	5
663	3
664	5
665	5
666	14
667	9
668	2
669	3
670	1
671	4
672	12
673	3
674	8
675	10
676	3
677	6
678	7
679	12
680	10
681	4
682	2
683	1
684	15
685	11
686	4
687	2
688	4
689	8
690	10
691	6
692	8
693	13
694	7
695	3
696	8
697	8
698	5
699	4
701	3
702	12
703	14
704	4
705	7
706	8
707	4
708	5
709	4
710	1
711	6
712	4
713	6
714	4
715	7
716	9
717	1
719	1
720	10
721	23
722	2
723	6
724	5
725	3
726	6
727	3
728	7
730	10
731	2
732	8
733	6
734	4
735	1
737	12
738	6
739	7
740	9
741	3
742	8
744	4
745	8
746	11
747	1
748	3
749	4
750	4
751	11
752	2
753	9
754	1
755	1
756	4
757	3
758	5
759	6
760	2
761	1
762	9
763	1
764	6
765	2
766	2
767	1
768	7
769	19
770	2
771	3
772	5
773	5
774	5
775	5
776	4
777	5
779	6
780	1
781	5
782	5
783	4
785	8
786	11
787	14
788	1
789	4
790	6
791	4
792	2
793	4
794	4
795	4
796	1
797	5
798	7
799	4
800	9
801	10
802	6
803	2
804	10
805	10
806	6
808	8
810	1
811	6
812	1
813	7
814	9
815	2
816	5
817	12
818	12
819	7
820	1
821	5
822	6
823	10
824	6
825	4
826	4
827	3
828	1
829	2
830	3
831	5
832	7
833	7
834	4
835	10
836	10
838	6
839	2
840	5
841	12
842	11
843	4
844	4
845	7
846	2
847	9
848	5
849	18
850	2
851	4
852	3
853	13
854	7
855	1
856	2
857	10
858	1
859	5
860	9
861	3
862	4
863	1
864	3
865	11
866	8
867	8
868	2
869	8
870	6
871	9
872	2
873	1
874	2
875	1
877	8
878	10
879	5
880	5
881	3
882	4
883	10
884	10
885	6
886	1
887	5
888	6
889	4
890	5
891	2
892	5
893	3
894	6
895	2
896	2
897	15
898	7
899	1
900	5
901	8
902	9
903	7
904	1
905	4
906	8
907	3
908	9
909	3
910	5
911	4
912	3
913	15
914	10
915	16
916	6
917	3
918	11
919	11
920	5
921	3
922	4
923	6
924	6
925	4
926	5
927	7
928	3
929	13
930	5
931	2
932	6
933	11
934	7
935	3
936	1
937	8
938	4
940	2
941	3
943	6
944	3
945	13
946	9
947	8
948	3
949	1
950	7
951	4
952	2
953	5
954	1
955	2
956	3
957	4
958	5
959	2
960	2
961	10
962	9
963	6
964	7
965	4
966	3
968	5
969	10
970	3
971	1
972	4
973	1
974	7
975	9
976	3
977	14
978	1
979	3
980	4
981	9
982	6
983	3
984	2
985	2
986	5
987	4
988	4
989	3
990	5
992	2
993	14
994	3
995	10
996	4
997	3
998	1
999	9
1000	6
1001	3
1003	10
1004	6
1006	8
1007	1
1008	9
1009	5
1010	5
1011	8
1012	2
1013	4
1014	5
1016	2
1017	10
1018	8
1019	9
1020	1
1021	7
1022	3
1023	3
1024	8
1025	8
1026	13
1027	5
1028	4
1029	16
1030	4
1032	3
1033	2
1035	4
1036	6
1037	8
1038	3
1039	1
1040	1
1041	8
1042	3
1043	14
1044	8
1045	5
1046	6
1047	4
1048	4
1049	3
1050	1
1051	1
1052	2
1053	4
1054	7
1055	6
1056	6
1057	7
1058	9
1059	9
1060	3
1061	3
1062	10
1063	5
1064	5
1065	3
1066	6
1067	5
1069	4
1070	4
1071	3
1072	9
1073	14
1074	6
1075	1
1076	5
1077	10
1078	1
1079	2
1080	10
1081	2
1082	8
1083	3
1084	12
1085	4
1087	7
1088	1
1089	13
1090	12
1091	13
1092	5
1094	3
1095	7
1096	4
1097	4
1098	2
1099	3
1100	3
1101	6
1102	5
1103	9
1104	3
1105	6
1106	8
1107	1
1108	6
1109	4
1110	7
1111	8
1112	4
1113	2
1114	5
1115	1
1116	4
1118	4
1119	5
1120	2
1121	11
1122	7
1123	2
1124	3
1125	5
1126	6
1127	3
1128	9
1129	4
1130	6
1131	1
1132	6
1133	6
1134	2
1135	4
1136	3
1137	7
1138	6
1139	7
1140	7
1141	6
1142	4
1143	7
1144	2
1145	1
1146	7
1147	9
1148	4
1150	9
1151	9
1153	7
1154	2
1155	3
1156	9
1157	4
1158	6
1159	4
1160	2
1161	1
1163	5
1164	1
1165	6
1166	4
1167	3
1168	6
1169	6
1170	3
1171	1
1172	3
1173	3
1174	2
1175	3
1176	2
1177	4
1178	4
1179	2
1180	7
1181	4
1182	6
1183	3
1184	3
1185	3
1186	9
1187	7
1188	6
1189	2
1190	3
1191	3
1192	2
1193	3
1194	6
1195	10
1196	3
1197	2
1198	4
1199	2
1200	4
1201	4
1202	6
1203	6
1204	5
1205	11
1206	6
1207	2
1208	1
1209	3
1210	2
1211	4
1212	6
1213	7
1214	3
1215	1
1216	5
1217	12
1218	6
1219	4
1220	4
1221	5
1222	5
1223	11
1224	3
1225	2
1226	7
1227	5
1228	2
1229	7
1230	5
1231	5
1233	3
1234	7
1235	10
1236	5
1237	4
1238	3
1239	6
1240	4
1241	9
1242	3
1243	4
1244	1
1245	1
1246	2
1247	1
1248	3
1249	7
1250	3
1251	6
1252	7
1253	11
1254	7
1255	6
1256	7
1257	3
1258	6
1259	7
1260	5
1261	3
1262	4
1263	4
1264	2
1265	6
1266	11
1267	12
1268	2
1269	6
1270	6
1271	3
1272	8
1273	1
1274	5
1275	2
1276	3
1277	6
1278	7
1279	7
1280	5
1281	5
1282	7
1283	7
1284	5
1285	7
1286	3
1287	4
1288	6
1289	6
1290	3
1291	2
1292	2
1293	4
1294	9
1295	8
1296	6
1297	11
1298	5
1299	1
1300	8
1301	7
1302	3
1303	1
1304	7
1305	4
1306	3
1307	5
1308	7
1310	4
1311	3
1312	4
1313	3
1314	10
1315	8
1316	5
1317	5
1318	4
1319	5
1320	9
1321	5
1322	6
1323	4
1324	4
1325	2
1326	4
1327	3
1328	3
1329	8
1330	8
1331	3
1332	4
1333	3
1334	4
1335	3
1336	1
1337	1
1338	7
1339	1
1340	1
1341	7
1342	3
1343	7
1344	4
1345	9
1346	8
1347	1
1348	5
1349	6
1350	16
1351	5
1352	6
1353	5
1355	1
1356	6
1357	1
1358	3
1359	4
1360	11
1361	5
1362	7
1363	5
1364	3
1365	3
1366	1
1367	4
1368	11
1369	6
1370	3
1372	3
1373	5
1374	6
1375	1
1376	1
1377	8
1378	11
1379	2
1380	5
1381	6
1382	5
1383	2
1385	1
1386	2
1387	3
1388	2
1389	4
1390	2
1391	6
1393	8
1394	3
1395	7
1396	2
1397	3
1398	5
1399	7
1400	7
1401	4
1402	1
1403	1
1404	3
1405	3
1406	5
1407	2
1408	4
1409	5
1410	4
1411	8
1412	2
1413	3
1414	4
1415	6
1416	3
1417	5
1418	8
1419	7
1421	2
1422	6
1423	3
1424	5
1425	4
1426	9
1427	10
1428	1
1429	6
1430	4
1431	5
1432	9
1433	6
1434	6
1435	7
1436	8
1437	3
1438	5
1439	1
1440	2
1441	5
