Number of reads: 12720716
Number of reads within tile: 5471230 (43.01%)
Distance	Count
18	2739797
19	598189
31	53794
32	252942
33	4646
36	51327
37	102736
38	2311
48	20017
49	4819
50	124
55	3483
56	855
63	147
64	309
65	70
66	550
67	91
73	78
74	40
80	105
81	5
84	86
85	25
92	27
93	9
95	17
96	17
97	70
98	20
102	24
103	40
110	9
111	16
112	49
113	4
115	58
116	6
121	49
122	6
128	20
129	54
130	13
132	21
133	30
134	5
138	8
139	39
140	8
144	32
145	6
146	20
147	28
148	8
150	2
151	35
152	7
157	25
158	11
159	2
160	15
161	27
162	4
164	26
165	8
166	14
167	5
169	27
170	8
175	10
176	55
177	13
178	27
179	3
181	14
182	16
183	1
184	4
185	17
187	29
188	4
191	5
192	26
193	12
194	27
195	30
196	4
199	11
200	18
202	2
203	9
204	7
205	13
206	6
207	3
208	12
209	22
210	12
211	1
212	7
213	26
214	3
217	19
218	11
221	4
222	3
223	9
224	34
225	9
226	4
227	19
228	1
230	9
231	25
232	3
235	13
236	7
239	6
240	22
241	26
242	16
243	10
244	17
245	4
248	13
249	14
250	9
251	2
253	9
254	8
255	5
256	23
257	13
258	15
259	14
260	13
261	14
262	15
263	2
265	2
266	19
267	2
268	11
269	5
271	2
272	31
273	20
274	7
275	5
276	13
277	10
278	9
279	21
280	9
284	9
285	5
286	7
287	16
288	22
289	9
290	24
291	9
293	6
294	7
295	4
296	7
297	19
298	11
301	1
302	13
303	5
304	7
305	23
306	13
307	10
308	14
309	4
310	7
311	15
314	6
315	31
316	11
319	1
320	22
321	14
322	8
323	16
324	12
325	13
326	7
327	11
328	15
329	5
332	7
333	12
334	12
335	5
336	6
337	16
338	7
339	15
340	8
341	1
342	30
343	11
344	1
345	9
346	13
350	3
351	15
352	32
353	16
354	17
355	1
356	20
357	11
359	6
360	13
361	9
363	5
364	13
365	1
367	1
368	18
369	28
370	14
371	18
372	4
373	6
374	13
375	7
376	1
377	11
378	8
379	12
380	4
381	8
382	17
384	12
385	14
386	8
387	19
388	13
389	15
390	5
391	10
392	3
393	2
394	7
395	9
396	2
397	4
398	10
399	6
400	30
401	19
402	4
403	7
404	3
405	14
406	12
407	7
408	14
409	5
411	2
412	20
413	10
415	3
416	26
417	21
418	21
419	8
420	7
422	6
423	13
424	2
425	7
426	19
427	17
429	8
430	13
431	7
432	12
433	12
434	12
435	21
436	14
437	21
440	9
441	3
442	4
443	8
444	19
445	6
447	5
448	22
449	24
450	7
451	5
452	10
453	11
454	15
455	7
456	2
457	2
458	4
459	3
460	5
461	8
462	13
463	13
464	12
465	11
466	17
467	12
468	2
469	8
471	14
472	17
473	3
474	7
475	4
476	5
477	5
478	8
479	3
480	11
481	13
482	12
483	7
484	9
485	10
486	2
488	2
489	11
490	13
491	4
492	5
493	8
495	4
496	13
497	14
498	5
499	10
500	12
501	7
502	11
503	17
504	2
506	5
507	4
508	10
509	11
510	8
511	5
512	10
513	15
514	11
515	20
516	9
517	7
518	21
519	3
520	12
521	11
522	3
523	4
524	11
525	1
526	6
527	14
528	29
529	25
530	6
531	3
532	11
533	23
534	4
535	5
536	9
537	8
538	5
539	9
540	6
541	4
542	9
544	15
545	18
546	15
547	15
548	5
549	2
550	7
551	19
552	2
554	1
555	10
556	6
557	9
558	2
559	6
560	8
561	10
562	5
563	16
564	12
565	3
566	6
567	2
568	3
569	14
570	7
572	2
573	7
574	3
575	8
576	12
577	13
578	6
579	4
580	6
581	14
582	10
583	7
584	7
585	3
586	2
587	15
588	6
591	4
592	18
593	12
594	11
595	15
596	3
597	2
598	5
599	11
600	5
601	15
602	4
603	10
604	5
605	5
606	9
608	16
609	12
610	7
611	17
612	7
613	13
614	2
615	2
616	3
617	5
618	11
619	6
620	10
621	3
622	4
623	9
624	15
625	27
626	12
627	1
628	11
629	15
630	13
631	7
632	7
633	1
635	3
636	8
638	3
639	14
640	15
641	15
642	9
643	10
644	6
645	1
646	4
647	12
648	9
649	9
650	13
651	4
653	6
654	16
655	2
656	11
657	26
658	9
659	10
660	10
661	17
662	8
663	2
664	4
665	5
666	18
667	6
668	1
669	2
671	7
672	18
673	16
674	9
675	15
676	3
677	10
678	9
679	8
680	2
681	3
682	1
683	3
684	14
685	10
686	1
687	7
688	6
689	13
690	16
691	8
692	4
693	18
694	5
695	13
696	7
697	8
698	4
699	5
701	2
702	12
703	7
704	3
705	6
706	19
707	8
708	10
709	9
710	7
711	6
712	5
713	9
714	7
715	5
716	11
719	2
720	16
721	17
722	8
723	8
724	9
725	9
726	9
727	10
728	9
729	2
730	7
731	7
732	13
733	10
734	9
735	2
736	2
737	17
738	13
739	8
740	6
741	10
742	8
743	1
744	3
745	2
746	10
747	3
748	8
749	9
750	6
751	17
752	1
753	19
754	6
755	13
756	3
757	11
758	4
759	12
760	8
761	2
762	8
763	2
764	8
765	4
766	1
767	2
768	12
769	36
770	5
771	4
772	7
773	3
774	8
775	7
776	6
777	11
779	8
780	1
781	3
782	4
783	7
784	4
785	6
786	17
787	27
788	4
789	7
790	10
791	3
792	1
793	6
794	8
795	8
796	4
797	2
798	7
799	2
800	12
801	10
802	3
803	1
804	9
805	13
806	7
807	2
808	19
809	3
810	1
811	9
812	7
813	2
814	12
815	3
816	5
817	11
818	8
819	9
820	1
821	5
822	4
823	11
824	3
825	5
826	5
827	3
828	4
829	1
830	9
831	2
832	17
833	10
834	4
835	10
836	3
837	3
838	1
840	4
841	12
842	9
843	3
844	2
845	4
847	4
848	4
849	15
850	8
851	7
852	4
853	14
854	7
855	6
856	2
857	11
858	1
859	7
860	9
861	6
862	2
863	7
864	1
865	6
866	15
867	8
868	3
869	10
870	3
871	13
872	14
873	4
874	7
875	3
876	2
877	6
878	7
879	6
880	9
881	10
882	4
883	8
884	10
885	8
886	7
887	7
888	7
889	6
890	12
891	5
893	4
894	2
895	4
896	6
897	21
898	15
899	2
900	4
901	6
902	3
903	9
904	3
905	3
906	11
907	3
908	13
909	1
910	2
911	1
912	2
913	9
914	10
915	21
916	10
917	1
918	4
919	3
920	10
921	3
922	3
923	4
924	3
925	3
926	8
928	5
929	20
930	7
931	4
932	6
933	12
934	9
935	7
936	2
937	5
938	7
939	4
940	4
941	6
943	9
944	14
945	10
946	12
947	6
948	2
950	9
951	4
952	15
953	9
954	3
955	8
956	10
957	4
958	1
959	1
960	5
961	8
962	21
963	2
964	11
965	6
966	2
967	3
968	10
969	6
970	8
971	7
972	3
973	6
974	8
975	5
976	3
977	8
978	10
979	4
980	11
981	6
982	7
983	3
984	5
985	2
986	6
987	4
988	7
989	2
990	5
991	3
992	6
993	13
994	9
995	9
996	8
997	1
998	5
999	12
1000	9
1001	4
1002	1
1003	5
1004	6
1005	3
1006	5
1007	4
1008	9
1009	10
1010	10
