## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAG_DUPLICATE_SET_MEMBERS true --INPUT aviti_hq_REH.chr20.bam --OUTPUT dups/aviti_hq_REH.chr20.bam --METRICS_FILE dups/aviti_hq_REH.chr20.bam.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 10 16:08:30 GMT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
REH	28338	10942292	156953	28338	4362	58304	817	0.00552	1037592660

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.000074	10692137	0	10692940
2.0	1.989657	57527	815	56738
3.0	2.968859	307	1	293
4.0	3.937789	40	0	40
5.0	4.896554	8	0	8
6.0	5.845261	1	0	1
7.0	6.784016	1	0	1
8.0	7.712923	0	0	0
9.0	8.632086	0	0	0
10.0	9.541606	0	0	0
11.0	10.441584	0	0	0
12.0	11.332122	0	0	0
13.0	12.213317	0	0	0
14.0	13.085269	0	0	0
15.0	13.948073	0	0	0
16.0	14.801826	0	0	0
17.0	15.646622	0	0	0
18.0	16.482557	0	0	0
19.0	17.309722	0	0	0
20.0	18.12821	0	0	0
21.0	18.938111	0	0	0
22.0	19.739517	0	0	0
23.0	20.532515	0	0	0
24.0	21.317194	0	0	0
25.0	22.093642	0	0	0
26.0	22.861944	0	0	0
27.0	23.622187	0	0	0
28.0	24.374454	0	0	0
29.0	25.11883	0	0	0
30.0	25.855397	0	0	0
31.0	26.584237	0	0	0
32.0	27.305431	0	0	0
33.0	28.019059	0	0	0
34.0	28.725201	0	0	0
35.0	29.423936	0	0	0
36.0	30.11534	0	0	0
37.0	30.799492	0	0	0
38.0	31.476466	0	0	0
39.0	32.146338	0	0	0
40.0	32.809184	0	0	0
41.0	33.465075	0	0	0
42.0	34.114087	0	0	0
43.0	34.756289	0	0	0
44.0	35.391755	0	0	0
45.0	36.020554	0	0	0
46.0	36.642757	0	0	0
47.0	37.258433	0	0	0
48.0	37.867651	0	0	0
49.0	38.470477	0	0	0
50.0	39.066979	0	0	0
51.0	39.657224	0	0	0
52.0	40.241277	0	0	0
53.0	40.819203	0	0	0
54.0	41.391066	0	0	0
55.0	41.95693	0	0	0
56.0	42.516858	0	0	0
57.0	43.070912	0	0	0
58.0	43.619153	0	0	0
59.0	44.161644	0	0	0
60.0	44.698443	0	0	0
61.0	45.229612	0	0	0
62.0	45.755208	0	0	0
63.0	46.27529	0	0	0
64.0	46.789916	0	0	0
65.0	47.299144	0	0	0
66.0	47.80303	0	0	0
67.0	48.30163	0	0	0
68.0	48.794999	0	0	0
69.0	49.283193	0	0	0
70.0	49.766265	0	0	0
71.0	50.24427	0	0	0
72.0	50.71726	0	0	0
73.0	51.185288	0	0	0
74.0	51.648406	0	0	0
75.0	52.106666	0	0	0
76.0	52.560119	0	0	0
77.0	53.008815	0	0	0
78.0	53.452804	0	0	0
79.0	53.892135	0	0	0
80.0	54.326858	0	0	0
81.0	54.75702	0	0	0
82.0	55.182669	0	0	0
83.0	55.603853	0	0	0
84.0	56.020619	0	0	0
85.0	56.433013	0	0	0
86.0	56.84108	0	0	0
87.0	57.244867	0	0	0
88.0	57.644418	0	0	0
89.0	58.039777	0	0	0
90.0	58.430989	0	0	0
91.0	58.818097	0	0	0
92.0	59.201144	0	0	0
93.0	59.580173	0	0	0
94.0	59.955225	0	0	0
95.0	60.326343	0	0	0
96.0	60.693568	0	0	0
97.0	61.05694	0	0	0
98.0	61.416501	0	0	0
99.0	61.772289	0	0	0
100.0	62.124346	0	0	0

