Number of reads: 11125362
Number of reads within tile: 4819280 (43.32%)
Distance	Count
18	2439646
19	529469
31	51895
32	241985
33	4392
36	50002
37	99661
38	2202
48	21724
49	5189
50	155
55	3857
56	927
63	202
64	371
65	90
66	631
67	115
73	100
74	64
80	84
81	8
84	66
85	26
92	16
93	9
95	12
96	15
97	58
98	15
102	27
103	46
110	5
111	33
112	40
113	4
114	1
115	59
116	9
121	39
122	12
128	39
129	56
130	22
132	11
133	29
134	2
138	5
139	28
140	8
144	35
145	6
146	33
147	26
148	9
150	5
151	24
152	3
157	22
158	13
159	3
160	20
161	28
162	4
164	34
165	2
166	14
167	5
169	33
170	13
175	3
176	48
177	20
178	16
179	4
181	13
182	18
183	1
184	7
185	8
186	1
187	21
188	4
191	4
192	30
193	18
194	25
195	27
196	4
199	11
200	9
202	2
203	7
204	6
205	14
206	8
207	4
208	22
209	21
210	2
212	5
213	43
214	5
217	15
218	1
221	5
222	7
223	6
224	33
225	12
226	2
227	11
228	5
230	10
231	23
232	8
235	11
236	4
239	9
240	9
241	15
242	16
243	9
244	10
245	5
248	5
249	12
250	4
253	8
254	10
255	1
256	13
257	22
258	18
259	18
260	8
261	8
262	12
263	1
265	1
266	10
267	2
268	13
269	5
271	2
272	28
273	20
274	6
275	1
276	14
277	1
278	7
279	23
280	6
284	8
285	2
286	8
287	10
288	12
289	7
290	23
291	8
292	1
293	14
294	3
295	4
296	7
297	14
298	3
301	2
302	5
303	3
304	12
305	24
306	4
307	11
308	14
309	3
310	1
311	9
314	5
315	19
316	11
319	1
320	16
321	9
322	9
323	10
324	18
325	6
326	6
327	7
328	9
329	3
332	2
333	8
334	12
335	4
336	9
337	13
338	5
339	13
340	3
342	17
343	7
344	1
345	7
346	11
347	2
350	2
351	6
352	24
353	15
354	5
356	12
357	7
358	1
359	4
360	6
361	2
363	6
364	13
365	1
367	1
368	8
369	11
370	15
371	18
372	2
373	3
374	8
375	7
376	2
377	7
378	5
379	10
380	4
381	9
382	10
383	1
384	9
385	16
386	6
387	7
388	16
389	9
390	1
391	6
392	1
393	6
394	1
395	7
396	2
397	4
398	6
399	4
400	22
401	20
402	5
403	10
405	19
406	5
407	7
408	15
409	8
411	5
412	11
413	5
415	5
416	14
417	14
418	18
419	8
420	4
421	1
422	7
423	15
424	5
425	2
426	20
427	5
429	7
430	11
431	6
432	12
433	9
434	8
435	11
436	15
437	20
439	2
440	5
441	6
442	8
443	8
444	11
445	5
447	2
448	15
449	13
450	4
451	3
452	2
453	3
454	14
455	6
456	4
457	5
458	3
459	1
460	5
461	4
462	6
463	4
464	8
465	5
466	14
467	7
468	3
469	6
471	9
472	12
473	3
474	2
475	7
477	3
478	3
479	3
480	9
481	14
482	18
483	2
484	8
485	18
486	3
489	9
490	9
491	1
492	6
493	5
496	5
497	10
498	8
499	7
500	12
501	6
502	5
503	16
504	1
506	6
507	3
508	11
509	13
510	9
511	3
512	1
513	11
514	6
515	16
516	3
517	5
518	9
519	3
520	17
521	10
522	3
524	3
526	5
527	6
528	13
529	15
530	3
531	3
532	8
533	7
534	3
535	5
536	4
537	3
538	16
539	5
540	4
541	1
542	2
543	1
544	15
545	8
546	15
547	15
548	8
549	2
550	5
551	13
552	5
555	11
556	10
557	3
558	9
559	4
560	14
561	7
562	10
563	4
564	18
565	6
566	7
567	4
568	2
569	12
570	5
572	2
573	10
574	2
575	8
576	6
577	19
578	9
579	5
580	3
581	10
582	12
583	4
584	9
585	2
586	1
587	13
588	7
590	6
591	7
592	7
593	17
594	12
595	18
596	5
597	2
598	3
599	9
600	7
601	14
602	6
604	5
605	7
606	10
607	3
608	8
609	10
610	11
611	14
612	8
613	11
614	2
615	6
616	1
617	5
618	11
619	3
620	3
621	3
622	2
623	5
624	3
625	16
626	10
627	4
628	3
629	11
630	8
631	8
632	3
633	2
635	3
636	9
637	2
638	3
639	6
640	8
641	9
642	10
643	2
644	10
645	2
647	9
648	5
649	9
650	10
651	3
653	3
654	4
656	9
657	27
658	11
659	3
660	7
661	3
662	1
664	3
665	1
666	9
667	6
668	3
669	4
671	8
672	10
673	14
674	8
675	11
676	1
677	2
678	8
679	10
680	4
