## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAG_DUPLICATE_SET_MEMBERS true --INPUT aviti_ngi_MM1S.chr20.bam --OUTPUT dups/aviti_ngi_MM1S.chr20.bam --METRICS_FILE dups/aviti_ngi_MM1S.chr20.bam.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 10 16:08:30 GMT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
MM1S	11160	4283212	70775	11160	1558	141220	14501	0.033109	70468764

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.003295	3949285	0	3962522
2.0	1.947424	138313	14172	126310
3.0	2.835877	1387	160	181
4.0	3.671936	39	3	13
5.0	4.458692	4	0	2
6.0	5.199051	0	0	0
7.0	5.895751	0	0	0
8.0	6.551366	0	0	0
9.0	7.168317	0	0	0
10.0	7.748887	0	0	0
11.0	8.295219	0	0	0
12.0	8.809334	0	0	0
13.0	9.29313	0	0	0
14.0	9.748396	0	0	0
15.0	10.176815	0	0	0
16.0	10.579969	0	0	0
17.0	10.959349	0	0	0
18.0	11.316356	0	0	0
19.0	11.65231	0	0	0
20.0	11.968452	0	0	0
21.0	12.265951	0	0	0
22.0	12.545906	0	0	0
23.0	12.809351	0	0	0
24.0	13.057261	0	0	0
25.0	13.290552	0	0	0
26.0	13.510085	0	0	0
27.0	13.716671	0	0	0
28.0	13.911075	0	0	0
29.0	14.094015	0	0	0
30.0	14.266167	0	0	0
31.0	14.428166	0	0	0
32.0	14.580612	0	0	0
33.0	14.724069	0	0	0
34.0	14.859065	0	0	0
35.0	14.9861	0	0	0
36.0	15.105645	0	0	0
37.0	15.218139	0	0	0
38.0	15.323999	0	0	0
39.0	15.423617	0	0	0
40.0	15.51736	0	0	0
41.0	15.605575	0	0	0
42.0	15.688588	0	0	0
43.0	15.766705	0	0	0
44.0	15.840216	0	0	0
45.0	15.909392	0	0	0
46.0	15.974488	0	0	0
47.0	16.035745	0	0	0
48.0	16.09339	0	0	0
49.0	16.147636	0	0	0
50.0	16.198683	0	0	0
51.0	16.246719	0	0	0
52.0	16.291923	0	0	0
53.0	16.334461	0	0	0
54.0	16.37449	0	0	0
55.0	16.412159	0	0	0
56.0	16.447606	0	0	0
57.0	16.480963	0	0	0
58.0	16.512353	0	0	0
59.0	16.541892	0	0	0
60.0	16.569689	0	0	0
61.0	16.595847	0	0	0
62.0	16.620462	0	0	0
63.0	16.643625	0	0	0
64.0	16.665423	0	0	0
65.0	16.685935	0	0	0
66.0	16.705237	0	0	0
67.0	16.723402	0	0	0
68.0	16.740495	0	0	0
69.0	16.75658	0	0	0
70.0	16.771716	0	0	0
71.0	16.78596	0	0	0
72.0	16.799364	0	0	0
73.0	16.811977	0	0	0
74.0	16.823847	0	0	0
75.0	16.835016	0	0	0
76.0	16.845527	0	0	0
77.0	16.855419	0	0	0
78.0	16.864726	0	0	0
79.0	16.873485	0	0	0
80.0	16.881728	0	0	0
81.0	16.889484	0	0	0
82.0	16.896783	0	0	0
83.0	16.903651	0	0	0
84.0	16.910115	0	0	0
85.0	16.916197	0	0	0
86.0	16.921921	0	0	0
87.0	16.927307	0	0	0
88.0	16.932375	0	0	0
89.0	16.937145	0	0	0
90.0	16.941633	0	0	0
91.0	16.945857	0	0	0
92.0	16.949831	0	0	0
93.0	16.953571	0	0	0
94.0	16.957091	0	0	0
95.0	16.960403	0	0	0
96.0	16.96352	0	0	0
97.0	16.966453	0	0	0
98.0	16.969213	0	0	0
99.0	16.97181	0	0	0
100.0	16.974254	0	0	0

