Number of reads: 271432
Number of reads within tile: 2319 (0.85%)
Distance	Count
1	19
2	18
3	265
4	405
5	178
6	38
7	26
8	8
9	2
10	2
11	1
12	1
13	1
25	1
26	2
28	3
29	1
30	1
32	1
37	1
42	1
46	1
47	1
54	1
55	2
58	1
64	1
68	1
71	1
72	1
73	2
75	1
81	1
82	2
84	1
89	1
96	1
101	1
104	1
106	1
123	1
124	1
130	1
149	1
178	1
186	1
213	1
281	1
317	1
325	1
338	1
385	1
428	1
433	1
451	1
470	1
566	1
567	1
580	1
585	1
735	1
777	1
810	1
839	1
842	1
845	1
849	1
852	1
860	1
909	1
915	1
929	1
945	1
947	1
983	1
1017	1
1051	1
1073	1
1085	1
1106	1
1156	1
1175	1
1194	1
1201	1
1232	1
1274	2
1299	1
1419	1
1421	1
1441	1
1470	1
1490	1
1496	1
1555	1
1587	1
1602	1
1603	1
1614	1
1620	1
1669	1
1717	1
1737	1
1822	1
1831	1
1876	1
1889	1
1913	1
1927	1
1936	1
1951	1
1981	1
2014	1
2025	1
2052	1
2071	1
2075	1
2123	1
2135	1
2176	1
2183	1
2197	1
2241	1
2253	1
2292	1
2294	1
2297	1
2306	1
2348	1
2352	1
2359	1
2367	1
2374	1
2378	1
2404	1
2409	2
2427	2
2497	1
2509	1
2542	1
2621	1
2648	1
2689	1
2706	1
2719	1
2760	2
2773	1
2788	1
2800	1
2804	1
2864	1
2896	1
2911	1
2916	1
2932	1
2933	1
2937	1
2944	1
2972	1
2981	1
3018	1
3115	1
3141	1
3158	1
3174	1
3215	1
3216	1
3231	1
3241	1
3287	1
3308	1
3311	1
3317	1
3350	1
3360	1
3387	1
3448	1
3483	1
3546	1
3565	1
3604	1
3618	1
3619	1
3655	1
3757	1
3791	1
3806	1
3856	1
3861	1
3950	1
3972	1
4192	1
4320	1
4321	1
4362	1
4521	1
4668	1
4698	1
4704	1
5177	1
5523	1
Size	Count
2	66445
3	718
4	118
5	29
6	8
7	1
