## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAG_DUPLICATE_SET_MEMBERS true --INPUT aviti_hq_KMS12BM.chr20.bam --OUTPUT dups/aviti_hq_KMS12BM.chr20.bam --METRICS_FILE dups/aviti_hq_KMS12BM.chr20.bam.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 10 16:08:30 GMT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
KMS12BM	34503	14245514	174062	34503	6203	79120	1075	0.005765	1295164491

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.000075	13949632	0	13950692
2.0	1.989211	77932	1075	76887
3.0	2.967526	478	0	463
4.0	3.93514	56	0	56
5.0	4.89217	11	0	11
6.0	5.838731	4	0	4
7.0	6.774938	0	0	0
8.0	7.700903	0	0	0
9.0	8.61674	0	0	0
10.0	9.522559	0	0	0
11.0	10.418469	0	0	0
12.0	11.30458	0	0	0
13.0	12.180997	0	0	0
14.0	13.047827	0	0	0
15.0	13.905176	0	0	0
16.0	14.753146	0	0	0
17.0	15.59184	0	0	0
18.0	16.42136	0	0	0
19.0	17.241806	0	0	0
20.0	18.053278	0	0	0
21.0	18.855873	0	0	0
22.0	19.649689	0	0	0
23.0	20.434821	0	0	0
24.0	21.211365	0	0	0
25.0	21.979415	0	0	0
26.0	22.739063	0	0	0
27.0	23.490401	0	0	0
28.0	24.233521	0	0	0
29.0	24.968512	0	0	0
30.0	25.695464	0	0	0
31.0	26.414463	0	0	0
32.0	27.125597	0	0	0
33.0	27.828953	0	0	0
34.0	28.524614	0	0	0
35.0	29.212666	0	0	0
36.0	29.893192	0	0	0
37.0	30.566273	0	0	0
38.0	31.231992	0	0	0
39.0	31.890429	0	0	0
40.0	32.541663	0	0	0
41.0	33.185773	0	0	0
42.0	33.822838	0	0	0
43.0	34.452934	0	0	0
44.0	35.076138	0	0	0
45.0	35.692524	0	0	0
46.0	36.302168	0	0	0
47.0	36.905144	0	0	0
48.0	37.501523	0	0	0
49.0	38.091379	0	0	0
50.0	38.674783	0	0	0
51.0	39.251805	0	0	0
52.0	39.822515	0	0	0
53.0	40.386982	0	0	0
54.0	40.945275	0	0	0
55.0	41.497461	0	0	0
56.0	42.043606	0	0	0
57.0	42.583777	0	0	0
58.0	43.11804	0	0	0
59.0	43.646458	0	0	0
60.0	44.169096	0	0	0
61.0	44.686018	0	0	0
62.0	45.197284	0	0	0
63.0	45.702958	0	0	0
64.0	46.203101	0	0	0
65.0	46.697773	0	0	0
66.0	47.187033	0	0	0
67.0	47.670942	0	0	0
68.0	48.149557	0	0	0
69.0	48.622937	0	0	0
70.0	49.091139	0	0	0
71.0	49.554219	0	0	0
72.0	50.012234	0	0	0
73.0	50.465239	0	0	0
74.0	50.913288	0	0	0
75.0	51.356436	0	0	0
76.0	51.794737	0	0	0
77.0	52.228243	0	0	0
78.0	52.657008	0	0	0
79.0	53.081082	0	0	0
80.0	53.500517	0	0	0
81.0	53.915364	0	0	0
82.0	54.325674	0	0	0
83.0	54.731495	0	0	0
84.0	55.132877	0	0	0
85.0	55.529868	0	0	0
86.0	55.922517	0	0	0
87.0	56.31087	0	0	0
88.0	56.694976	0	0	0
89.0	57.07488	0	0	0
90.0	57.450628	0	0	0
91.0	57.822266	0	0	0
92.0	58.189839	0	0	0
93.0	58.553391	0	0	0
94.0	58.912966	0	0	0
95.0	59.268608	0	0	0
96.0	59.62036	0	0	0
97.0	59.968264	0	0	0
98.0	60.312362	0	0	0
99.0	60.652696	0	0	0
100.0	60.989308	0	0	0

