## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAG_DUPLICATE_SET_MEMBERS true --INPUT xplus_sns_REH.chr20.bam --OUTPUT dups/xplus_sns_REH.chr20.bam --METRICS_FILE dups/xplus_sns_REH.chr20.bam.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 10 16:09:27 GMT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
REH	35776	14415738	208238	35776	15378	3234461	2811463	0.224625	155280321

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.231238	8537485	0	10536525
2.0	2.353318	1820151	1633460	415635
3.0	3.375916	439647	376205	3547
4.0	4.307853	115539	94624	74
5.0	5.157167	31001	24196	8
6.0	5.931182	8677	6329	3
7.0	6.636574	2384	1546	0
8.0	7.279428	646	414	0
9.0	7.865289	196	105	0
10.0	8.399207	48	24	0
11.0	8.88579	14	4	0
12.0	9.329234	4	2	0
13.0	9.733362	0	0	0
14.0	10.101662	0	0	0
15.0	10.437309	0	0	0
16.0	10.743198	0	0	0
17.0	11.021968	0	0	0
18.0	11.276022	0	0	0
19.0	11.507553	0	0	0
20.0	11.718557	0	0	0
21.0	11.910853	0	0	0
22.0	12.086101	0	0	0
23.0	12.245812	0	0	0
24.0	12.391363	0	0	0
25.0	12.52401	0	0	0
26.0	12.644897	0	0	0
27.0	12.755066	0	0	0
28.0	12.855468	0	0	0
29.0	12.946968	0	0	0
30.0	13.030356	0	0	0
31.0	13.106351	0	0	0
32.0	13.175609	0	0	0
33.0	13.238726	0	0	0
34.0	13.296248	0	0	0
35.0	13.34867	0	0	0
36.0	13.396444	0	0	0
37.0	13.439983	0	0	0
38.0	13.479661	0	0	0
39.0	13.515822	0	0	0
40.0	13.548777	0	0	0
41.0	13.57881	0	0	0
42.0	13.60618	0	0	0
43.0	13.631124	0	0	0
44.0	13.653857	0	0	0
45.0	13.674574	0	0	0
46.0	13.693454	0	0	0
47.0	13.71066	0	0	0
48.0	13.726341	0	0	0
49.0	13.740632	0	0	0
50.0	13.753656	0	0	0
51.0	13.765525	0	0	0
52.0	13.776341	0	0	0
53.0	13.786199	0	0	0
54.0	13.795183	0	0	0
55.0	13.80337	0	0	0
56.0	13.810832	0	0	0
57.0	13.817632	0	0	0
58.0	13.823829	0	0	0
59.0	13.829476	0	0	0
60.0	13.834623	0	0	0
61.0	13.839314	0	0	0
62.0	13.843589	0	0	0
63.0	13.847484	0	0	0
64.0	13.851035	0	0	0
65.0	13.85427	0	0	0
66.0	13.857219	0	0	0
67.0	13.859906	0	0	0
68.0	13.862355	0	0	0
69.0	13.864587	0	0	0
70.0	13.866621	0	0	0
71.0	13.868475	0	0	0
72.0	13.870164	0	0	0
73.0	13.871704	0	0	0
74.0	13.873107	0	0	0
75.0	13.874386	0	0	0
76.0	13.875551	0	0	0
77.0	13.876613	0	0	0
78.0	13.877581	0	0	0
79.0	13.878463	0	0	0
80.0	13.879267	0	0	0
81.0	13.88	0	0	0
82.0	13.880667	0	0	0
83.0	13.881276	0	0	0
84.0	13.88183	0	0	0
85.0	13.882336	0	0	0
86.0	13.882796	0	0	0
87.0	13.883216	0	0	0
88.0	13.883598	0	0	0
89.0	13.883947	0	0	0
90.0	13.884265	0	0	0
91.0	13.884554	0	0	0
92.0	13.884818	0	0	0
93.0	13.885058	0	0	0
94.0	13.885278	0	0	0
95.0	13.885477	0	0	0
96.0	13.885659	0	0	0
97.0	13.885825	0	0	0
98.0	13.885976	0	0	0
99.0	13.886114	0	0	0
100.0	13.88624	0	0	0

