## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAG_DUPLICATE_SET_MEMBERS true --INPUT aviti_ngi_KMS12BM.chr20.bam --OUTPUT dups/aviti_ngi_KMS12BM.chr20.bam --METRICS_FILE dups/aviti_ngi_KMS12BM.chr20.bam.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 10 16:08:42 GMT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
KMS12BM	12989	5046063	62255	12989	2006	159165	17708	0.0317	87687068

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.003421	4680392	0	4696560
2.0	1.950729	155830	17193	141157
3.0	2.845062	1587	253	135
4.0	3.689383	48	3	7
5.0	4.486487	3	0	1
6.0	5.239016	1	0	1
7.0	5.949462	0	0	0
8.0	6.620179	0	0	0
9.0	7.253388	0	0	0
10.0	7.851187	0	0	0
11.0	8.415556	0	0	0
12.0	8.948364	0	0	0
13.0	9.451377	0	0	0
14.0	9.92626	0	0	0
15.0	10.374587	0	0	0
16.0	10.797843	0	0	0
17.0	11.19743	0	0	0
18.0	11.574671	0	0	0
19.0	11.930816	0	0	0
20.0	12.267045	0	0	0
21.0	12.584471	0	0	0
22.0	12.884146	0	0	0
23.0	13.167063	0	0	0
24.0	13.434158	0	0	0
25.0	13.686318	0	0	0
26.0	13.924376	0	0	0
27.0	14.149121	0	0	0
28.0	14.361298	0	0	0
29.0	14.56161	0	0	0
30.0	14.75072	0	0	0
31.0	14.929255	0	0	0
32.0	15.097805	0	0	0
33.0	15.25693	0	0	0
34.0	15.407157	0	0	0
35.0	15.548982	0	0	0
36.0	15.682877	0	0	0
37.0	15.809284	0	0	0
38.0	15.928622	0	0	0
39.0	16.041286	0	0	0
40.0	16.14765	0	0	0
41.0	16.248066	0	0	0
42.0	16.342866	0	0	0
43.0	16.432365	0	0	0
44.0	16.516859	0	0	0
45.0	16.596628	0	0	0
46.0	16.671936	0	0	0
47.0	16.743033	0	0	0
48.0	16.810154	0	0	0
49.0	16.873522	0	0	0
50.0	16.933345	0	0	0
51.0	16.989824	0	0	0
52.0	17.043144	0	0	0
53.0	17.093482	0	0	0
54.0	17.141005	0	0	0
55.0	17.185871	0	0	0
56.0	17.228228	0	0	0
57.0	17.268216	0	0	0
58.0	17.305967	0	0	0
59.0	17.341608	0	0	0
60.0	17.375256	0	0	0
61.0	17.407022	0	0	0
62.0	17.437011	0	0	0
63.0	17.465324	0	0	0
64.0	17.492053	0	0	0
65.0	17.517287	0	0	0
66.0	17.541111	0	0	0
67.0	17.563602	0	0	0
68.0	17.584835	0	0	0
69.0	17.604881	0	0	0
70.0	17.623806	0	0	0
71.0	17.641672	0	0	0
72.0	17.65854	0	0	0
73.0	17.674464	0	0	0
74.0	17.689498	0	0	0
75.0	17.703691	0	0	0
76.0	17.71709	0	0	0
77.0	17.72974	0	0	0
78.0	17.741682	0	0	0
79.0	17.752957	0	0	0
80.0	17.763601	0	0	0
81.0	17.77365	0	0	0
82.0	17.783137	0	0	0
83.0	17.792094	0	0	0
84.0	17.800549	0	0	0
85.0	17.808532	0	0	0
86.0	17.816069	0	0	0
87.0	17.823183	0	0	0
88.0	17.829901	0	0	0
89.0	17.836242	0	0	0
90.0	17.842229	0	0	0
91.0	17.847881	0	0	0
92.0	17.853217	0	0	0
93.0	17.858254	0	0	0
94.0	17.86301	0	0	0
95.0	17.8675	0	0	0
96.0	17.871739	0	0	0
97.0	17.87574	0	0	0
98.0	17.879518	0	0	0
99.0	17.883085	0	0	0
100.0	17.886452	0	0	0

